Date       Tmax    Tmin    Rain    Evap    Radn    VP      RHmaxT  RHminT
 25/01/1981    36.5    18.4       0    11.6    28.8    20.6    33.7    97.4
 26/01/1981    37.8    15.9       0    13.2    29.9      16    24.4    88.6
 27/01/1981    36.9    22.7     0.2      11      21      15      24    54.4
 28/01/1981    31.6    20.2     3.8     6.2    12.7    19.4    41.7      82
 29/01/1981    25.6    15.3       0    10.2    24.6    12.3    37.5    70.8
 30/01/1981    24.9      14       0     9.8    20.4    10.7      34      67
 31/01/1981    28.6    15.5       0    10.2    27.2      15    38.3    85.2
  1/02/1981    26.7      17       0       8    28.2    13.1    37.4    67.6
  2/02/1981      28    14.4       0       8    26.1      15    39.7    91.5
  3/02/1981      33    12.7       0       6    28.9      14    27.8    95.4
  4/02/1981      35    14.8     6.6      13    28.8      16    28.5    95.1
  5/02/1981    26.7    19.4    46.2    10.2    10.2    19.4    55.4    86.2
  6/02/1981    21.6    18.3     0.4     5.2    11.9    18.2    70.6    86.6
  7/02/1981    20.3    15.7       0     4.4     9.6    13.1      55    73.5
  8/02/1981    29.2    16.3       0     5.6    22.5    17.1    42.2    92.3
  9/02/1981      36    17.4       0    14.2    27.2    18.2    30.6    91.6
 10/02/1981    31.6    18.4     1.8     6.3      17      14    30.1    66.2
 11/02/1981    17.6    15.2     2.8     2.3     6.4      16    79.5    92.7
 12/02/1981    20.8      15    34.8     2.8    10.6      16    65.2    93.9
 13/02/1981      31    13.3       0     5.9    27.7      16    35.6     100
 14/02/1981    30.3    15.2       0     6.4    27.3    17.1    39.6    99.1
 15/02/1981      31    13.7       0     5.8    27.3      16    35.6     100
 16/02/1981    35.4    17.5       0     7.3    26.2    20.6    35.8     100
 17/02/1981    35.4    17.7       0     6.8    26.4    20.6    35.8     100
 18/02/1981    28.1    20.7    29.2     9.2    14.8    19.4      51    79.5
 19/02/1981    19.7    17.4       0     3.2     5.7    17.1    74.5    86.1
 20/02/1981    21.4    14.4       0     3.6    13.5      14      55    85.4
 21/02/1981      22      16     3.8     2.2    10.1      15    56.8    82.5
 22/02/1981    19.7    15.2    14.6     1.8    10.7      16    69.7    92.7
 23/02/1981    24.3    11.2       0     4.8    25.1    13.1    43.1    98.5
 24/02/1981    26.6    10.4       0       5    25.9    13.1    37.6     100
 25/02/1981    26.4    12.6       0       5    23.4      14    40.7      96
 26/02/1981    24.5    12.9       0     6.6    23.1      14    45.5    94.2
 27/02/1981      26    11.4       0     5.2    25.1    13.1      39    97.2
 28/02/1981    27.4    11.9       0     6.8    25.3      15    41.1     100
  1/03/1981    27.9    12.8       0       8    24.6    12.3    32.7    83.3
  2/03/1981    27.1    16.9     2.4     4.4    18.4      16    44.6    83.1
  3/03/1981    24.1     7.8       0     7.2    25.1    11.5    38.3     100
  4/03/1981    24.1     7.6       0     6.6    24.2    11.5    38.3     100
  5/03/1981    22.8    11.6     0.4     4.2    19.3    13.1    47.2      96
  6/03/1981    23.7      13       0     5.8      23    11.5    39.3    76.8
  7/03/1981    24.7     8.5       0     5.2      24    11.5      37     100
  8/03/1981    27.6    10.4       0       6    21.6    13.1    35.5     100
  9/03/1981    28.5      11       0     8.2    17.3      15    38.6     100
 10/03/1981      22     8.7       0     6.2    24.3     8.7    32.9    77.4
 11/03/1981    23.3       5       0       5    24.2     9.4    32.9     100
 12/03/1981    24.9       9       0       8    21.6    13.1    41.6     100
 13/03/1981    22.5       9       0       8    18.7     8.7    31.9    75.8
 14/03/1981    19.6     6.6       0       4    20.3     7.1    31.1    72.9
 15/03/1981    23.4     4.9       0       7    23.1     8.1    28.2    93.6
 16/03/1981    24.7    10.5       0     7.6    22.6    13.1    42.1     100
 17/03/1981    23.7     5.4       0       4    21.2     9.4    32.1     100
 18/03/1981    25.7    12.3       0       8    21.2      14    42.4    97.9
 19/03/1981    28.6     8.8       0     6.2    20.8    13.1    33.5     100
 20/03/1981    28.3     8.6       0    12.6    22.2     8.1    21.1    72.5
 21/03/1981    20.5     8.9       0     4.8    20.1     8.7    36.1    76.3
 22/03/1981      24    11.8       0     4.8    18.5    13.1    43.9    94.7
 23/03/1981    25.1    16.1       0       4    14.8    13.1    41.1    71.6
 24/03/1981    25.6    11.9       0     5.8    14.8    13.1    39.9    94.1
 25/03/1981    25.8     6.8       0     4.6    20.9    11.5    34.6     100
 26/03/1981    22.2      11       0       4    17.8      10    37.4    76.2
 27/03/1981    23.5     7.4       0     5.2    20.4    10.7      37     100
 28/03/1981    23.7     8.2       3       4    12.4    12.3      42     100
 29/03/1981    23.7      15      14       6    11.8      16    54.6    93.9
 30/03/1981    24.2    14.4       0       4    16.2      14    46.4    85.4
 31/03/1981    21.3    15.7       0       1     8.3      15    59.2    84.1
  1/04/1981      23    11.3       0     5.6    16.4    13.1    46.6    97.9
  2/04/1981    24.1    10.2       0       4    15.5      14    46.7     100
  3/04/1981    21.8    13.4     5.4     4.2    10.6      14    53.6    91.1
  4/04/1981    20.9    16.7     3.4     2.6     6.1    18.2    73.7    95.8
  5/04/1981    23.1    16.3     1.4     1.6    10.2    18.2    64.4    98.3
  6/04/1981    23.3    16.3     2.4     2.8      11    20.6      72     100
  7/04/1981    23.9    12.6       0       2    16.9    12.3    41.5    84.4
  8/04/1981    25.9     9.3       0       5    18.5    13.1    39.2     100
  9/04/1981    25.6     8.2       0       8    17.6    12.3    37.5     100
 10/04/1981    22.4     8.2       0     5.6    18.7    10.7    39.5    98.5
 11/04/1981    20.6     5.3       0       4    18.5     8.7    35.9    97.7
 12/04/1981    24.1     2.3       0       4    18.3     9.4    31.3     100
 13/04/1981    21.6       2       0     3.4      10     8.7    33.7     100
 14/04/1981    19.7     8.6       0       3    12.8      10    43.6    89.6
 15/04/1981    22.7       6       0       7      17     7.6    27.6    81.3
 16/04/1981    22.2      10       0     7.4    18.1      10    37.4    81.5
 17/04/1981    21.3     3.4       0     5.8    17.8     8.7    34.4     100
 18/04/1981    23.2       3       0     2.8    17.3     8.7    30.6     100
 19/04/1981      23     2.7       0     4.4    13.8     8.7      31     100
 20/04/1981      22     3.1       0     5.2    16.9      10    37.8     100
 21/04/1981    21.8       4       0       2    15.9      10    38.3     100
 22/04/1981    23.7       3       0     6.8    16.7     9.4    32.1     100
 23/04/1981    24.5       6       0     4.4    16.5     9.4    30.6     100
 24/04/1981      22     7.6       0       6    13.2    12.3    46.5     100
 25/04/1981    17.6     8.6       0       4    16.8     8.1    40.3    72.5
 26/04/1981    18.6     2.3       0       4    14.8     8.1    37.8     100
 27/04/1981    20.3     1.2       0       4    11.3     8.1      34     100
 28/04/1981    16.7     5.7       0     5.8    15.8     5.7      30    62.3
 29/04/1981    15.7     0.2       0     3.6    14.2     6.6      37     100
 30/04/1981    18.8     0.6       0       4    15.8     7.6      35     100
  1/05/1981    18.7     2.3     0.2     4.2    13.9     9.4    43.6     100
  2/05/1981    19.3     3.8       0       2    14.1      10    44.7     100
  3/05/1981    21.8     1.2       0       2    13.2     7.6    29.1     100
  4/05/1981    18.9     8.7       0     1.4    13.2    10.7      49    95.2
  5/05/1981    18.6     3.1       0     2.6    14.4     8.7    40.6     100
  6/05/1981      19     2.2     1.2     2.6     9.4     9.4    42.8     100
  7/05/1981    16.6       6       0     2.6     8.5    10.7    56.7     100
  8/05/1981    16.8       6       0     2.6    14.2     8.1    42.4    86.7
  9/05/1981      14       6     0.4     3.2     8.1      10    62.6     100
 10/05/1981    13.7    -2.7     0.2       3    13.7     6.1    38.9     100
 11/05/1981    17.4     0.4       0     2.2    12.5     7.6    38.3     100
 12/05/1981    16.8    -2.6       0     2.8    13.5     5.7    29.8     100
 13/05/1981    17.4    -0.6       0     1.6    12.3     7.1    35.7     100
 14/05/1981    18.8    -1.4       0       2    13.2     7.6      35     100
 15/05/1981    18.9    -1.7       0     2.6    11.2     7.1    32.5     100
 16/05/1981    17.1     1.1       0       1     3.9     7.1    36.4     100
 17/05/1981    14.3     3.8    11.8       2     3.9     8.7    53.4     100
 18/05/1981    10.1     5.8     0.4     1.6     6.6     7.6    61.5    82.5
 19/05/1981      12    -1.8       0     1.4    11.5     5.7    40.7     100
 20/05/1981    11.7     2.6     0.2     0.6     9.3     6.6      48    89.6
 21/05/1981      12     5.5     5.2     2.4     3.2     9.4    67.1     100
 22/05/1981    12.7     7.6     9.8     1.4       3    11.5    78.4     100
 23/05/1981    14.8      10       1     0.8     3.1    12.3    73.1     100
 24/05/1981    12.8       9     5.6     2.2     4.1    11.5    77.8     100
 25/05/1981    12.8    10.2       6       2     4.9    10.7    72.4      86
 26/05/1981    12.2       8     2.2     0.4     3.3    10.7    75.3    99.8
 27/05/1981    13.3     7.4       0     1.2     3.5    11.5    75.3     100
 28/05/1981      15     9.6       0     1.6     7.2    11.5    67.5    96.3
 29/05/1981    16.2     8.1     2.6     2.8     8.2    11.5    62.5     100
 30/05/1981    16.4       9       0     0.4     9.8      10    53.6    87.2
 31/05/1981    12.7     7.9    15.2     2.4     2.9      10    68.1    93.9
  1/06/1981    14.5     8.9     4.6       6     8.3    12.3    74.5     100
  2/06/1981    10.7     4.8     9.4       1     4.9      10    77.8     100
  3/06/1981    11.5     7.5       0     2.8     7.7     9.4    69.3    90.7
  4/06/1981    13.5     6.5       0     0.8     8.9     9.4    60.8    97.2
  5/06/1981    11.2     2.6     2.2     2.2     7.6     6.6    49.6    89.6
  6/06/1981    10.8     4.8       0     1.8     5.1     7.6    58.7    88.4
  7/06/1981    10.7     4.1       0       1     8.4     6.1    47.4    74.5
  8/06/1981    10.4    -2.3     0.2     1.6       8     5.3    42.1     100
  9/06/1981      11    -1.8     3.2       0    10.6     7.1    54.1     100
 10/06/1981     8.8     2.4    10.8     2.2     3.2     8.7    76.9     100
 11/06/1981    11.7     5.3       0     3.8     9.5     8.1    58.9      91
 12/06/1981    10.8     4.8       0     2.6    11.6     5.7      44    66.3
 13/06/1981    14.7     0.2       0     0.8     9.7     7.1    42.5     100
 14/06/1981    10.7     3.9     0.4     0.6     5.1      10    77.8     100
 15/06/1981    13.1    -0.8     0.4     1.6     9.7     6.1    40.5     100
 16/06/1981    10.2    -1.5       0     1.4    11.1     4.2    33.8    76.7
 17/06/1981    10.7    -3.2       0     0.2      11     5.3    41.2     100
 18/06/1981     6.5    -2.4       0     1.6       7     6.1    63.1     100
 19/06/1981    10.8    -4.1       0     1.6     9.4     4.9    37.9     100
 20/06/1981    12.7    -1.8       0     1.2     9.9     5.7    38.8     100
 21/06/1981    11.7       2     0.4     0.2     3.9     7.6    55.3     100
 22/06/1981    12.2     4.1       6       5     6.6      10    70.4     100
 23/06/1981     5.9     3.6     2.2     1.2     7.7     6.6    71.1    83.5
 24/06/1981     6.4     1.6     6.6       3     4.3     6.1    63.5      89
 25/06/1981     6.9     2.7    35.6     3.8       4     7.6    76.4     100
 26/06/1981     9.3     5.1      13       4     5.5     8.1    69.2    92.3
 27/06/1981    11.8     5.1     0.2       4     8.5     8.1    58.6    92.3
 28/06/1981    12.6     7.6       0     4.2    10.5     8.7    59.7    83.4
 29/06/1981    14.1     5.4       0     1.8    11.1     8.1    50.4    90.4
 30/06/1981    12.4     0.4       0       1    10.9     7.6    52.8     100
  1/07/1981    11.3       4       2       3       8     9.4    70.2     100
  2/07/1981      10     5.3     1.4     3.2      10     7.1    57.9    79.8
  3/07/1981     8.5     4.1     6.4     2.4     9.3     7.1      64    86.7
  4/07/1981     6.7     4.1     2.8     0.4     6.6     7.1    72.4    86.7
  5/07/1981    10.7    -1.7       0     2.8    10.7     5.3    41.2    98.3
  6/07/1981     9.7    -0.1       0     2.6     7.9     7.1      59     100
  7/07/1981       9     2.6       0       3    11.8     4.9    42.7    66.6
  8/07/1981    11.3     2.6       0     1.2    10.7     7.1    53.1    96.4
  9/07/1981      10    -2.4       0     1.4    11.3     5.7    46.5     100
 10/07/1981     9.6    -3.1       0     0.6    12.3     4.5    37.7    92.6
 11/07/1981     7.4    -4.9     1.4       1     7.1     4.9    47.6     100
 12/07/1981     9.4      -2       0     1.4      11     5.7    48.4     100
 13/07/1981     9.8     0.1     0.2     1.4     8.6     6.6    54.5     100
 14/07/1981     9.8    -2.2       0     1.6    10.1     5.6    46.3     100
 15/07/1981    10.6    -3.7       0     1.6    10.2     5.3    41.5     100
 16/07/1981    12.2    -3.5     0.2     1.6     9.9     5.3    37.3     100
 17/07/1981    13.7      -3       0       1    11.7     5.3    33.8     100
 18/07/1981    13.6      -1     0.2     0.8    10.1     7.1    45.6     100
 19/07/1981    14.4    -0.6       0     1.4    10.2     7.1    43.3     100
 20/07/1981    13.8     0.4     7.4       1     7.6     8.1    51.4     100
 21/07/1981    12.3     5.4    24.2     3.2     3.1    11.5    80.4     100
 22/07/1981    11.3     7.2       0     3.8    10.8     8.7      65    85.7
 23/07/1981    11.1     5.9    10.4       3    10.2     6.6      50    71.1
 24/07/1981    10.6       1     0.6       1     7.3     8.1    63.4     100
 25/07/1981    10.6       6       0       4    10.3     6.6    51.7    70.6
 26/07/1981      11     4.9       0       4    10.4     8.1    61.7    93.6
 27/07/1981      10     4.2       0       4    13.3     5.3    43.2    64.3
 28/07/1981     7.6     1.9    15.6     0.4     3.4     6.6    63.3    94.2
 29/07/1981     8.7     3.1       0     1.2     8.6     6.6    58.7    86.5
 30/07/1981     8.8    -0.6       0     0.6     9.8     6.1    53.9     100
 31/07/1981      10    -1.5       0     1.6    11.7     5.3    43.2    96.8
  1/08/1981     9.1    -1.2       0     0.8     9.9     6.1    52.8     100
  2/08/1981     8.7    -2.2     0.8     1.6       8     5.7    50.7     100
  3/08/1981    10.9     1.9     5.8       2     4.6     9.4    72.1     100
  4/08/1981    14.4     7.6     1.2       2     9.2    10.7    65.3     100
  5/08/1981    13.3     0.6       0       3    13.8     8.1    53.1     100
  6/08/1981    13.1     4.7       0     1.8    13.9     8.1    53.8    94.9
  7/08/1981    12.2    -1.1       0     1.6    14.6     6.6    46.5     100
  8/08/1981    10.7    -1.6     8.2     2.8     9.3     5.3    41.2    97.6
  9/08/1981     8.6     1.3       0       3     9.8     7.1    63.6     100
 10/08/1981    11.8     3.6       0     1.6    11.8     5.3    38.3    67.1
 11/08/1981    11.7     3.7       0       2    11.3     7.6    55.3    95.5
 12/08/1981    11.2    -1.3     4.2     4.6    13.8     6.1    45.9     100
 13/08/1981    11.9     2.6     5.4     2.4    13.6     9.4    67.5     100
