Date	Block	T1N2OF0U0	T2N2OF0UA	T3N2OF0US	T4N2OF2U0	T5N2OF2UA	T6N2OF2US	T7N2OF4U0	T8N2OF4UA	T9N2OF4US	T1CumN2OF0U0	T2CumN2OF0UA	T3CumN2OF0US	T4CumN2OF2U0	T5CumN2OF2UA	T6CumN2OF2US	T7CumN2OF4U0	T8CumN2OF4UA	T9CumN2OF4US
28/04/2011	4	0.000789839	0.002137839	0.000794785	-0.000152193	0.000985003	0.000894003	0.002505153	0.000975128	0.000961289	0.116477991	0.225866004	0.148676095	0.236292887	0.330836852	0.12847438	0.31088141	0.320555898	0.197005812
29/04/2011	4	0.001358394	0.008586701	0.001038882	0.000873918	0.008644374	0.001346958	0.004888006	0.004170078	0.002623005	0.117836385	0.234452705	0.149714977	0.237166805	0.339481226	0.129821339	0.315769416	0.324725976	0.199628817
30/04/2011	4	0.001926948	0.015035564	0.001282979	0.001900028	0.016303745	0.001799914	0.007270859	0.007365029	0.004284721	0.119763333	0.249488269	0.150997957	0.239066833	0.355784971	0.131621253	0.323040275	0.332091005	0.203913539
1/05/2011	4	0.002495502	0.021484426	0.001527077	0.002926139	0.023963116	0.00225287	0.009653712	0.010559979	0.005946437	0.122258835	0.270972695	0.152525034	0.241992972	0.379748087	0.133874123	0.332693988	0.342650983	0.209859976
2/05/2011	4	0.003064057	0.027933289	0.001771174	0.00395225	0.031622487	0.002705826	0.012036566	0.013754929	0.007608153	0.125322892	0.298905984	0.154296207	0.245945222	0.411370573	0.13657995	0.344730553	0.356405912	0.217468129
3/05/2011	4	0.003632611	0.034382152	0.002015271	0.00497836	0.039281858	0.003158782	0.014419419	0.016949879	0.009269869	0.128955502	0.333288136	0.156311479	0.250923582	0.450652431	0.139738731	0.359149972	0.373355792	0.226737999
4/05/2011	4	0.004201165	0.040831014	0.002259368	0.006004471	0.046941228	0.003611738	0.016802272	0.02014483	0.010931586	0.133156668	0.37411915	0.158570847	0.256928053	0.497593659	0.143350469	0.375952244	0.393500622	0.237669584
5/05/2011	4	0.004769719	0.047279877	0.002503466	0.007030581	0.054600599	0.004064694	0.019185125	0.02333978	0.012593302	0.137926387	0.421399027	0.161074313	0.263958634	0.552194258	0.147415163	0.395137369	0.416840402	0.250262886
6/05/2011	4	0.004488364	0.052491609	0.003083031	0.006922774	0.056700464	0.004105607	0.017565095	0.028871626	0.011730262	0.142414751	0.473890636	0.164157344	0.270881408	0.608894723	0.15152077	0.412702464	0.445712027	0.261993148
7/05/2011	4	0.004207009	0.057703341	0.003662595	0.006814966	0.058800329	0.00414652	0.015945065	0.034403471	0.010867223	0.14662176	0.531593977	0.167819939	0.277696373	0.667695052	0.15566729	0.428647529	0.480115499	0.272860371
8/05/2011	4	0.003925654	0.062915073	0.00424216	0.006707158	0.060900195	0.004187433	0.014325035	0.039935317	0.010004184	0.150547414	0.59450905	0.172062099	0.284403532	0.728595247	0.159854723	0.442972565	0.520050816	0.282864555
9/05/2011	4	0.003644299	0.068126805	0.004821725	0.006599351	0.06300006	0.004228346	0.012705006	0.045467162	0.009141145	0.154191713	0.662635856	0.176883824	0.291002882	0.791595307	0.164083069	0.455677571	0.565517978	0.2920057
10/05/2011	4	0.003362943	0.073338538	0.00540129	0.006491543	0.065099925	0.004269259	0.011084976	0.050999008	0.008278105	0.157554656	0.735974393	0.182285113	0.297494425	0.856695231	0.168352329	0.466762546	0.616516986	0.300283805
11/05/2011	4	0.003331807	0.342305854	0.003471776	0.005141774	0.133148351	0.004078406	0.012705006	0.11263812	0.009756947	0.160886463	1.078280247	0.18575689	0.302636199	0.989843582	0.172430735	0.479467552	0.729155106	0.310040752
12/05/2011	4	0.00330067	0.61127317	0.001542263	0.003792005	0.201196777	0.003887553	0.011084976	0.174277232	0.011235789	0.164187133	1.689553417	0.187299152	0.306428204	1.191040359	0.176318288	0.490552528	0.903432337	0.321276541
13/05/2011	4	0.002975716	0.515578782	0.00148214	0.003348666	0.185906693	0.003322315	0.008988488	0.172858846	0.009827722	0.167162849	2.205132199	0.188781293	0.30977687	1.376947052	0.179640603	0.499541016	1.076291183	0.331104264
14/05/2011	4	0.002650762	0.419884394	0.001422018	0.002905326	0.170616608	0.002757078	0.006892	0.171440459	0.008419656	0.169813611	2.625016593	0.190203311	0.312682196	1.547563661	0.18239768	0.506433016	1.247731642	0.339523919
15/05/2011	4	0.002325808	0.324190006	0.001361896	0.002461987	0.155326524	0.00219184	0.006590776	0.170022073	0.007011589	0.172139419	2.949206599	0.191565207	0.315144183	1.702890185	0.18458952	0.513023791	1.417753716	0.346535508
16/05/2011	4	0.002000854	0.228495617	0.001301774	0.002018648	0.14003644	0.001626602	0.001881897	0.168603687	0.005603522	0.174140274	3.177702216	0.192866981	0.317162831	1.842926625	0.186216123	0.514905689	1.586357403	0.352139031
17/05/2011	4	0.0016759	0.132801229	0.001241651	0.001575308	0.124746356	0.001061365	0.005385879	0.167185301	0.004195456	0.175816174	3.310503445	0.194108632	0.318738139	1.96767298	0.187277487	0.520291568	1.753542704	0.356334487
18/05/2011	4	0.00123205	0.086392747	0.000940409	0.001449484	0.083566635	0.001086668	0.003965401	0.101772883	0.003207778	0.177048224	3.396896192	0.195049041	0.320187623	2.051239616	0.188364155	0.524256969	1.855315587	0.359542265
19/05/2011	4	0.0007882	0.039984264	0.000639167	0.00132366	0.042386914	0.001111971	0.002544923	0.036360464	0.002220101	0.177836424	3.436880456	0.195688208	0.321511283	2.09362653	0.189476127	0.526801892	1.891676051	0.361762365
20/05/2011	4	0.00086439	0.04811294	0.000765595	0.001418881	0.059184185	0.001421571	0.002329007	0.031940505	0.018834527	0.178700814	3.484993396	0.196453804	0.322930164	2.152810715	0.190897698	0.529130899	1.923616556	0.380596892
21/05/2011	4	0.00094058	0.056241616	0.000892024	0.001514102	0.075981456	0.001731171	0.002113091	0.027520545	0.035448953	0.179641394	3.541235012	0.197345828	0.324444266	2.228792172	0.192628869	0.531243989	1.951137101	0.416045845
22/05/2011	4	0.001016769	0.064370292	0.001018452	0.001609324	0.092778727	0.002040771	0.001897174	0.023100586	0.052063379	0.180658163	3.605605304	0.19836428	0.32605359	2.321570899	0.19466964	0.533141164	1.974237687	0.468109225
23/05/2011	4	0.001092959	0.072498968	0.001144881	0.001704545	0.109575998	0.002350371	0.001681258	0.018680626	0.068677806	0.181751122	3.678104272	0.199509161	0.327758135	2.431146897	0.197020011	0.534822422	1.992918313	0.53678703
24/05/2011	4	0.001169149	0.080627644	0.001271309	0.001799767	0.126373269	0.002659971	0.001465342	0.014260667	0.085292232	0.182920271	3.758731917	0.20078047	0.329557901	2.557520166	0.199679982	0.536287764	2.00717898	0.622079262
25/05/2011	4	0.001245339	0.08875632	0.001397737	0.001894988	0.14317054	0.00296957	0.001249426	0.009840708	0.101906658	0.184165609	3.847488237	0.202178207	0.331452889	2.700690706	0.202649552	0.53753719	2.017019688	0.72398592
26/05/2011	4	0.001321528	0.096884996	0.001524166	0.001990209	0.159967811	0.00327917	0.00103351	0.005420748	0.118521084	0.185487138	3.944373233	0.203702373	0.333443099	2.860658517	0.205928722	0.538570699	2.022440436	0.842507005
27/05/2011	4	0.001397718	0.105013672	0.001650594	0.002085431	0.176765082	0.00358877	0.000817593	0.001000789	0.135135511	0.186884856	4.049386905	0.205352967	0.335528529	3.037423598	0.209517492	0.539388293	2.023441225	0.977642515
28/05/2011	4	0.001217634	0.087329767	0.001407036	0.001949646	0.144927102	0.003356825	0.00150005	0.006211524	0.108716472	0.18810249	4.136716672	0.206760004	0.337478175	3.1823507	0.212874317	0.540888342	2.029652749	1.086358987
29/05/2011	4	0.00103755	0.069645863	0.001163478	0.001813861	0.113089122	0.003124879	0.002182506	0.011422259	0.082297433	0.18914004	4.206362534	0.207923482	0.339292036	3.295439822	0.215999196	0.543070848	2.041075008	1.16865642
30/05/2011	4	0.000857466	0.051961958	0.00091992	0.001678075	0.081251142	0.002892934	0.002864962	0.016632994	0.055878394	0.189997505	4.258324492	0.208843402	0.340970111	3.376690963	0.218892129	0.54593581	2.057708002	1.224534813
31/05/2011	4	0.000677382	0.034278053	0.000676362	0.00154229	0.049413162	0.002660988	0.003547418	0.021843729	0.029459354	0.190674887	4.292602545	0.209519763	0.342512402	3.426104125	0.221553117	0.549483229	2.079551732	1.253994168
1/06/2011	4	0.000497298	0.016594148	0.000432804	0.001406505	0.017575182	0.002429043	0.004229875	0.027054465	0.003040315	0.191172185	4.309196694	0.209952567	0.343918907	3.443679306	0.22398216	0.553713103	2.106606196	1.257034483
2/06/2011	4	0.000630681	0.014985604	0.00096135	0.001337277	0.01556337	0.00197969	0.004397372	0.022169458	0.002604238	0.191802866	4.324182298	0.210913917	0.345256184	3.459242676	0.22596185	0.558110475	2.128775655	1.259638721
3/06/2011	4	0.000764065	0.01337706	0.001489895	0.001268049	0.013551558	0.001530337	0.00456487	0.017284452	0.002168161	0.192566931	4.337559358	0.212403812	0.346524233	3.472794234	0.227492187	0.562675345	2.146060107	1.261806883
4/06/2011	4	0.000866223	0.016196327	0.001568187	0.017599699	0.016257222	0.001551937	0.005092566	0.019832688	0.002870325	0.193433154	4.353755685	0.213971999	0.364123932	3.489051456	0.229044124	0.567767911	2.165892794	1.264677207
5/06/2011	4	0.000968381	0.019015595	0.001646478	0.03393135	0.018962886	0.001573537	0.005620262	0.022380923	0.003572488	0.194401535	4.37277128	0.215618477	0.398055282	3.508014341	0.230617661	0.573388173	2.188273717	1.268249696
6/06/2011	4	0.001070539	0.021834862	0.001724769	0.050263	0.02166855	0.001595138	0.006147959	0.024929158	0.004274652	0.195472074	4.394606142	0.217343246	0.448318282	3.529682891	0.232212799	0.579536132	2.213202876	1.272524348
7/06/2011	4	0.001172698	0.024654129	0.001803061	0.06659465	0.024374213	0.001616738	0.006675655	0.027477394	0.004976815	0.196644772	4.419260271	0.219146307	0.514912932	3.554057104	0.233829537	0.586211787	2.240680269	1.277501163
8/06/2011	4	0.000866223	0.025056837	0.001568187	0.017599699	0.016257222	0.001551937	0.005092566	0.019832688	0.002870325	0.197510995	4.444317108	0.220714493	0.532512631	3.570314326	0.235381474	0.591304353	2.260512957	1.280371488
9/06/2011	4	0.001377014	0.025459545	0.001959643	0.099257951	0.029785541	0.001659939	0.007731048	0.032573865	0.006381142	0.198888009	4.469776654	0.222674137	0.631770582	3.600099867	0.237041413	0.5990354	2.293086822	1.28675263
10/06/2011	4	0.001271738	0.023177955	0.001680345	0.085337466	0.027074182	0.001550968	0.00691698	0.029739325	0.005632669	0.200159747	4.492954609	0.224354481	0.717108048	3.627174049	0.238592381	0.60595238	2.322826147	1.292385299
11/06/2011	4	0.001166462	0.020896365	0.001401046	0.071416982	0.024362823	0.001441996	0.006102912	0.026904786	0.004884195	0.20132621	4.513850974	0.225755528	0.78852503	3.651536872	0.240034377	0.612055293	2.349730932	1.297269494
12/06/2011	4	0.001061187	0.018614776	0.001121748	0.057496497	0.021651464	0.001333025	0.005288845	0.024070246	0.004135721	0.202387396	4.53246575	0.226877275	0.846021527	3.673188336	0.241367402	0.617344138	2.373801178	1.301405216
13/06/2011	4	0.000955911	0.016333186	0.000842449	0.043576013	0.018940105	0.001224053	0.004474777	0.021235706	0.003387248	0.203343307	4.548798936	0.227719724	0.88959754	3.692128441	0.242591455	0.621818915	2.395036885	1.304792463
14/06/2011	4	0.000850635	0.014051596	0.00056315	0.029655528	0.016228746	0.001115082	0.003660709	0.018401167	0.002638774	0.204193942	4.562850532	0.228282874	0.919253068	3.708357187	0.243706537	0.625479624	2.413438051	1.307431238
15/06/2011	4	0.000745359	0.011770006	0.000283852	0.015735044	0.013517386	0.00100611	0.002846642	0.015566627	0.0018903	0.204939301	4.574620538	0.228566726	0.934988112	3.721874573	0.244712647	0.628326266	2.429004679	1.309321538
16/06/2011	4	0.000640083	0.009488416	4.55324E-06	0.001814559	0.010806027	0.000897139	0.002032574	0.012732088	0.001141827	0.205579384	4.584108954	0.22857128	0.936802671	3.7326806	0.245609786	0.630358839	2.441736766	1.310463365
17/06/2011	4	0.000605843	0.0090697	9.60769E-05	0.001786323	0.010190379	0.000871539	0.002247362	0.012350348	0.001249282	0.206185226	4.593178654	0.228667356	0.938588994	3.74287098	0.246481325	0.632606201	2.454087115	1.311712647
18/06/2011	4	0.000571602	0.008650984	0.0001876	0.001758088	0.009574731	0.00084594	0.002462149	0.011968609	0.001356738	0.206756828	4.601829638	0.228854957	0.940347082	3.752445711	0.247327265	0.63506835	2.466055723	1.313069385
19/06/2011	4	0.000537361	0.008232268	0.000279124	0.001729852	0.008959083	0.00082034	0.002676937	0.011586869	0.001464193	0.20729419	4.610061907	0.229134081	0.942076933	3.761404794	0.248147605	0.637745287	2.477642592	1.314533578
20/06/2011	4	0.000503121	0.007813553	0.000370648	0.001701616	0.008343435	0.000794741	0.002891724	0.01120513	0.001571649	0.20779731	4.617875459	0.229504729	0.943778549	3.769748229	0.248942346	0.640637011	2.488847722	1.316105227
21/06/2011	4	0.00046888	0.007394837	0.000462171	0.00167338	0.007727787	0.000769141	0.003106512	0.01082339	0.001679104	0.208266191	4.625270296	0.2299669	0.94545193	3.777476017	0.249711487	0.643743523	2.499671112	1.317784331
22/06/2011	4	0.00043464	0.006976121	0.000553695	0.001645145	0.007112139	0.000743542	0.0033213	0.01044165	0.00178656	0.20870083	4.632246417	0.230520595	0.947097074	3.784588156	0.250455029	0.647064823	2.510112762	1.31957089
23/06/2011	4	0.000400399	0.006557405	0.000645219	0.001616909	0.006496491	0.000717942	0.003536087	0.010059911	0.001894015	0.209101229	4.638803821	0.231165814	0.948713983	3.791084648	0.251172971	0.65060091	2.520172673	1.321464905
24/06/2011	4	0.000341181	0.006770997	0.000584217	0.001475332	0.006467892	0.001299945	0.003335283	0.015403463	0.001709096	0.20944241	4.645574818	0.23175003	0.950189315	3.79755254	0.252472916	0.653936193	2.535576136	1.323174001
25/06/2011	4	0.000281962	0.006984589	0.000523215	0.001333756	0.006439293	0.001881948	0.003134479	0.020747016	0.001524176	0.209724372	4.652559407	0.232273245	0.951523071	3.803991833	0.254354865	0.657070673	2.556323152	1.324698177
26/06/2011	4	0.000222744	0.007198181	0.000462213	0.001192179	0.006410694	0.002463951	0.002933676	0.026090569	0.001339257	0.209947116	4.659757588	0.232735458	0.95271525	3.810402527	0.256818816	0.660004349	2.582413721	1.326037433
27/06/2011	4	0.000163526	0.007411773	0.000401211	0.001050602	0.006382095	0.003045954	0.002732872	0.031434121	0.001154337	0.210110642	4.667169362	0.233136669	0.953765852	3.816784623	0.25986477	0.66273722	2.613847842	1.32719177
28/06/2011	4	0.000104307	0.007625365	0.000340209	0.000909026	0.006353496	0.003627957	0.002532068	0.036777674	0.000969418	0.210214949	4.674794727	0.233476878	0.954674878	3.823138119	0.263492727	0.665269288	2.650625515	1.328161188
29/06/2011	4	4.50892E-05	0.007838957	0.000279207	0.000767449	0.006324897	0.00420996	0.002331264	0.042121226	0.000784498	0.210260038	4.682633684	0.233756084	0.955442327	3.829463016	0.267702687	0.667600552	2.692746742	1.328945686
30/06/2011	4	-1.41291E-05	0.00805255	0.000218205	0.000625873	0.006296298	0.004791963	0.00213046	0.047464779	0.000599579	0.210245909	4.690686234	0.233974289	0.9560682	3.835759314	0.27249465	0.669731012	2.74021152	1.329545265
1/07/2011	4	2.9346E-05	0.007739326	0.000237621	0.000584625	0.006296567	0.004230093	0.00203068	0.042704232	0.0011121	0.210275255	4.698425559	0.234211911	0.956652825	3.842055881	0.276724743	0.671761693	2.782915752	1.330657365
2/07/2011	4	7.28211E-05	0.007426102	0.000257038	0.000543378	0.006296836	0.003668224	0.001930901	0.037943684	0.001624621	0.210348076	4.705851661	0.234468948	0.957196204	3.848352716	0.280392967	0.673692593	2.820859436	1.332281986
3/07/2011	4	0.000116296	0.007112878	0.000276454	0.000502131	0.006297105	0.003106354	0.001831121	0.033183137	0.002137142	0.210464373	4.712964539	0.234745402	0.957698335	3.854649821	0.283499321	0.675523714	2.854042573	1.334419128
4/07/2011	4	0.000159771	0.006799654	0.00029587	0.000460884	0.006297373	0.002544484	0.001731341	0.02842259	0.002649663	0.210624144	4.719764192	0.235041273	0.958159218	3.860947194	0.286043805	0.677255056	2.882465163	1.337068791
5/07/2011	4	0.000203246	0.00648643	0.000315287	0.000419636	0.006297642	0.001982614	0.001631561	0.023662043	0.003162184	0.21082739	4.726250622	0.235356559	0.958578855	3.867244837	0.288026419	0.678886617	2.906127206	1.340230975
6/07/2011	4	0.000246722	0.006173206	0.000334703	0.000378389	0.006297911	0.001420745	0.001531782	0.018901495	0.003674705	0.211074112	4.732423828	0.235691263	0.958957244	3.873542748	0.289447164	0.680418399	2.925028701	1.34390568
7/07/2011	4	0.000290197	0.005859982	0.000354119	0.000337142	0.00629818	0.000858875	0.001432002	0.014140948	0.004187226	0.211364309	4.738283809	0.236045382	0.959294386	3.879840928	0.290306038	0.6818504	2.93916965	1.348092906
8/07/2011	4	0.000333672	0.005546758	0.000373536	0.000295895	0.006298449	0.000297005	0.001332222	0.009380401	0.004699747	0.21169798	4.743830567	0.236418918	0.959590281	3.886139377	0.290603044	0.683182623	2.948550051	1.352792653
9/07/2011	4	0.000343118	0.006310903	0.000351811	0.000277209	0.006803895	0.000414078	0.001306587	0.009676437	0.004373164	0.212041099	4.75014147	0.236770729	0.959867489	3.892943272	0.291017121	0.684489209	2.958226487	1.357165818
10/07/2011	4	0.000352564	0.007075049	0.000330086	0.000258523	0.007309342	0.00053115	0.001280951	0.009972472	0.004046582	0.212393663	4.757216519	0.237100815	0.960126012	3.900252614	0.291548271	0.68577016	2.96819896	1.361212399
11/07/2011	4	0.000362011	0.007839194	0.000308361	0.000239837	0.007814788	0.000648222	0.001255315	0.010268508	0.003719999	0.212755674	4.765055713	0.237409176	0.960365849	3.908067402	0.292196494	0.687025475	2.978467467	1.364932398
12/07/2011	4	0.000371457	0.00860334	0.000286636	0.000221151	0.008320235	0.000765295	0.00122968	0.010564543	0.003393416	0.213127131	4.773659053	0.237695812	0.960587	3.916387637	0.292961789	0.688255155	2.989032011	1.368325815
13/07/2011	4	0.000380903	0.009367485	0.000264911	0.000202465	0.008825681	0.000882367	0.001204044	0.010860579	0.003066834	0.213508034	4.783026538	0.237960723	0.960789464	3.925213318	0.293844156	0.689459199	2.99989259	1.371392649
14/07/2011	4	0.00039035	0.010131631	0.000243186	0.000183779	0.009331127	0.00099944	0.001178408	0.011156614	0.002740251	0.213898384	4.793158168	0.23820391	0.960973243	3.934544445	0.294843596	0.690637607	3.011049204	1.3741329
15/07/2011	4	0.000399796	0.010895776	0.000221461	0.000165093	0.009836574	0.001116512	0.001152773	0.01145265	0.002413668	0.21429818	4.804053945	0.238425371	0.961138336	3.944381019	0.295960108	0.69179038	3.022501854	1.376546568
16/07/2011	4	0.000409242	0.011659922	0.000199737	0.000146407	0.01034202	0.001233585	0.001127137	0.011748686	0.002087086	0.214707422	4.815713866	0.238625108	0.961284743	3.954723039	0.297193693	0.692917517	3.03425054	1.378633653
17/07/2011	4	0.000418689	0.012424067	0.000178012	0.000127721	0.010847467	0.001350657	0.001101502	0.012044721	0.001760503	0.21512611	4.828137933	0.238803119	0.961412464	3.965570506	0.298544351	0.694019019	3.046295261	1.380394156
18/07/2011	4	0.000428135	0.013188212	0.000156287	0.000109035	0.011352913	0.00146773	0.001075866	0.012340757	0.00143392	0.215554245	4.841326146	0.238959406	0.961521498	3.976923419	0.30001208	0.695094885	3.058636018	1.381828077
19/07/2011	4	0.000437581	0.013952358	0.000134562	9.03488E-05	0.011858359	0.001584802	0.00105023	0.012636792	0.001107338	0.215991826	4.855278503	0.239093968	0.961611847	3.988781778	0.301596883	0.696145115	3.07127281	1.382935414
20/07/2011	4	0.000447027	0.014716503	0.000112837	7.16628E-05	0.012363806	0.001701875	0.001024595	0.012932828	0.000780755	0.216438854	4.869995007	0.239206805	0.96168351	4.001145584	0.303298758	0.69716971	3.084205638	1.383716169
21/07/2011	4	0.000456474	0.015480649	9.1112E-05	5.29768E-05	0.012869252	0.001818947	0.000998959	0.013228863	0.000454172	0.216895327	4.885475656	0.239297916	0.961736487	4.014014836	0.305117705	0.698168669	3.097434501	1.384170341
22/07/2011	4	0.000471084	0.014888305	8.03318E-05	0.000180288	0.013018579	0.001635556	0.001221715	0.013583548	0.001194724	0.217366411	4.900363961	0.239378248	0.961916774	4.027033415	0.306753261	0.699390384	3.111018049	1.385365066
23/07/2011	4	0.000485694	0.014295962	6.95517E-05	0.000307599	0.013167905	0.001452164	0.001444471	0.013938232	0.001935277	0.217852105	4.914659923	0.2394478	0.962224373	4.040201321	0.308205425	0.700834856	3.124956281	1.387300342
24/07/2011	4	0.000500304	0.013703618	5.87716E-05	0.000434909	0.013317232	0.001268773	0.001667227	0.014292916	0.002675829	0.21835241	4.928363541	0.239506572	0.962659282	4.053518552	0.309474197	0.702502083	3.139249197	1.389976171
25/07/2011	4	0.000514915	0.013111275	4.79915E-05	0.00056222	0.013466558	0.001085381	0.001889983	0.0146476	0.003416381	0.218867324	4.941474816	0.239554563	0.963221503	4.066985111	0.310559579	0.704392066	3.153896797	1.393392553
26/07/2011	4	0.000529525	0.012518931	3.72114E-05	0.000689531	0.013615885	0.00090199	0.00211274	0.015002285	0.004156934	0.219396849	4.953993748	0.239591775	0.963911034	4.080600995	0.311461568	0.706504806	3.168899082	1.397549486
27/07/2011	4	0.000544135	0.011926588	2.64313E-05	0.000816842	0.013765211	0.000718598	0.002335496	0.015356969	0.004897486	0.219940984	4.965920336	0.239618206	0.964727876	4.094366207	0.312180166	0.708840302	3.184256051	1.402446972
28/07/2011	4	0.000558745	0.011334244	1.56512E-05	0.000944153	0.013914538	0.000535207	0.002558252	0.015711653	0.005638038	0.22049973	4.97725458	0.239633857	0.965672029	4.108280744	0.312715373	0.711398554	3.199967704	1.40808501
29/07/2011	4	0.000559727	0.01195023	0.000391457	0.000860672	0.014941012	0.000664336	0.002513794	0.01661034	0.004910709	0.221059457	4.98920481	0.240025314	0.966532701	4.123221756	0.313379709	0.713912347	3.216578044	1.412995719
30/07/2011	4	0.000560709	0.012566215	0.000767263	0.000777192	0.015967486	0.000793466	0.002469336	0.017509026	0.00418338	0.221620166	5.001771025	0.240792577	0.967309893	4.139189242	0.314173176	0.716381683	3.23408707	1.417179099
31/07/2011	4	0.000561692	0.013182201	0.001143069	0.000693711	0.01699396	0.000922596	0.002424878	0.018407713	0.003456051	0.222181858	5.014953226	0.241935646	0.968003604	4.156183201	0.315095772	0.718806562	3.252494783	1.420635151
1/08/2011	4	0.000562674	0.013798186	0.001518874	0.000610231	0.018020434	0.001051726	0.00238042	0.0193064	0.002728722	0.222744531	5.028751413	0.24345452	0.968613834	4.174203635	0.316147498	0.721186982	3.271801183	1.423363873
2/08/2011	4	0.000563656	0.014414172	0.00189468	0.00052675	0.019046908	0.001180856	0.002335962	0.020205086	0.002001393	0.223308187	5.043165585	0.2453492	0.969140584	4.193250543	0.317328354	0.723522944	3.292006269	1.425365266
3/08/2011	4	0.000564638	0.015030157	0.002270486	0.000443269	0.020073382	0.001309986	0.002291504	0.021103773	0.001274065	0.223872825	5.058195742	0.247619687	0.969583853	4.213323925	0.31863834	0.725814449	3.313110042	1.426639331
4/08/2011	4	0.00056562	0.015646143	0.002646292	0.000359789	0.021099856	0.001439116	0.002247047	0.02200246	0.000546736	0.224438445	5.073841885	0.250265979	0.969943642	4.23442378	0.320077456	0.728061495	3.335112502	1.427186067
5/08/2011	4	0.00054125	0.015386387	0.00233006	0.000408695	0.021915799	0.001243363	0.002146592	0.021857028	0.000582118	0.224979695	5.089228272	0.252596038	0.970352338	4.256339579	0.321320819	0.730208087	3.35696953	1.427768184
6/08/2011	4	0.00051688	0.015126631	0.002013828	0.000457602	0.022731742	0.00104761	0.002046137	0.021711596	0.0006175	0.225496574	5.104354902	0.254609866	0.97080994	4.279071321	0.322368429	0.732254224	3.378681127	1.428385684
7/08/2011	4	0.00049251	0.014866874	0.001697595	0.000506509	0.023547685	0.000851857	0.001945682	0.021566165	0.000652882	0.225989084	5.119221777	0.256307461	0.971316449	4.302619005	0.323220286	0.734199906	3.400247291	1.429038566
8/08/2011	4	0.00046814	0.014607118	0.001381363	0.000555415	0.024363627	0.000656104	0.001845227	0.021420733	0.000688264	0.226457223	5.133828895	0.257688825	0.971871864	4.326982632	0.323876391	0.736045134	3.421668025	1.42972683
9/08/2011	4	0.000443769	0.014347362	0.001065131	0.000604322	0.02517957	0.000460351	0.001744773	0.021275302	0.000723646	0.226900993	5.148176257	0.258753956	0.972476186	4.352162203	0.324336742	0.737789906	3.442943326	1.430450476
10/08/2011	4	0.000419399	0.014087606	0.000748899	0.000653229	0.025995513	0.000264598	0.001644318	0.02112987	0.000759028	0.227320392	5.162263862	0.259502855	0.973129415	4.378157716	0.32460134	0.739434224	3.464073196	1.431209504
11/08/2011	4	0.000395029	0.013827849	0.000432667	0.000702135	0.026811456	6.88454E-05	0.001543863	0.020984438	0.00079441	0.227715421	5.176091712	0.259935522	0.97383155	4.404969172	0.324670186	0.740978087	3.485057635	1.432003914
12/08/2011	4	0.000809724	0.016119699	0.000433782	0.000839879	0.026639912	0.000835482	0.001683115	0.022502516	0.000940828	0.228525145	5.192211411	0.260369303	0.974671429	4.431609085	0.325505668	0.742661202	3.507560151	1.432944742
13/08/2011	4	0.001224419	0.018411548	0.000434897	0.000977623	0.026468368	0.001602119	0.001822367	0.024020593	0.001087246	0.229749564	5.210622959	0.2608042	0.975649052	4.458077453	0.327107786	0.744483568	3.531580744	1.434031988
14/08/2011	4	0.001639114	0.020703398	0.000436012	0.001115367	0.026296825	0.002368755	0.001961618	0.02553867	0.001233664	0.231388678	5.231326357	0.261240212	0.976764419	4.484374278	0.329476542	0.746445187	3.557119414	1.435265652
15/08/2011	4	0.002053808	0.022995248	0.000437127	0.001253111	0.026125281	0.003135392	0.00210087	0.027056748	0.001380082	0.233442486	5.254321605	0.261677339	0.97801753	4.510499558	0.332611934	0.748546057	3.584176162	1.436645734
16/08/2011	4	0.002468503	0.025287097	0.000438242	0.001390855	0.025953737	0.003902029	0.002240122	0.028574825	0.0015265	0.235910989	5.279608702	0.262115581	0.979408384	4.536453295	0.336513963	0.750786179	3.612750987	1.438172233
17/08/2011	4	0.002883198	0.027578947	0.000439357	0.001528599	0.025782193	0.004668666	0.002379374	0.030092902	0.001672918	0.238794187	5.307187648	0.262554938	0.980936983	4.562235488	0.341182628	0.753165553	3.642843889	1.439845151
18/08/2011	4	0.002574329	0.026871459	0.000414174	0.001343304	0.027385101	0.004004738	0.002392894	0.030135699	0.001536275	0.241368516	5.334059108	0.262969112	0.982280287	4.589620589	0.345187366	0.755558448	3.672979588	1.441381426
19/08/2011	4	0.00226546	0.026163972	0.000388991	0.00115801	0.028988009	0.003340811	0.002406415	0.030178496	0.001399633	0.243633976	5.36022308	0.263358103	0.983438298	4.618608598	0.348528177	0.757964862	3.703158084	1.442781059
20/08/2011	4	0.001956591	0.025456485	0.000363808	0.000972716	0.030590917	0.002676884	0.002419935	0.030221292	0.001262991	0.245590567	5.385679565	0.263721911	0.984411014	4.649199516	0.351205061	0.760384798	3.733379376	1.44404405
21/08/2011	4	0.001647722	0.024748998	0.000338625	0.000787422	0.032193825	0.002012956	0.002433456	0.030264089	0.001126349	0.247238289	5.410428563	0.264060536	0.985198436	4.681393341	0.353218017	0.762818254	3.763643465	1.445170399
22/08/2011	4	0.001338853	0.02404151	0.000313442	0.000602128	0.033796733	0.001349029	0.002446976	0.030306885	0.000989706	0.248577142	5.434470073	0.264373978	0.985800564	4.715190074	0.354567046	0.76526523	3.79395035	1.446160105
