Index_Date_Plot_Organ	Index_Date_Plot	Clock.Today	HarvestNo	Growth_Stage	Plot	TreatNo	Block	Nit	Irr	Organ	DM_kgHa	N_Perc	Apsim_Var_name_Bio	Apsim_Var_name_N
42341_106_Grain	42341_106	3/12/2015	3	69	106	3	1	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_107_Grain	42341_107	3/12/2015	3	58	107	4	2	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_108_Grain	42341_108	3/12/2015	3	69	108	1	2	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_109_Grain	42341_109	3/12/2015	3	65	109	5	2	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_110_Grain	42341_110	3/12/2015	3	58	110	6	2	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_111_Grain	42341_111	3/12/2015	3	63	111	2	2	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_112_Grain	42341_112	3/12/2015	3	68	112	3	2	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_113_Grain	42341_113	3/12/2015	3	68	113	5	3	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_114_Grain	42341_114	3/12/2015	3	58	114	4	3	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_115_Grain	42341_115	3/12/2015	3	58	115	2	3	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_116_Grain	42341_116	3/12/2015	3	68	116	1	3	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_117_Grain	42341_117	3/12/2015	3	58	117	6	3	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_118_Grain	42341_118	3/12/2015	3	66	118	3	3	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_119_Grain	42341_119	3/12/2015	3	58	119	4	4	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_120_Grain	42341_120	3/12/2015	3	67	120	3	4	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_121_Grain	42341_121	3/12/2015	3	68	121	1	4	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_122_Grain	42341_122	3/12/2015	3	58	122	2	4	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_123_Grain	42341_123	3/12/2015	3	56	123	6	4	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42341_124_Grain	42341_124	3/12/2015	3	63	124	5	4	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_101_Grain	42353_101	15/12/2015	4	70.7	101	5	1	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_102_Grain	42353_102	15/12/2015	4	70.4	102	6	1	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_103_Grain	42353_103	15/12/2015	4	70.5	103	2	1	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_104_Grain	42353_104	15/12/2015	4	70.4	104	4	1	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_105_Grain	42353_105	15/12/2015	4	70.8	105	1	1	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_106_Grain	42353_106	15/12/2015	4	70.8	106	3	1	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_107_Grain	42353_107	15/12/2015	4	70.4	107	4	2	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_108_Grain	42353_108	15/12/2015	4	70.8	108	1	2	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_109_Grain	42353_109	15/12/2015	4	70.7	109	5	2	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_110_Grain	42353_110	15/12/2015	4	70.4	110	6	2	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_111_Grain	42353_111	15/12/2015	4	70.5	111	2	2	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_112_Grain	42353_112	15/12/2015	4	70.8	112	3	2	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_113_Grain	42353_113	15/12/2015	4	70.7	113	5	3	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_114_Grain	42353_114	15/12/2015	4	70.4	114	4	3	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_115_Grain	42353_115	15/12/2015	4	70.5	115	2	3	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_116_Grain	42353_116	15/12/2015	4	70.8	116	1	3	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_117_Grain	42353_117	15/12/2015	4	70.4	117	6	3	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_118_Grain	42353_118	15/12/2015	4	70.8	118	3	3	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_119_Grain	42353_119	15/12/2015	4	70.4	119	4	4	50	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_120_Grain	42353_120	15/12/2015	4	70.8	120	3	4	50	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_121_Grain	42353_121	15/12/2015	4	70.8	121	1	4	0	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_122_Grain	42353_122	15/12/2015	4	70.5	122	2	4	0	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_123_Grain	42353_123	15/12/2015	4	70.4	123	6	4	250	Irrigated	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42353_124_Grain	42353_124	15/12/2015	4	70.7	124	5	4	250	Dryland	Grain	0.00	NA	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_101_Grain	42375_101	6/01/2016	5	NA	101	5	1	250	Dryland	Grain	1871.75	2.42	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_102_Grain	42375_102	6/01/2016	5	NA	102	6	1	250	Irrigated	Grain	6605.34	2.35	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_103_Grain	42375_103	6/01/2016	5	NA	103	2	1	0	Irrigated	Grain	3585.53	1.63	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_104_Grain	42375_104	6/01/2016	5	NA	104	4	1	50	Irrigated	Grain	3658.36	1.73	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_105_Grain	42375_105	6/01/2016	5	NA	105	1	1	0	Dryland	Grain	1887.02	1.67	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_106_Grain	42375_106	6/01/2016	5	NA	106	3	1	50	Dryland	Grain	3461.82	1.91	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_107_Grain	42375_107	6/01/2016	5	NA	107	4	2	50	Irrigated	Grain	3253.33	1.67	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_108_Grain	42375_108	6/01/2016	5	NA	108	1	2	0	Dryland	Grain	1737.75	1.61	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_109_Grain	42375_109	6/01/2016	5	NA	109	5	2	250	Dryland	Grain	4211.16	2.40	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_110_Grain	42375_110	6/01/2016	5	NA	110	6	2	250	Irrigated	Grain	5538.53	2.19	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_111_Grain	42375_111	6/01/2016	5	NA	111	2	2	0	Irrigated	Grain	2246.97	1.48	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_112_Grain	42375_112	6/01/2016	5	NA	112	3	2	50	Dryland	Grain	3773.10	1.69	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_113_Grain	42375_113	6/01/2016	5	NA	113	5	3	250	Dryland	Grain	4359.38	2.07	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_114_Grain	42375_114	6/01/2016	5	NA	114	4	3	50	Irrigated	Grain	3323.61	1.56	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_115_Grain	42375_115	6/01/2016	5	NA	115	2	3	0	Irrigated	Grain	3551.64	1.54	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_116_Grain	42375_116	6/01/2016	5	NA	116	1	3	0	Dryland	Grain	3325.22	1.69	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_117_Grain	42375_117	6/01/2016	5	NA	117	6	3	250	Irrigated	Grain	6429.69	2.03	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_118_Grain	42375_118	6/01/2016	5	NA	118	3	3	50	Dryland	Grain	3064.89	1.64	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_119_Grain	42375_119	6/01/2016	5	NA	119	4	4	50	Irrigated	Grain	3032.81	1.58	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_120_Grain	42375_120	6/01/2016	5	NA	120	3	4	50	Dryland	Grain	3009.19	2.04	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_121_Grain	42375_121	6/01/2016	5	NA	121	1	4	0	Dryland	Grain	2866.31	1.69	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_122_Grain	42375_122	6/01/2016	5	NA	122	2	4	0	Irrigated	Grain	3133.11	1.66	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_123_Grain	42375_123	6/01/2016	5	NA	123	6	4	250	Irrigated	Grain	5706.85	2.02	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42375_124_Grain	42375_124	6/01/2016	5	NA	124	5	4	250	Dryland	Grain	5240.02	2.29	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42401_101_Grain	42401_101	1/02/2016	6	Harvest	101	5	1	250	Dryland	Grain	5407.22	2.45	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42413_102_Grain	42413_102	13/02/2016	6	Harvest	102	6	1	250	Irrigated	Grain	9450.99	2.29	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42413_103_Grain	42413_103	13/02/2016	6	Harvest	103	2	1	0	Irrigated	Grain	3434.46	1.81	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42413_104_Grain	42413_104	13/02/2016	6	Harvest	104	4	1	50	Irrigated	Grain	5703.72	1.78	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42394_105_Grain	42394_105	25/01/2016	6	Harvest	105	1	1	0	Dryland	Grain	2549.57	1.66	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42401_106_Grain	42401_106	1/02/2016	6	Harvest	106	3	1	50	Dryland	Grain	3859.33	1.78	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42413_107_Grain	42413_107	13/02/2016	6	Harvest	107	4	2	50	Irrigated	Grain	5643.11	1.78	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42394_108_Grain	42394_108	25/01/2016	6	Harvest	108	1	2	0	Dryland	Grain	2069.55	1.69	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42401_109_Grain	42401_109	1/02/2016	6	Harvest	109	5	2	250	Dryland	Grain	4779.44	2.56	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42413_110_Grain	42413_110	13/02/2016	6	Harvest	110	6	2	250	Irrigated	Grain	9406.96	2.22	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42413_111_Grain	42413_111	13/02/2016	6	Harvest	111	2	2	0	Irrigated	Grain	2677.19	1.84	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42401_112_Grain	42401_112	1/02/2016	6	Harvest	112	3	2	50	Dryland	Grain	4186.39	1.73	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42401_113_Grain	42401_113	1/02/2016	6	Harvest	113	5	3	250	Dryland	Grain	4887.09	2.42	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42413_114_Grain	42413_114	13/02/2016	6	Harvest	114	4	3	50	Irrigated	Grain	6086.82	1.70	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42413_115_Grain	42413_115	13/02/2016	6	Harvest	115	2	3	0	Irrigated	Grain	4612.41	1.68	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42394_116_Grain	42394_116	25/01/2016	6	Harvest	116	1	3	0	Dryland	Grain	2923.12	1.74	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42413_117_Grain	42413_117	13/02/2016	6	Harvest	117	6	3	250	Irrigated	Grain	9047.90	2.13	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42401_118_Grain	42401_118	1/02/2016	6	Harvest	118	3	3	50	Dryland	Grain	4125.49	1.73	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42413_119_Grain	42413_119	13/02/2016	6	Harvest	119	4	4	50	Irrigated	Grain	5153.89	1.61	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42401_120_Grain	42401_120	1/02/2016	6	Harvest	120	3	4	50	Dryland	Grain	3478.71	1.88	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42394_121_Grain	42394_121	25/01/2016	6	Harvest	121	1	4	0	Dryland	Grain	2494.59	1.93	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42413_122_Grain	42413_122	13/02/2016	6	Harvest	122	2	4	0	Irrigated	Grain	4266.81	1.85	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42413_123_Grain	42413_123	13/02/2016	6	Harvest	123	6	4	250	Irrigated	Grain	8407.32	2.06	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42401_124_Grain	42401_124	1/02/2016	6	Harvest	124	5	4	250	Dryland	Grain	6192.92	2.32	Wheat.Grain.Live.Wt	Wheat.Grain.Live.Nconc
42306_101_Rachis	42306_101	29/10/2015	1	22	101	5	1	250	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_102_Rachis	42306_102	29/10/2015	1	23	102	6	1	250	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_103_Rachis	42306_103	29/10/2015	1	22	103	2	1	0	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_104_Rachis	42306_104	29/10/2015	1	22	104	4	1	50	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_105_Rachis	42306_105	29/10/2015	1	21	105	1	1	0	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_106_Rachis	42306_106	29/10/2015	1	21	106	3	1	50	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_107_Rachis	42306_107	29/10/2015	1	23	107	4	2	50	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_108_Rachis	42306_108	29/10/2015	1	20	108	1	2	0	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_109_Rachis	42306_109	29/10/2015	1	22	109	5	2	250	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_110_Rachis	42306_110	29/10/2015	1	23	110	6	2	250	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_111_Rachis	42306_111	29/10/2015	1	22	111	2	2	0	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_112_Rachis	42306_112	29/10/2015	1	21	112	3	2	50	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_113_Rachis	42306_113	29/10/2015	1	23	113	5	3	250	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_114_Rachis	42306_114	29/10/2015	1	20	114	4	3	50	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_115_Rachis	42306_115	29/10/2015	1	22	115	2	3	0	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_116_Rachis	42306_116	29/10/2015	1	22	116	1	3	0	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_117_Rachis	42306_117	29/10/2015	1	22	117	6	3	250	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_118_Rachis	42306_118	29/10/2015	1	21	118	3	3	50	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_119_Rachis	42306_119	29/10/2015	1	21	119	4	4	50	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_120_Rachis	42306_120	29/10/2015	1	22	120	3	4	50	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_121_Rachis	42306_121	29/10/2015	1	22	121	1	4	0	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_122_Rachis	42306_122	29/10/2015	1	22	122	2	4	0	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_123_Rachis	42306_123	29/10/2015	1	22	123	6	4	250	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42306_124_Rachis	42306_124	29/10/2015	1	22	124	5	4	250	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_101_Rachis	42327_101	19/11/2015	2	32	101	5	1	250	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_102_Rachis	42327_102	19/11/2015	2	32	102	6	1	250	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_103_Rachis	42327_103	19/11/2015	2	32	103	2	1	0	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_104_Rachis	42327_104	19/11/2015	2	32	104	4	1	50	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_105_Rachis	42327_105	19/11/2015	2	32	105	1	1	0	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_106_Rachis	42327_106	19/11/2015	2	32	106	3	1	50	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_107_Rachis	42327_107	19/11/2015	2	32	107	4	2	50	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_108_Rachis	42327_108	19/11/2015	2	32	108	1	2	0	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_109_Rachis	42327_109	19/11/2015	2	32	109	5	2	250	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_110_Rachis	42327_110	19/11/2015	2	32	110	6	2	250	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_111_Rachis	42327_111	19/11/2015	2	32	111	2	2	0	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_112_Rachis	42327_112	19/11/2015	2	32	112	3	2	50	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_113_Rachis	42327_113	19/11/2015	2	32	113	5	3	250	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_114_Rachis	42327_114	19/11/2015	2	32	114	4	3	50	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_115_Rachis	42327_115	19/11/2015	2	32	115	2	3	0	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_116_Rachis	42327_116	19/11/2015	2	32	116	1	3	0	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_117_Rachis	42327_117	19/11/2015	2	32	117	6	3	250	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_118_Rachis	42327_118	19/11/2015	2	32	118	3	3	50	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_119_Rachis	42327_119	19/11/2015	2	32	119	4	4	50	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_120_Rachis	42327_120	19/11/2015	2	32	120	3	4	50	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_121_Rachis	42327_121	19/11/2015	2	32	121	1	4	0	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_122_Rachis	42327_122	19/11/2015	2	32	122	2	4	0	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_123_Rachis	42327_123	19/11/2015	2	32	123	6	4	250	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42327_124_Rachis	42327_124	19/11/2015	2	32	124	5	4	250	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_101_Rachis	42341_101	3/12/2015	3	68	101	5	1	250	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_102_Rachis	42341_102	3/12/2015	3	58	102	6	1	250	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_103_Rachis	42341_103	3/12/2015	3	58	103	2	1	0	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_104_Rachis	42341_104	3/12/2015	3	58	104	4	1	50	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_105_Rachis	42341_105	3/12/2015	3	69	105	1	1	0	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_106_Rachis	42341_106	3/12/2015	3	69	106	3	1	50	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_107_Rachis	42341_107	3/12/2015	3	58	107	4	2	50	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_108_Rachis	42341_108	3/12/2015	3	69	108	1	2	0	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_109_Rachis	42341_109	3/12/2015	3	65	109	5	2	250	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_110_Rachis	42341_110	3/12/2015	3	58	110	6	2	250	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_111_Rachis	42341_111	3/12/2015	3	63	111	2	2	0	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_112_Rachis	42341_112	3/12/2015	3	68	112	3	2	50	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_113_Rachis	42341_113	3/12/2015	3	68	113	5	3	250	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_114_Rachis	42341_114	3/12/2015	3	58	114	4	3	50	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_115_Rachis	42341_115	3/12/2015	3	58	115	2	3	0	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_116_Rachis	42341_116	3/12/2015	3	68	116	1	3	0	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_117_Rachis	42341_117	3/12/2015	3	58	117	6	3	250	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_118_Rachis	42341_118	3/12/2015	3	66	118	3	3	50	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_119_Rachis	42341_119	3/12/2015	3	58	119	4	4	50	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_120_Rachis	42341_120	3/12/2015	3	67	120	3	4	50	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_121_Rachis	42341_121	3/12/2015	3	68	121	1	4	0	Dryland	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_122_Rachis	42341_122	3/12/2015	3	58	122	2	4	0	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
42341_123_Rachis	42341_123	3/12/2015	3	56	123	6	4	250	Irrigated	Rachis	0.00	NA	Wheat.Rachis.Live.Wt	Wheat.Rachis.Live.Nconc
