SimulationName	Clock.Today	Oats.Ear.NConc.	Oats.Ear.Wt	Oats.Grain.Live.NConc	Oats.Grain.Live.Wt	Oats.Leaf.Dead.Nconc	Oats.Leaf.Dead.Wt	Oats.Leaf.LAI	Oats.Leaf.Live.NConc	Oats.Leaf.Live.Wt	Oats.Panicle.Live.NConc	Oats.Panicle.Wt	Oats.Stem.Live.NConc	Oats.Stem.Live.Wt	Oats.AboveGround.Nconc	Oats.AboveGround.Live.Wt	Oats.Leaf.N	Oats.Stem.N	Oats.Phenology.Stage	Oats.Structure.LeafTipsAppeared	Oats.Leaf.ExpandedCohortNo	Oats.Leaf.GreenCohortNo	Oats.Leaf.SenescingCohortNo	Oats.Leaf.DeadCohortNo	Oats.Leaf.CoverTotal	Soil.Temperature(1)	Soil.Temperature(2)	Soil.Temperature(3)	Soil.Temperature(4)	Soil.Temperature(5)	Soil.Temperature(6)	Soil.Temperature(7)	Soil.SoilNitrogen.mineral_n(1)	Soil.SoilNitrogen.mineral_n(2)	Soil.SoilNitrogen.mineral_n(3)	Soil.SoilNitrogen.mineral_n(4)	Soil.SoilNitrogen.mineral_n(5)	Soil.SoilNitrogen.mineral_n(6)	Soil.SoilNitrogen.NH4(1)	Soil.SoilNitrogen.NH4(2)	Soil.SoilNitrogen.NH4(3)	Soil.SoilNitrogen.NH4(4)	Soil.SoilNitrogen.NH4(5)	Soil.SoilNitrogen.NH4(6)	Soil.SoilNitrogen.NO3(1)	Soil.SoilNitrogen.NO3(2)	Soil.SoilNitrogen.NO3(3)	Soil.SoilNitrogen.NO3(4)	Soil.SoilNitrogen.NO3(5)	Soil.SoilNitrogen.NO3(6)	Soil.SoilNitrogen.ProfileMineralN	Soil.SoilNitrogen.ProfileNO3	Soil.SoilNitrogen.ProfileNH4	Soil.SoilWater.SW(1)	Soil.SoilWater.SW(2)	Soil.SoilWater.SW(3)	Soil.SoilWater.SW(4)	Soil.SoilWater.SW(5)	Soil.SoilWater.SW(6)	Soil.SoilWater.SW(7)	Soil.SoilWater.ProfileWater	Nit	Irr
RS_Oats_1718Nit50IrrNil	2017-12-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.06146328	18.77408438	17.84431771	16.63748724	16.07455156	15.37774167	14.86953177	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.25926875	0.27605625	0.27576875	0.28960625	0.30338125	0.3009875	0.1534375	477.253125	50	Nil
RS_Oats_1718Nit0IrrFull	2017-12-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.32872708	20.43464193	19.30721198	17.22614844	16.414775	15.56070391	15.01056667	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2404875	0.2844375	0.2671625	0.27241875	0.28809375	0.33895	0.2244125	496.05	0	Full
RS_Oats_1718Nit0IrrNil	2017-12-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.31208411	20.33022005	19.03698802	17.06437448	16.29499245	15.48360156	14.90890313	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.244715625	0.26280625	0.245075	0.27275625	0.3164375	0.33310625	0.23310625	496.2726563	0	Nil
RS_Oats_1718Nit300IrrFull	2017-12-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.55010573	17.84392839	17.03088385	15.97370026	15.44042943	14.90174557	14.49784167	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.25933125	0.30788125	0.28928125	0.30624375	0.31261875	0.287275	0.18944375	500.540625	300	Full
RS_Oats_1718Nit300IrrNil	2017-12-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.7111849	18.01428281	17.08988281	16.03159115	15.44410443	14.82398568	14.48686615	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.23994375	0.2979625	0.304775	0.28924375	0.3160625	0.3301625	0.25384375	528.9121875	300	Nil
RS_Oats_1718Nit50IrrFull	2017-12-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.77047708	19.78613594	18.51673073	16.74177292	16.01549896	15.35165026	14.82486536	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.22016875	0.22863125	0.28469375	0.32290625	0.314025	0.28621875	0.18020625	483.735	50	Full
RS_Oats_1718Nit50IrrNil	2017-12-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.94378307	19.98867318	18.68480755	16.90159375	16.11731745	15.38930104	14.9026224	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.24848125	0.26796875	0.27211875	0.2881	0.3028875	0.3007	0.1533	472.599375	50	Nil
RS_Oats_1718Nit0IrrFull	2017-12-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.03619258	19.28286016	19.24761172	17.56757188	16.53649818	15.59604922	15.0399875	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.235996875	0.28230625	0.2651125	0.2713375	0.2868	0.3381375	0.22405625	493.3785938	0	Full
RS_Oats_1718Nit0IrrNil	2017-12-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.48682148	18.94616719	19.00225938	17.40919245	16.42303177	15.51555469	14.93719505	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2395375	0.259675	0.24241875	0.27143125	0.3154875	0.3327	0.232825	493.340625	0	Nil
RS_Oats_1718Nit300IrrFull	2017-12-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.99002656	17.05333333	17.10445729	16.21919453	15.52801719	14.93170443	14.52972891	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.246671875	0.29778125	0.2828	0.30645625	0.31198125	0.28628125	0.18923125	494.6929688	300	Full
RS_Oats_1718Nit300IrrNil	2017-12-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.98929727	17.1154362	17.16720859	16.31499167	15.54122161	14.85567448	14.51758594	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.229590625	0.28884375	0.29864375	0.28874375	0.3155	0.3295375	0.2534625	523.5314063	300	Nil
RS_Oats_1718Nit50IrrFull	2017-12-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.67299609	18.68358229	18.61208568	17.07746667	16.13502031	15.38655755	14.85536172	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.21643125	0.22711875	0.283425	0.3220625	0.31288125	0.2857125	0.17989375	481.725	50	Full
RS_Oats_1718Nit50IrrNil	2017-12-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.57002721	18.74405182	18.73533906	17.26479453	16.24652839	15.42717708	14.93494375	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.24256875	0.2630125	0.27043125	0.2873375	0.3024375	0.30028125	0.153125	469.9209375	50	Nil
RS_Oats_1718Nit0IrrFull	2017-12-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.412213543	16.75529661	17.72616719	18.02451224	17.59912161	16.67961615	15.66469818	15.08419948	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2312875	0.279925	0.26265625	0.2699875	0.28560625	0.337625	0.22384375	490.5975	0	Full
RS_Oats_1718Nit0IrrNil	2017-12-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.445822654	16.36533581	17.35271979	17.77614557	17.4192362	16.56336719	15.58214505	14.98087891	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.233909375	0.25613125	0.23970625	0.2697875	0.3144875	0.3323125	0.232575	490.1667188	0	Nil
RS_Oats_1718Nit300IrrFull	2017-12-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.907160493	15.19779414	15.94932292	16.31747474	16.23356797	15.63277734	14.98743594	14.56985313	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.23261875	0.28615	0.27495	0.3058	0.31136875	0.285375	0.1888625	487.7221875	300	Full
RS_Oats_1718Nit300IrrNil	2017-12-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.882161992	15.09759193	15.88049635	16.29043542	16.33129219	15.6585388	14.91393151	14.55712344	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2174	0.2786	0.2913375	0.28779375	0.31458125	0.3289625	0.253075	517.125	300	Nil
RS_Oats_1718Nit50IrrFull	2017-12-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.416842436	16.42902253	17.1731625	17.53016302	17.10429141	16.27331563	15.45489193	14.89967995	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.21215625	0.22505625	0.2815	0.32103125	0.3116125	0.28524375	0.17946875	479.23875	50	Full
RS_Oats_1718Nit50IrrNil	2017-12-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.453744798	16.31878568	17.16236875	17.57341484	17.27494974	16.3939112	15.49587031	14.98063073	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.23581875	0.25794375	0.2677375	0.2862	0.30190625	0.299975	0.15305625	466.726875	50	Nil
RS_Oats_1718Nit0IrrFull	2017-12-20	*	*	*	*	*	*	*	*	*	*	*	*	*	0	1315.166309	*	*	*	*	*	*	*	*	*	16.82623854	17.15476406	17.31095625	17.34931146	16.69810677	15.73365781	15.14276432	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.226621875	0.27775625	0.26064375	0.26865	0.28449375	0.33678125	0.22349375	487.8754688	0	Full
RS_Oats_1718Nit0IrrNil	2017-12-20	0	817.4015862	0	0	0	111.1937524	0.145556113	0	8.446413717	0	0	0	530.7847001	0	1467.826452	0	0	*	*	*	*	*	*	*	16.55530404	16.82460651	17.03839818	17.15605208	16.5787349	15.65158125	15.0347724	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.228509375	0.2529375	0.23711875	0.2682375	0.292416667	0.33185	0.2325	480.8539063	0	Nil
RS_Oats_1718Nit300IrrFull	2017-12-20	0	1041.362316	0	0	0	144.5974236	2.904537834	0	127.4883863	0	0	0	795.5138918	0	2108.962018	0	0	*	*	*	*	*	*	*	14.61906497	15.21014297	15.66729818	16.04980078	15.64896068	15.04345938	14.61919974	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.218790625	0.27416875	0.26671875	0.3047625	0.310625	0.284375	0.18851875	480.4439063	300	Full
RS_Oats_1718Nit300IrrNil	2017-12-20	*	*	*	*	*	*	*	*	*	*	*	*	*	0	2229.756639	*	*	*	*	*	*	*	*	*	14.6343513	15.19404245	15.64900573	16.12798672	15.67520938	14.9728237	14.61019036	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.20575625	0.26851875	0.28405	0.286575	0.3138625	0.32829375	0.25265	510.770625	300	Nil
RS_Oats_1718Nit50IrrFull	2017-12-20	*	*	*	*	*	*	*	*	*	*	*	*	*	0	1540.100922	*	*	*	*	*	*	*	*	*	16.38099857	16.56627292	16.80951745	16.87137578	16.29548177	15.52706953	14.95939792	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2081	0.22338125	0.2798875	0.31991875	0.3103875	0.2846375	0.179	476.8715625	50	Full
RS_Oats_1718Nit50IrrNil	2017-12-20	*	*	*	*	*	*	*	*	*	*	*	*	*	0	1614.685219	*	*	*	*	*	*	*	*	*	16.28329284	16.55807734	16.82902891	17.013775	16.41804661	15.56930156	15.03903698	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.229203125	0.25334375	0.26504375	0.28503125	0.30126875	0.2996375	0.1528625	463.5351563	50	Nil
RS_Oats_1718Nit0IrrFull	2017-12-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.71389753	16.98733672	17.13874349	17.09396589	16.61961823	15.76928385	15.19288854	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.222834375	0.27604375	0.2591375	0.26745625	0.28305	0.3359875	0.2231875	485.4773438	0	Full
RS_Oats_1718Nit0IrrNil	2017-12-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.49653841	16.68051068	16.86374141	16.90560469	16.49751354	15.68658802	15.0863224	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.224425	0.25055625	0.23526875	0.26669375	0.312175	0.3314625	0.23210625	484.5590625	0	Nil
RS_Oats_1718Nit300IrrFull	2017-12-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.16674049	15.17889844	15.43621354	15.81942109	15.58477161	15.0735901	14.66334844	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.20948125	0.26595	0.26140625	0.303775	0.30988125	0.28343125	0.18826875	475.3434375	300	Full
RS_Oats_1718Nit300IrrNil	2017-12-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.23992331	15.16404115	15.42098151	15.9003974	15.61081979	15.00489167	14.65528177	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.197978125	0.2613	0.2788125	0.28559375	0.31311875	0.327725	0.252275	506.1492188	300	Nil
RS_Oats_1718Nit50IrrFull	2017-12-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.43034336	16.44398698	16.60806901	16.62856536	16.22878438	15.56267734	15.01240104	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.20524375	0.22253125	0.2789625	0.3188375	0.30926875	0.28415625	0.178575	475.10625	50	Full
RS_Oats_1718Nit50IrrNil	2017-12-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.38010781	16.45077604	16.64011276	16.75816068	16.34680104	15.60682578	15.09390859	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.22476875	0.249975	0.2631625	0.284075	0.30063125	0.29934375	0.152725	461.1928125	50	Nil
RS_Oats_1718Nit0IrrFull	2017-12-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.23476029	17.75310391	17.39972526	16.93769401	16.52509557	15.76914531	15.22833776	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.221128125	0.27485625	0.25814375	0.2661875	0.2819	0.3353125	0.22293125	483.7401563	0	Full
RS_Oats_1718Nit0IrrNil	2017-12-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.02456029	17.56254427	17.13147266	16.75604714	16.39651354	15.68672917	15.12122292	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.222475	0.24871875	0.2338125	0.26533125	0.31119375	0.33105	0.2318875	482.6615625	0	Nil
RS_Oats_1718Nit300IrrFull	2017-12-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.2159625	15.80106771	15.66947031	15.6881112	15.49788516	15.0738487	14.69589583	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.202196875	0.25906875	0.2567625	0.3027	0.3089125	0.28239375	0.18790625	470.7923438	300	Full
RS_Oats_1718Nit300IrrNil	2017-12-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.28474818	15.878775	15.7008987	15.77147943	15.52419375	15.00737682	14.68576875	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.192121875	0.25550625	0.27440625	0.2848	0.31218125	0.32711875	0.25183125	502.2454688	300	Nil
RS_Oats_1718Nit50IrrFull	2017-12-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.71001458	17.17542057	16.82111224	16.48391849	16.14111901	15.56572083	15.0461138	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.204159375	0.2221	0.27849375	0.3178375	0.30795	0.28351875	0.178175	473.7314063	50	Full
RS_Oats_1718Nit50IrrNil	2017-12-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.78679818	17.30729688	16.91859688	16.6051362	16.25581875	15.61279583	15.12962057	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.222796875	0.2473375	0.26155	0.2831375	0.30001875	0.298875	0.15254375	459.3576563	50	Nil
RS_Oats_1718Nit0IrrFull	2017-12-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.76528333	18.22004974	17.7854724	16.93348594	16.46119427	15.75098568	15.24394896	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.21791875	0.273525	0.25708125	0.2650875	0.280675	0.334525	0.222525	481.6846875	0	Full
RS_Oats_1718Nit0IrrNil	2017-12-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.62162474	18.01098281	17.5209388	16.76063047	16.33481797	15.66985755	15.1384125	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.21891875	0.24670625	0.232375	0.264175	0.31005	0.3306125	0.23153125	480.466875	0	Nil
RS_Oats_1718Nit300IrrFull	2017-12-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.7220125	16.11211172	15.92838333	15.68912396	15.44296354	15.05656745	14.70707057	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.193003125	0.2503625	0.25088125	0.301125	0.30781875	0.2814625	0.1875	465.1410938	300	Full
RS_Oats_1718Nit300IrrNil	2017-12-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.72979076	16.16224609	15.94090729	15.77863542	15.47230391	14.9942224	14.69905677	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.18444375	0.24800625	0.26884375	0.2836375	0.31123125	0.3263625	0.251275	497.2725	300	Nil
RS_Oats_1718Nit50IrrFull	2017-12-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.22203841	17.55694922	17.14416276	16.48580833	16.08505755	15.54865964	15.06298151	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2017875	0.221475	0.2777375	0.3170125	0.306925	0.2830125	0.17774375	472.21875	50	Full
RS_Oats_1718Nit50IrrNil	2017-12-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.28997839	17.73425208	17.28133802	16.61557083	16.19182474	15.59815365	15.14674688	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.218528125	0.24451875	0.26004375	0.2822	0.29933125	0.2985375	0.15240625	457.2126563	50	Nil
RS_Oats_1718Nit0IrrFull	2017-12-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.84249219	19.1394763	18.32444115	17.0141599	16.45034818	15.73620859	15.2488	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2144625	0.27194375	0.25574375	0.2638	0.27926875	0.3336375	0.22219375	479.3540625	0	Full
RS_Oats_1718Nit0IrrNil	2017-12-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.98723529	19.02363203	18.06193568	16.84589063	16.32760104	15.65612057	15.14649167	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2150625	0.24429375	0.23068125	0.26268125	0.3089375	0.33020625	0.231225	478.0228125	0	Nil
RS_Oats_1718Nit300IrrFull	2017-12-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.66559779	16.88828906	16.32326068	15.74850938	15.43115547	15.04422057	14.71219792	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.182165625	0.2394625	0.24339375	0.29861875	0.306475	0.28035625	0.18710625	458.0292188	300	Full
RS_Oats_1718Nit300IrrNil	2017-12-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.88711719	17.05929427	16.37358099	15.84401901	15.46516432	14.98341224	14.70526302	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.175075	0.23889375	0.26175	0.28220625	0.3099875	0.325525	0.25079375	491.1740625	300	Nil
RS_Oats_1718Nit50IrrFull	2017-12-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.38956888	18.54230807	17.63450547	16.55432604	16.07617344	15.53896823	15.0721099	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.199234375	0.2206	0.27680625	0.3159	0.3054875	0.2825625	0.1773125	470.3957813	50	Full
RS_Oats_1718Nit50IrrNil	2017-12-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.52178112	18.74145755	17.79263516	16.69047422	16.18184375	15.58435208	15.15274714	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2140875	0.2411375	0.25795625	0.2810625	0.29853125	0.29803125	0.15225	454.633125	50	Nil
RS_Oats_1718Nit0IrrFull	2017-12-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.05133216	19.86839635	19.06349271	17.23896302	16.49444401	15.73850208	15.25435443	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.210078125	0.27033125	0.25460625	0.2628	0.27814375	0.3329125	0.22195	477.1851563	0	Full
RS_Oats_1718Nit0IrrNil	2017-12-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.22379219	19.75770911	18.8195487	17.07550651	16.37585026	15.65824948	15.15375859	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.210521875	0.24188125	0.22913125	0.261275	0.3078625	0.3298125	0.23095625	475.5717188	0	Nil
RS_Oats_1718Nit300IrrFull	2017-12-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.92208203	17.50535365	16.93231953	15.92132135	15.46332891	15.04311536	14.72017969	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.17006875	0.22681875	0.2346375	0.29565625	0.30476875	0.27936875	0.18664375	449.855625	300	Full
RS_Oats_1718Nit300IrrNil	2017-12-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.18096276	17.74874896	17.04615365	16.03918203	15.50392604	14.98697214	14.71393073	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1649125	0.22919375	0.25435625	0.2807375	0.3086875	0.3246875	0.2502	484.7165625	300	Nil
RS_Oats_1718Nit50IrrFull	2017-12-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.65453255	19.27442526	18.38346406	16.77595964	16.11430339	15.53833464	15.08044896	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.196221875	0.2197	0.27608125	0.31493125	0.3044875	0.28199375	0.17681875	468.6820313	50	Full
RS_Oats_1718Nit50IrrNil	2017-12-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.60072852	19.42053464	18.53646068	16.92244375	16.22095443	15.5843388	15.15855391	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.20875	0.23765	0.2559375	0.28004375	0.297725	0.29755	0.1520375	451.948125	50	Nil
RS_Oats_1718Nit0IrrFull	2017-12-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.92149089	17.97040833	18.41034271	17.4988138	16.61174609	15.76596198	15.27045208	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.220059375	0.269175	0.2542	0.2621875	0.27719375	0.33224375	0.221625	477.6201563	0	Full
RS_Oats_1718Nit0IrrNil	2017-12-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.31019167	17.62307865	18.18924792	17.32750339	16.49468125	15.68442604	15.16994974	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.21814375	0.24041875	0.2279625	0.26065	0.3071625	0.32930625	0.23068125	475.513125	0	Nil
RS_Oats_1718Nit300IrrFull	2017-12-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.41228268	16.09544974	16.54077995	16.10603594	15.55168776	15.06580208	14.73283255	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1733375	0.22545	0.2346	0.29595	0.3042625	0.27848125	0.186575	449.77875	300	Full
RS_Oats_1718Nit300IrrNil	2017-12-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.47605026	16.18337448	16.63301589	16.25288828	15.60286094	15.01169375	14.72854766	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1707375	0.2276625	0.25370625	0.280675	0.308225	0.324175	0.2498875	484.760625	300	Nil
RS_Oats_1718Nit50IrrFull	2017-12-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.62959414	17.44335234	17.91215703	17.03137031	16.2289013	15.56610026	15.09669219	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.20585	0.21938125	0.27630625	0.31460625	0.3036	0.28148125	0.17648125	469.5271875	50	Full
RS_Oats_1718Nit50IrrNil	2017-12-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.34409505	17.36567995	17.94228359	17.17542682	16.33130156	15.60951589	15.1728651	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.22085	0.23664375	0.25483125	0.27985625	0.2972125	0.29724375	0.15186875	452.9278125	50	Nil
