ApsimVersion = 7.7
Title = 7) Pongola 1986-87 N14 P
            SimulationName       ZoneName    Clock.Today           site         season          treat           year            day            das    crop_status      ratoon_no           samp     fertiliser     irrigation           rain         canefw        cane_wt     sucrose_wt         scmstf            ccs          scmst        biomass  green_biomass        leaf_wt     cabbage_wt       trash_wt            lai    swdef_photo    nfact_photo      biomass_n green_biomass_n         cane_N         leaf_N          cab_N        trash_N    n_conc_cane    n_conc_leaf     n_conc_cab       cane_dmc         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)    flow_no3(6)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)      no3ppm(8)      no3ppm(9)     no3ppm(10)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)         nh4(8)         nh4(9)        nh4(10)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)      nh4ppm(8)      nh4ppm(9)     nh4ppm(10)         leaves   green_leaves    dead_leaves     root_depth    rootgreenwt     stage_code         dlt_dm   dlt_dm_green   partition_xs dlt_dm_detached_root dlt_dm_detached_leaf dlt_dm_detached_cab
                        ()             ()   (dd/mm/yyyy)             ()             ()             ()         (year)          (day)         (days)             ()             ()             ()        (kg/ha)           (mm)           (mm)         (t/ha)        (g/m^2)        (g/m^2)          (g/g)            (%)          (g/g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)             ()             ()             ()           (mm)        (g/m^2)             ()        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)              (g/m^2)             (g/m^2)
 "7 Pongola 1986_87 N14 P"        paddock     22/11/1986        pongola        1986-87          1.000           1986            326             11          alive              0          0.000            0.0          0.000          1.900          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           54.9            5.4            4.3            3.3            3.2            6.0            5.7            5.7            5.7            5.7            0.0         79.056          3.209          2.083          1.539          1.507          1.494          1.413          1.414          1.414          1.414            0.7            0.2            0.1            0.1            0.0            0.1            0.3            0.3            0.3            0.3          0.936          0.140          0.048          0.028          0.018          0.017          0.085          0.086          0.086          0.086          0.000          0.000          0.000        470.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     23/11/1986        pongola        1986-87          1.000           1986            327             12          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           55.0            5.4            4.4            3.3            3.2            6.0            5.7            5.7            5.7            5.7            0.0         79.126          3.251          2.101          1.548          1.513          1.499          1.425          1.426          1.427          1.427            0.7            0.2            0.1            0.1            0.0            0.1            0.3            0.3            0.3            0.3          0.936          0.134          0.042          0.025          0.014          0.013          0.073          0.074          0.074          0.074          0.000          0.000          0.000        470.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     24/11/1986        pongola        1986-87          1.000           1986            328             13          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           55.0            5.5            4.4            3.3            3.3            6.0            5.8            5.8            5.8            5.8            0.0         79.197          3.295          2.118          1.558          1.519          1.503          1.436          1.437          1.438          1.438            0.7            0.2            0.1            0.0            0.0            0.0            0.2            0.3            0.3            0.3          0.936          0.129          0.038          0.022          0.012          0.010          0.062          0.063          0.063          0.063          0.000          0.000          0.000        470.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     25/11/1986        pongola        1986-87          1.000           1986            329             14          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           55.1            5.6            4.5            3.4            3.3            6.1            5.8            5.8            5.8            5.8            0.0         79.267          3.344          2.135          1.567          1.524          1.507          1.445          1.447          1.447          1.447            0.7            0.2            0.1            0.0            0.0            0.0            0.2            0.2            0.2            0.2          0.936          0.124          0.035          0.021          0.010          0.008          0.053          0.053          0.054          0.054          0.000          0.000          0.000        470.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     26/11/1986        pongola        1986-87          1.000           1986            330             15          alive              0          0.000            0.0          0.000          1.800          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           55.1            5.7            4.5            3.4            3.3            6.1            5.8            5.8            5.8            5.8            0.0         79.337          3.396          2.152          1.576          1.529          1.510          1.453          1.455          1.455          1.455            0.7            0.2            0.1            0.0            0.0            0.0            0.2            0.2            0.2            0.2          0.936          0.120          0.032          0.019          0.009          0.006          0.045          0.046          0.046          0.046          0.000          0.000          0.000        470.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     27/11/1986        pongola        1986-87          1.000           1986            331             16          alive              0          0.000            0.0          0.000          1.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           55.2            5.8            4.5            3.4            3.3            6.1            5.9            5.9            5.9            5.9            0.0         79.408          3.448          2.168          1.586          1.533          1.513          1.460          1.461          1.462          1.462            0.7            0.2            0.1            0.0            0.0            0.0            0.2            0.2            0.2            0.2          0.936          0.116          0.031          0.018          0.008          0.005          0.038          0.039          0.039          0.039          0.000          0.000          0.000        470.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     28/11/1986        pongola        1986-87          1.000           1986            332             17          alive              0          0.000            0.0          0.000          0.500          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           55.2            5.8            4.6            3.4            3.3            6.1            5.9            5.9            5.9            5.9            0.0         79.478          3.497          2.182          1.594          1.537          1.515          1.465          1.467          1.468          1.468            0.7            0.2            0.1            0.0            0.0            0.0            0.1            0.1            0.1            0.1          0.936          0.115          0.030          0.018          0.008          0.004          0.033          0.033          0.033          0.033          0.000          0.000          0.000        470.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     29/11/1986        pongola        1986-87          1.000           1986            333             18          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           55.3            5.9            4.6            3.4            3.3            6.1            5.9            5.9            5.9            5.9            0.0         79.549          3.536          2.195          1.602          1.541          1.517          1.470          1.472          1.473          1.473            0.7            0.2            0.1            0.0            0.0            0.0            0.1            0.1            0.1            0.1          0.936          0.116          0.030          0.018          0.007          0.004          0.028          0.028          0.028          0.028          0.000          0.000          0.000        470.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     30/11/1986        pongola        1986-87          1.000           1986            334             19          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           55.3            6.0            4.6            3.5            3.3            6.1            5.9            5.9            5.9            5.9            0.0         79.620          3.579          2.207          1.609          1.544          1.518          1.474          1.476          1.477          1.477            0.7            0.2            0.1            0.0            0.0            0.0            0.1            0.1            0.1            0.1          0.936          0.117          0.030          0.018          0.007          0.004          0.024          0.024          0.024          0.024          0.000          0.000          0.000        470.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     01/12/1986        pongola        1986-87          1.000           1986            335             20          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           55.4            6.0            4.6            3.5            3.3            6.1            5.9            5.9            6.0            6.0            0.0         79.691          3.626          2.221          1.618          1.548          1.520          1.478          1.480          1.480          1.480            0.7            0.2            0.1            0.0            0.0            0.0            0.1            0.1            0.1            0.1          0.936          0.116          0.030          0.018          0.007          0.004          0.020          0.021          0.021          0.021          0.000          0.000          0.000        470.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     02/12/1986        pongola        1986-87          1.000           1986            336             21          alive              0          0.000            0.0          0.000         36.900          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           20.1           26.7           14.3            6.8            4.2            6.5            6.1            6.0            6.0            6.0            0.5         28.879         15.985          6.882          3.169          1.959          1.610          1.512          1.502          1.499          1.496            0.6            0.2            0.1            0.0            0.0            0.0            0.1            0.1            0.1            0.1          0.885          0.115          0.029          0.017          0.007          0.003          0.017          0.018          0.018          0.018          0.000          0.000          0.000        470.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     03/12/1986        pongola        1986-87          1.000           1986            337             22          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           20.4           25.1           14.4            7.3            4.5            6.6            6.1            6.1            6.1            6.1            0.5         29.304         15.044          6.887          3.422          2.086          1.653          1.524          1.510          1.508          1.506            0.6            0.2            0.1            0.0            0.0            0.0            0.1            0.1            0.1            0.1          0.885          0.112          0.028          0.017          0.007          0.003          0.015          0.015          0.015          0.015          0.000          0.000          0.000        470.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     04/12/1986        pongola        1986-87          1.000           1986            338             23          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           20.6           24.9           14.1            7.4            4.5            6.7            6.1            6.1            6.1            6.1            0.2         29.712         14.933          6.784          3.434          2.101          1.661          1.522          1.506          1.506          1.506            0.6            0.2            0.1            0.0            0.0            0.0            0.1            0.1            0.1            0.1          0.885          0.108          0.027          0.016          0.007          0.003          0.013          0.013          0.013          0.013          0.000          0.000          0.000        470.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     05/12/1986        pongola        1986-87          1.000           1986            339             24          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00          0.000          1.000          0.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.000           20.9           24.8           14.1            7.4            4.5            6.7            6.1            6.0            6.0            6.0            0.1         30.107         14.855          6.774          3.435          2.099          1.662          1.517          1.500          1.501          1.502            0.6            0.2            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.885          0.105          0.027          0.016          0.006          0.003          0.011          0.011          0.011          0.011          0.000          0.000          0.000        470.000           0.00          2.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     06/12/1986        pongola        1986-87          1.000           1986            340             25          alive              0          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000           3.53           3.53           2.00           1.43           0.74          0.010          1.000          0.000           0.09            0.09           0.00           0.06           0.03           0.00           0.01           0.03           0.02          1.000           21.2           24.7           14.2            7.4            4.5            6.7            6.1            6.0            6.0            6.0            0.0         30.491         14.782          6.787          3.441          2.099          1.661          1.515          1.497          1.496          1.498            0.6            0.2            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.885          0.103          0.027          0.016          0.007          0.003          0.009          0.010          0.010          0.009          1.000          1.000          0.000        470.000         368.71          3.000           0.00           0.00           0.00                 0.00                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     07/12/1986        pongola        1986-87          1.000           1986            341             26          alive              0          0.000            0.0          0.000          9.000          0.001           0.10           0.00          0.000          0.000          0.000           3.69           3.69           2.10           1.49           0.74          0.011          1.000          1.000           0.09            0.09           0.00           0.06           0.03           0.00           0.01           0.03           0.02          1.000           21.5           24.6           14.2            7.4            4.5            6.7            6.1            6.0            6.0            6.0            0.0         30.960         14.743          6.803          3.446          2.102          1.662          1.514          1.495          1.495          1.495            0.5            0.2            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.745          0.105          0.027          0.016          0.007          0.003          0.008          0.008          0.008          0.008          1.222          1.222          0.000        480.000         368.00          3.000           0.16           0.19          -0.00                 0.74                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     08/12/1986        pongola        1986-87          1.000           1986            342             27          alive              0          0.000            0.0          0.000          1.300          0.001           0.10           0.00          0.000          0.000          0.000           3.83           3.83           2.19           1.54           0.74          0.012          1.000          1.000           0.09            0.09           0.00           0.06           0.03           0.00           0.01           0.03           0.02          1.000           21.8           24.5           14.2            7.4            4.5            6.7            6.1            6.0            6.0            6.0            0.0         31.317         14.671          6.818          3.452          2.105          1.663          1.515          1.495          1.494          1.495            0.5            0.2            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.745          0.106          0.027          0.017          0.007          0.003          0.007          0.007          0.007          0.007          1.408          1.408          0.000        490.000         367.29          3.000           0.14           0.17           0.00                 0.74                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     09/12/1986        pongola        1986-87          1.000           1986            343             28          alive              0          0.000            0.0          0.000          2.200          0.001           0.10           0.00          0.000          0.000          0.000           4.00           4.00           2.29           1.60           0.73          0.013          1.000          1.000           0.09            0.09           0.00           0.06           0.03           0.00           0.01           0.03           0.02          1.000           22.0           24.3           14.2            7.4            4.5            6.7            6.1            6.0            6.0            6.0            0.0         31.674         14.597          6.831          3.457          2.108          1.665          1.516          1.496          1.494          1.495            0.5            0.2            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.745          0.106          0.027          0.017          0.007          0.003          0.006          0.006          0.006          0.006          1.616          1.616          0.000        500.000         366.59          3.000           0.17           0.21          -0.00                 0.74                 0.00                0.00
 "7 Pongola 1986_87 N14 P"        paddock     10/12/1986        pongola        1986-87          1.000           1986            344             29          alive              0          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000           4.12           4.12           2.37           1.65           0.73          0.014          1.000          1.000           0.09            0.09           0.00           0.06           0.03           0.00           0.01           0.03           0.02          1.000           22.3           24.2           14.3            7.4            4.5            6.7            6.1            6.0            6.0            6.0            0.0         32.021         14.518          6.840          3.462          2.112          1.666          1.517          1.497          1.495          1.495            0.5            0.2            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.745          0.109          0.027          0.017          0.007          0.003          0.005          0.005          0.005          0.005          1.761          1.761          0.000        510.000         365.88          3.000           0.12           0.14          -0.00                 0.73                 0.00                0.00
