ApsimVersion = 7.7
Title = 15) Ingham 1991-92 Q117 P
             SimulationName       ZoneName    Clock.Today           site         season          treat           year            day            das    crop_status      ratoon_no           samp     fertiliser     irrigation           rain         canefw        cane_wt     sucrose_wt         scmstf            ccs          scmst        biomass  green_biomass        leaf_wt     cabbage_wt       trash_wt            lai    swdef_photo    nfact_photo      biomass_n green_biomass_n         cane_N         leaf_N          cab_N        trash_N    n_conc_cane    n_conc_leaf     n_conc_cab       cane_dmc         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)    flow_no3(6)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)         leaves   green_leaves    dead_leaves     root_depth    rootgreenwt     stage_code         dlt_dm   dlt_dm_green   partition_xs dlt_dm_detached_root dlt_dm_detached_leaf dlt_dm_detached_cab
                         ()             ()   (dd/mm/yyyy)             ()             ()             ()         (year)          (day)         (days)             ()             ()             ()        (kg/ha)           (mm)           (mm)         (t/ha)        (g/m^2)        (g/m^2)          (g/g)            (%)          (g/g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)             ()             ()             ()           (mm)        (g/m^2)             ()        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)              (g/m^2)             (g/m^2)
 "15 Ingham 1991_92 Q117 P"        paddock     12/01/1992         ingham        1991-92          1.000           1992             12            181          alive              0          0.000            0.0          0.000          0.000         43.824        1370.76          95.77          0.022          0.000          0.070        2745.42        2574.35         757.66         445.93         173.39          6.764          0.726          1.000          23.15           22.53           8.15          11.71           2.66           0.64           0.01           0.02           0.01          0.313            6.8           16.4           32.4           71.9           52.4           19.4            6.8            0.0          2.948          6.060         11.583         16.521         12.042          4.311          1.519            0.6            0.3            0.0            0.0            0.0            0.0            0.0          0.261          0.125          0.003          0.000          0.000          0.000          0.000         18.217         13.000          5.217       1800.000        1162.18          4.000          22.34          25.69           0.00                 2.32                 1.46                0.17
 "15 Ingham 1991_92 Q117 P"        paddock     13/01/1992         ingham        1991-92          1.000           1992             13            182          alive              0          0.000            0.0          0.000          0.000         44.233        1385.84         106.84          0.024          0.071          0.077        2759.52        2580.67         752.14         442.69         181.18          6.721          0.340          1.000          23.27           22.62           8.29          11.68           2.65           0.67           0.01           0.02           0.01          0.313            7.0           16.0           32.0           71.5           52.2           19.3            6.8            0.0          3.032          5.926         11.433         16.439         11.991          4.289          1.510            0.6            0.3            0.0            0.0            0.0            0.0            0.0          0.250          0.123          0.002          0.000          0.000          0.000          0.000         18.369         13.000          5.369       1800.000        1162.23          4.000          15.82          18.19           0.00                 2.32                 1.53                0.18
 "15 Ingham 1991_92 Q117 P"        paddock     14/01/1992         ingham        1991-92          1.000           1992             14            183          alive              0          0.000            0.0         36.000          0.000         44.772        1404.66         121.87          0.027          0.448          0.087        2779.20        2593.11         748.12         440.33         188.41          6.693          0.472          1.000          23.32           22.64           8.37          11.65           2.62           0.69           0.01           0.02           0.01          0.314            6.1           16.3           32.5           71.4           52.1           19.3            6.8            0.0          2.647          6.049         11.592         16.417         11.977          4.280          1.507            0.7            0.3            0.0            0.0            0.0            0.0            0.0          0.286          0.129          0.002          0.000          0.000          0.000          0.000         18.513         13.000          5.513       1800.000        1163.12          4.000          21.47          24.69           0.00                 2.32                 1.60                0.19
 "15 Ingham 1991_92 Q117 P"        paddock     15/01/1992         ingham        1991-92          1.000           1992             15            184          alive              0          0.000            0.0          0.000          0.000         45.475        1428.78         139.92          0.031          0.885          0.098        2805.65        2611.20         744.33         438.10         196.77          6.671          0.729          1.000          23.38           22.67           8.46          11.61           2.60           0.72           0.01           0.02           0.01          0.314            5.9           16.2           32.8           71.3           52.0           19.2            6.8            0.0          2.581          5.999         11.724         16.396         11.963          4.272          1.503            0.6            0.4            0.0            0.0            0.0            0.0            0.0          0.279          0.132          0.002          0.000          0.000          0.000          0.000         18.676         13.000          5.676       1800.000        1165.04          4.000          28.31          32.55           0.00                 2.32                 1.67                0.20
 "15 Ingham 1991_92 Q117 P"        paddock     16/01/1992         ingham        1991-92          1.000           1992             16            185          alive              0          0.000            0.0         36.000          0.000         46.388        1459.16         162.20          0.035          1.401          0.111        2840.98        2638.31         742.27         436.88         205.00          6.668          0.852          1.000          23.50           22.76           8.61          11.57           2.58           0.75           0.01           0.02           0.01          0.315            4.7           15.2           33.9           71.1           51.9           19.2            6.7            0.0          2.053          5.639         12.091         16.356         11.936          4.258          1.497            0.7            0.4            0.0            0.0            0.0            0.0            0.0          0.312          0.151          0.003          0.000          0.000          0.000          0.000         18.838         13.000          5.838       1800.000        1168.31          4.000          37.28          42.87           0.00                 2.33                 1.74                0.20
 "15 Ingham 1991_92 Q117 P"        paddock     17/01/1992         ingham        1991-92          1.000           1992             17            186          alive              0          0.000            0.0          0.000          0.000         47.264        1488.60         180.78          0.038          1.805          0.121        2874.58        2663.24         739.43         435.21         213.68          6.658          1.000          1.000          23.63           22.85           8.76          11.54           2.56           0.79           0.01           0.02           0.01          0.315            4.5           14.2           34.3           71.0           51.8           19.1            6.7            0.0          1.969          5.258         12.260         16.325         11.914          4.245          1.492            0.7            0.4            0.0            0.0            0.0            0.0            0.0          0.299          0.157          0.003          0.000          0.000          0.000          0.000         19.008         13.000          6.008       1800.000        1171.31          4.000          35.63          40.97           0.00                 2.33                 1.81                0.21
 "15 Ingham 1991_92 Q117 P"        paddock     18/01/1992         ingham        1991-92          1.000           1992             18            187          alive              0          0.000            0.0          0.000          0.000         48.234        1520.69         204.05          0.042          2.304          0.134        2912.19        2692.79         737.83         434.27         221.74          6.664          0.888          1.000          23.80           22.99           8.94          11.50           2.55           0.82           0.01           0.02           0.01          0.315            4.6           13.4           33.8           70.8           51.7           19.0            6.7            0.0          2.009          4.949         12.058         16.274         11.881          4.227          1.485            0.6            0.4            0.0            0.0            0.0            0.0            0.0          0.266          0.151          0.004          0.000          0.000          0.000          0.000         19.176         13.000          6.176       1800.000        1174.93          4.000          39.72          45.68           0.00                 2.34                 1.89                0.22
 "15 Ingham 1991_92 Q117 P"        paddock     19/01/1992         ingham        1991-92          1.000           1992             19            188          alive              0          0.000            0.0          0.000          0.000         48.891        1543.19         221.98          0.045          2.685          0.144        2936.43        2709.73         734.33         432.21         229.05          6.646          0.607          1.000          23.95           23.12           9.12          11.47           2.54           0.84           0.01           0.02           0.01          0.316            4.9           13.0           32.9           70.6           51.6           18.9            6.7            0.0          2.122          4.821         11.746         16.231         11.852          4.211          1.479            0.6            0.4            0.0            0.0            0.0            0.0            0.0          0.241          0.139          0.005          0.000          0.000          0.000          0.000         19.333         13.000          6.333       1800.000        1176.54          4.000          26.44          30.41           0.00                 2.34                 1.96                0.23
 "15 Ingham 1991_92 Q117 P"        paddock     20/01/1992         ingham        1991-92          1.000           1992             20            189          alive              0          0.000            0.0          0.000          0.000         49.663        1569.32         242.32          0.049          3.102          0.154        2965.45        2730.98         731.26         430.40         236.83          6.634          0.692          1.000          24.05           23.19           9.25          11.43           2.52           0.87           0.01           0.02           0.01          0.316            5.2           12.9           32.2           70.5           51.5           18.9            6.6            0.0          2.249          4.792         11.507         16.201         11.833          4.199          1.474            0.5            0.4            0.0            0.0            0.0            0.0            0.0          0.228          0.130          0.005          0.000          0.000          0.000          0.000         18.498         13.000          5.498       1800.000        1178.88          4.000          31.29          35.98           0.00                 2.35                 2.03                0.24
 "15 Ingham 1991_92 Q117 P"        paddock     21/01/1992         ingham        1991-92          1.000           1992             21            190          alive              0          0.000            0.0          0.000          0.000         50.323        1591.98         259.36          0.052          3.439          0.163        2989.63        2747.77         727.56         428.23         244.21          6.620          0.715          1.000          24.15           23.26           9.37          11.39           2.50           0.90           0.01           0.02           0.01          0.316            5.5           12.9           31.7           70.4           51.4           18.8            6.6            0.0          2.381          4.780         11.322         16.177         11.817          4.188          1.469            0.5            0.3            0.0            0.0            0.0            0.0            0.0          0.221          0.127          0.006          0.000          0.000          0.000          0.000         18.659         13.000          5.659       1800.000        1180.50          4.000          26.52          30.50           0.00                 2.35                 2.10                0.25
 "15 Ingham 1991_92 Q117 P"        paddock     22/01/1992         ingham        1991-92          1.000           1992             22            191          alive              0          0.000            0.0         36.000          4.300         51.128        1618.97         271.97          0.053          3.643          0.168        3019.97        2770.89         725.13         426.80         251.44          6.615          1.000          1.000          24.23           23.32           9.48          11.36           2.47           0.92           0.01           0.02           0.01          0.317            4.7           13.1           31.8           70.3           51.3           18.8            6.6            0.0          2.037          4.841         11.343         16.159         11.804          4.179          1.466            0.5            0.3            0.0            0.0            0.0            0.0            0.0          0.239          0.127          0.006          0.000          0.000          0.000          0.000         18.817         13.000          5.817       1800.000        1183.06          4.000          32.76          37.67           0.00                 2.36                 2.16                0.25
 "15 Ingham 1991_92 Q117 P"        paddock     23/01/1992         ingham        1991-92          1.000           1992             23            192          alive              0          0.000            0.0          0.000          7.000         51.763        1640.66         281.84          0.054          3.797          0.172        3043.12        2787.65         722.02         424.97         257.83          6.600          1.000          1.000          24.31           23.38           9.59          11.33           2.46           0.95           0.01           0.02           0.01          0.317            4.2           12.6           32.1           70.2           51.3           18.8            6.6            0.0          1.841          4.679         11.471         16.144         11.793          4.169          1.461            0.5            0.4            0.0            0.0            0.0            0.0            0.0          0.234          0.131          0.006          0.000          0.000          0.000          0.000         18.964         13.000          5.964       1800.000        1184.54          4.000          25.64          29.49           0.00                 2.36                 2.23                0.26
 "15 Ingham 1991_92 Q117 P"        paddock     24/01/1992         ingham        1991-92          1.000           1992             24            193          alive              0          0.000            0.0         12.000         10.800         52.679        1670.91         296.59          0.056          4.025          0.178        3078.10        2815.72         720.65         424.16         264.74          6.606          1.000          1.000          24.44           23.48           9.74          11.29           2.44           0.97           0.01           0.02           0.01          0.317            3.5           11.6           31.8           70.6           51.2           18.7            6.5            0.0          1.534          4.304         11.343         16.239         11.774          4.154          1.455            0.5            0.4            0.0            0.0            0.0            0.0            0.0          0.235          0.142          0.007          0.000          0.000          0.000          0.000         19.120         13.000          6.120       1800.000        1187.80          4.000          37.53          43.16           0.00                 2.37                 2.29                0.27
 "15 Ingham 1991_92 Q117 P"        paddock     25/01/1992         ingham        1991-92          1.000           1992             25            194          alive              0          0.000            0.0          0.000          0.000         53.648        1702.98         314.49          0.059          4.310          0.185        3115.16        2845.23         719.04         423.22         272.30          6.609          1.000          1.000          24.60           23.61           9.92          11.26           2.43           1.00           0.01           0.02           0.01          0.317            3.3           10.6           30.4           71.4           51.1           18.6            6.5            0.0          1.432          3.939         10.870         16.423         11.756          4.140          1.450            0.5            0.4            0.0            0.0            0.0            0.0            0.0          0.213          0.144          0.007          0.000          0.000          0.000          0.000         19.275         13.000          6.275       1800.000        1191.38          4.000          39.69          45.64           0.00                 2.37                 2.35                0.28
 "15 Ingham 1991_92 Q117 P"        paddock     26/01/1992         ingham        1991-92          1.000           1992             26            195          alive              0          0.000            0.0          0.000          0.300         54.712        1737.74         338.99          0.062          4.721          0.195        3156.32        2879.45         718.70         423.02         279.25          6.616          0.971          1.000          24.79           23.77          10.12          11.22           2.43           1.03           0.01           0.02           0.01          0.318            3.3            9.9           28.8           71.8           51.0           18.6            6.5            0.0          1.421          3.667         10.283         16.503         11.735          4.126          1.444            0.4            0.4            0.0            0.0            0.0            0.0            0.0          0.192          0.137          0.007          0.000          0.000          0.000          0.000         19.426         13.000          6.426       1800.000        1195.57          4.000          43.85          50.43           0.00                 2.38                 2.42                0.28
 "15 Ingham 1991_92 Q117 P"        paddock     27/01/1992         ingham        1991-92          1.000           1992             27            196          alive              0          0.000            0.0          0.000          0.000         55.616        1767.79         359.47          0.065          5.050          0.203        3190.50        2906.46         716.78         421.89         286.43          6.616          0.984          1.000          24.94           23.90          10.29          11.19           2.41           1.05           0.01           0.02           0.01          0.318            3.4            9.6           27.8           71.6           51.0           18.5            6.5            0.0          1.490          3.557          9.929         16.452         11.720          4.114          1.439            0.4            0.4            0.0            0.0            0.0            0.0            0.0          0.184          0.132          0.007          0.000          0.000          0.000          0.000         19.583         13.000          6.583       1800.000        1198.72          4.000          36.95          42.49           0.00                 2.38                 2.48                0.29
 "15 Ingham 1991_92 Q117 P"        paddock     28/01/1992         ingham        1991-92          1.000           1992             28            197          alive              0          0.000            0.0          0.000          0.000         56.539        1798.48         381.36          0.067          5.396          0.212        3225.38        2934.00         714.80         420.72         293.77          6.617          0.905          1.000          25.09           24.02          10.47          11.15           2.40           1.08           0.01           0.02           0.01          0.318            3.6            9.5           26.8           71.0           50.9           18.5            6.5            0.0          1.555          3.501          9.576         16.322         11.702          4.101          1.434            0.4            0.4            0.0            0.0            0.0            0.0            0.0          0.180          0.130          0.007          0.000          0.000          0.000          0.000         19.744         13.000          6.744       1800.000        1201.98          4.000          37.72          43.37           0.00                 2.39                 2.54                0.30
 "15 Ingham 1991_92 Q117 P"        paddock     29/01/1992         ingham        1991-92          1.000           1992             29            198          alive              0          0.000            0.0         36.000          0.000         57.558        1832.09         402.03          0.070          5.691          0.219        3264.32        2965.61         713.54         419.98         301.11          6.624          1.000          1.000          25.23           24.14          10.64          11.12           2.39           1.11           0.01           0.02           0.01          0.318            3.0            9.3           26.4           70.5           50.8           18.4            6.4            0.0          1.307          3.429          9.440         16.216         11.688          4.089          1.429            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.186          0.129          0.007          0.000          0.000          0.000          0.000         19.905         13.000          6.905       1800.000        1205.86          4.000          41.86          48.13          -0.00                 2.40                 2.61                0.31
 "15 Ingham 1991_92 Q117 P"        paddock     30/01/1992         ingham        1991-92          1.000           1992             30            199          alive              0          0.000            0.0          0.000          0.800         58.272        1856.38         413.11          0.071          5.820          0.223        3290.12        2984.57         710.18         418.01         307.96          6.606          1.000          1.000          25.34           24.22          10.77          11.08           2.37           1.13           0.01           0.02           0.01          0.319            2.9            9.0           26.1           70.4           50.8           18.4            6.4            0.0          1.243          3.328          9.338         16.175         11.679          4.080          1.425            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.175          0.128          0.007          0.000          0.000          0.000          0.000         19.062         13.000          6.062       1800.000        1207.76          4.000          28.79          33.11           0.00                 2.40                 2.67                0.31
 "15 Ingham 1991_92 Q117 P"        paddock     31/01/1992         ingham        1991-92          1.000           1992             31            200          alive              0          0.000            0.0         22.500          1.300         59.261        1888.85         431.74          0.073          6.061          0.229        3327.75        3015.79         709.40         417.55         314.38          6.663          1.000          1.000          25.48           24.34          10.93          11.05           2.36           1.15           0.01           0.02           0.01          0.319            2.4            8.4           25.1           70.6           50.7           18.3            6.4            0.0          1.044          3.109          8.978         16.230         11.666          4.068          1.420            0.4            0.4            0.0            0.0            0.0            0.0            0.0          0.183          0.136          0.007          0.000          0.000          0.000          0.000         19.215         13.000          6.215       1800.000        1211.45          4.000          40.68          46.79           0.00                 2.41                 2.73                0.32
 "15 Ingham 1991_92 Q117 P"        paddock     01/02/1992         ingham        1991-92          1.000           1992             32            201          alive              0          0.000            0.0          0.000          0.000         60.259        1921.56         452.24          0.075          6.331          0.235        3365.72        3047.49         708.76         417.17         320.65          6.668          1.000          1.000          25.64           24.48          11.11          11.01           2.35           1.18           0.01           0.02           0.01          0.319            2.3            7.8           23.9           70.7           50.7           18.2            6.4            0.0          0.992          2.898          8.530         16.254         11.653          4.055          1.414            0.4            0.4            0.0            0.0            0.0            0.0            0.0          0.173          0.137          0.007          0.000          0.000          0.000          0.000         19.368         13.000          6.368       1800.000        1215.19          4.000          41.09          47.25           0.00                 2.42                 2.79                0.33
 "15 Ingham 1991_92 Q117 P"        paddock     02/02/1992         ingham        1991-92          1.000           1992             33            202          alive              0          0.000            0.0          0.000          0.300         61.298        1955.57         474.91          0.077          6.630          0.243        3405.29        3080.55         708.16         416.82         327.17          6.674          1.000          1.000          25.81           24.62          11.29          10.98           2.34           1.20           0.01           0.02           0.01          0.319            2.3            7.5           22.7           70.4           50.6           18.2            6.3            0.0          1.010          2.765          8.116         16.175         11.640          4.043          1.409            0.4            0.4            0.0            0.0            0.0            0.0            0.0          0.163          0.130          0.007          0.000          0.000          0.000          0.000         19.525         13.000          6.525       1800.000        1219.18          4.000          42.75          49.17           0.00                 2.42                 2.85                0.33
 "15 Ingham 1991_92 Q117 P"        paddock     03/02/1992         ingham        1991-92          1.000           1992             34            203          alive              0          0.000            0.0          0.000          1.800         62.255        1987.19         494.74          0.079          6.875          0.249        3441.33        3110.04         706.82         416.03         333.73          6.677          1.000          1.000          25.96           24.74          11.47          10.94           2.33           1.23           0.01           0.02           0.01          0.319            2.4            7.3           22.0           69.6           50.6           18.1            6.3            0.0          1.042          2.713          7.841         16.010         11.629          4.032          1.405            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.164          0.126          0.007          0.000          0.000          0.000          0.000         19.684         13.000          6.684       1800.000        1222.63          4.000          39.28          45.17           0.00                 2.43                 2.91                0.34
 "15 Ingham 1991_92 Q117 P"        paddock     04/02/1992         ingham        1991-92          1.000           1992             35            204          alive              0          1.000            0.0          0.000          1.500         62.784        2005.65         502.84          0.080          6.951          0.251        3459.07        3122.26         702.89         413.72         339.26          6.649          1.000          1.000          26.04           24.81          11.58          10.91           2.32           1.25           0.01           0.02           0.01          0.319            2.5            7.4           21.6           69.3           50.6           18.1            6.3            0.0          1.088          2.741          7.707         15.926         11.624          4.025          1.401            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.164          0.126          0.007          0.000          0.000          0.000          0.000         19.827         13.000          6.827       1800.000        1223.34          4.000          21.05          24.21           0.00                 2.44                 2.96                0.35
 "15 Ingham 1991_92 Q117 P"        paddock     05/02/1992         ingham        1991-92          1.000           1992             36            205          alive              0          0.000            0.0          0.000         39.000         63.497        2029.86         513.94          0.081          7.056          0.253        3484.52        3141.49         699.76         411.88         345.47          6.632          1.000          1.000          26.12           24.86          11.69          10.88           2.30           1.27           0.01           0.02           0.01          0.320            2.0            7.3           21.4           69.0           50.5           18.1            6.3            0.0          0.887          2.690          7.633         15.870         11.618          4.016          1.397            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.176          0.127          0.007          0.000          0.000          0.000          0.000         19.983         13.000          6.983       1800.000        1225.22          4.000          28.82          33.14           0.00                 2.45                 3.01                0.35
 "15 Ingham 1991_92 Q117 P"        paddock     06/02/1992         ingham        1991-92          1.000           1992             37            206          alive              0          0.000            0.0          0.000         82.800         63.869        2043.55         519.48          0.081          7.104          0.254        3495.49        3147.31         694.80         408.96         350.63          6.595          1.000          1.000          26.16           24.89          11.76          10.85           2.28           1.29           0.01           0.02           0.01          0.320            1.2            5.6           19.0           73.3           50.5           18.0            6.3            0.0          0.532          2.058          6.768         16.854         11.620          4.011          1.395            0.4            0.4            0.0            0.0            0.0            0.0            0.0          0.181          0.146          0.008          0.000          0.000          0.000          0.000         20.115         13.000          7.115       1800.000        1224.93          4.000          14.40          16.56           0.00                 2.45                 3.07                0.36
 "15 Ingham 1991_92 Q117 P"        paddock     07/02/1992         ingham        1991-92          1.000           1992             38            207          alive              0          0.000            0.0          0.000         20.000         64.152        2054.90         523.49          0.082          7.137          0.255        3502.42        3148.09         688.15         405.05         356.78          6.542          1.000          1.000          26.19           24.89          11.83          10.81           2.25           1.31           0.01           0.02           0.01          0.320            0.9            4.7           16.2           73.5           53.6           18.0            6.3            0.0          0.413          1.746          5.773         16.898         12.331          4.007          1.393            0.4            0.4            0.0            0.0            0.0            0.0            0.0          0.176          0.158          0.008          0.000          0.000          0.000          0.000         20.245         13.000          7.245       1800.000        1224.04          4.000          10.41          11.98           0.00                 2.45                 3.12                0.37
 "15 Ingham 1991_92 Q117 P"        paddock     08/02/1992         ingham        1991-92          1.000           1992             39            208          alive              0          0.000            0.0          0.000         86.000         64.731        2075.35         532.32          0.082          7.215          0.256        3521.81        3160.58         683.13         402.09         363.68          6.509          1.000          1.000          26.25           24.93          11.93          10.77           2.23           1.34           0.01           0.02           0.01          0.321            0.5            3.1           10.9           61.2           70.3           19.5            6.3            0.0          0.229          1.154          3.893         14.075         16.169          4.326          1.391            0.4            0.5            0.0            0.0            0.0            0.0            0.0          0.174          0.167          0.009          0.000          0.000          0.000          0.000         20.395         13.000          7.395       1800.000        1225.03          4.000          22.94          26.38           0.00                 2.45                 3.17                0.37
 "15 Ingham 1991_92 Q117 P"        paddock     09/02/1992         ingham        1991-92          1.000           1992             40            209          alive              0          0.000            0.0          0.000         41.800         65.417        2099.17         542.86          0.083          7.307          0.259        3545.56        3176.86         678.38         399.30         371.15          6.481          1.000          1.000          26.34           24.99          12.05          10.73           2.21           1.36           0.01           0.02           0.01          0.321            0.3            2.4            8.3           50.4           71.9           30.3            6.3            0.0          0.139          0.871          2.958         11.581         16.534          6.736          1.389            0.4            0.5            0.0            0.0            0.0            0.0            0.0          0.179          0.175          0.009          0.000          0.000          0.000          0.000         20.554         13.000          7.554       1800.000        1226.69          4.000          27.36          31.47           0.00                 2.45                 3.23                0.38
 "15 Ingham 1991_92 Q117 P"        paddock     10/02/1992         ingham        1991-92          1.000           1992             41            210          alive              0          0.000            0.0          0.000          0.000         66.496        2134.77         559.91          0.084          7.457          0.262        3586.17        3210.25         677.00         398.49         378.37          6.481          1.000          1.000          26.49           25.12          12.23          10.70           2.20           1.39           0.01           0.02           0.01          0.321            0.3            2.2            7.4           45.4           68.9           36.3            6.3            0.1          0.151          0.806          2.640         10.445         15.836          8.070          1.402            0.4            0.5            0.0            0.0            0.0            0.0            0.0          0.178          0.175          0.009          0.000          0.000          0.000          0.000         20.710         13.000          7.710       1800.000        1230.88          4.000          44.30          50.94           0.00                 2.45                 3.30                0.39
 "15 Ingham 1991_92 Q117 P"        paddock     11/02/1992         ingham        1991-92          1.000           1992             42            211          alive              0          0.000            0.0          0.000          0.000         67.282        2161.50         572.15          0.085          7.560          0.265        3614.19        3231.39         673.48         396.42         385.26          6.467          1.000          1.000          26.62           25.22          12.38          10.66           2.18           1.41           0.01           0.02           0.01          0.321            0.5            2.2            6.8           41.9           66.2           39.4            7.9            1.6          0.210          0.801          2.412          9.636         15.224          8.761          1.759            0.4            0.4            0.0            0.0            0.0            0.0            0.0          0.181          0.167          0.008          0.000          0.000          0.000          0.000         20.862         13.000          7.862       1800.000        1233.18          4.000          31.78          36.55           0.00                 2.45                 3.36                0.40
 "15 Ingham 1991_92 Q117 P"        paddock     12/02/1992         ingham        1991-92          1.000           1992             43            212          alive              0          0.000            0.0          0.000          1.500         68.323        2195.45         595.99          0.087          7.829          0.271        3653.28        3265.00         673.26         396.29         390.74          6.467          0.980          1.000          26.76           25.34          12.55          10.62           2.17           1.43           0.01           0.02           0.01          0.321            0.7            2.2            6.2           39.0           63.3           40.8           10.1            2.2          0.289          0.827          2.227          8.964         14.552          9.066          2.240            0.4            0.4            0.0            0.0            0.0            0.0            0.0          0.186          0.156          0.007          0.000          0.000          0.000          0.000         20.995         13.000          7.995       1800.000        1237.15          4.000          42.91          49.35           0.00                 2.46                 3.43                0.40
 "15 Ingham 1991_92 Q117 P"        paddock     13/02/1992         ingham        1991-92          1.000           1992             44            213          alive              0          0.000            0.0          0.000          0.000         69.112        2222.20         608.28          0.088          7.926          0.274        3681.32        3286.47         669.94         394.33         397.32          6.454          1.000          1.000          26.89           25.44          12.70          10.59           2.16           1.46           0.01           0.02           0.01          0.322            0.9            2.4            6.0           37.3           61.3           41.8           11.0            1.0          0.385          0.897          2.131          8.578         14.088          9.290          2.442            0.4            0.4            0.0            0.0            0.0            0.0            0.0          0.182          0.139          0.006          0.000          0.000          0.000          0.000         20.145         13.000          7.145       1800.000        1239.47          4.000          31.93          36.72           0.00                 2.47                 3.47                0.41
 "15 Ingham 1991_92 Q117 P"        paddock     14/02/1992         ingham        1991-92          1.000           1992             45            214          alive              0          0.000            0.0          0.000          1.500         70.131        2255.84         628.38          0.090          8.121          0.279        3719.16        3317.83         668.50         393.49         403.80          6.515          1.000          1.000          27.03           25.56          12.86          10.55           2.14           1.48           0.01           0.02           0.01          0.322            1.1            2.6            5.8           36.1           59.4           41.9           11.6            0.7          0.466          0.974          2.064          8.291         13.660          9.321          2.580            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.178          0.125          0.006          0.000          0.000          0.000          0.000         20.294         13.000          7.294       1800.000        1243.26          4.000          41.78          48.05           0.00                 2.47                 3.53                0.42
 "15 Ingham 1991_92 Q117 P"        paddock     15/02/1992         ingham        1991-92          1.000           1992             46            215          alive              0          0.000            0.0          0.000          0.000         71.079        2287.63         643.23          0.090          8.231          0.281        3753.72        3345.05         665.62         391.80         411.16          6.509          1.000          1.000          27.17           25.67          13.03          10.51           2.13           1.51           0.01           0.02           0.01          0.322            1.3            2.8            5.7           35.5           58.2           41.5           11.8            0.3          0.546          1.045          2.027          8.152         13.385          9.221          2.630            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.175          0.117          0.005          0.000          0.000          0.000          0.000         20.456         13.000          7.456       1800.000        1246.56          4.000          38.58          44.36           0.00                 2.48                 3.59                0.42
 "15 Ingham 1991_92 Q117 P"        paddock     16/02/1992         ingham        1991-92          1.000           1992             47            216          alive              0          0.000            0.0          0.000          0.800         71.747        2310.81         653.51          0.091          8.304          0.283        3776.34        3361.10         661.14         389.16         417.73          6.483          1.000          1.000          27.25           25.73          13.15          10.47           2.11           1.53           0.01           0.02           0.01          0.322            1.4            3.0            5.6           35.1           57.7           41.2           11.8            0.1          0.622          1.123          2.010          8.072         13.268          9.153          2.632            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.172          0.113          0.005          0.000          0.000          0.000          0.000         20.608         13.000          7.608       1800.000        1248.07          4.000          26.70          30.71           0.00                 2.49                 3.66                0.43
 "15 Ingham 1991_92 Q117 P"        paddock     17/02/1992         ingham        1991-92          1.000           1992             48            217          alive              0          0.000            0.0          0.000          0.000         72.632        2340.48         667.40          0.092          8.402          0.285        3808.25        3386.65         658.54         387.63         424.09          6.479          1.000          1.000          27.37           25.82          13.30          10.43           2.09           1.56           0.01           0.02           0.01          0.322            1.6            3.2            5.5           34.6           56.9           40.9           11.8            0.0          0.692          1.189          1.979          7.947         13.080          9.080          2.617            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.170          0.111          0.006          0.000          0.000          0.000          0.000         20.758         13.000          7.758       1800.000        1250.98          4.000          36.06          41.47           0.00                 2.49                 3.72                0.44
