ApsimVersion = 7.7
Title = 12) Pongola 1986-87 N14 1R
              SimulationName       ZoneName    Clock.Today           site         season          treat           year            day            das    crop_status      ratoon_no           samp     fertiliser     irrigation           rain         canefw        cane_wt     sucrose_wt         scmstf            ccs          scmst        biomass  green_biomass        leaf_wt     cabbage_wt       trash_wt            lai    swdef_photo    nfact_photo      biomass_n green_biomass_n         cane_N         leaf_N          cab_N        trash_N    n_conc_cane    n_conc_leaf     n_conc_cab       cane_dmc         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)    flow_no3(6)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)      no3ppm(8)      no3ppm(9)     no3ppm(10)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)         nh4(8)         nh4(9)        nh4(10)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)      nh4ppm(8)      nh4ppm(9)     nh4ppm(10)         leaves   green_leaves    dead_leaves     root_depth    rootgreenwt     stage_code         dlt_dm   dlt_dm_green   partition_xs dlt_dm_detached_root dlt_dm_detached_leaf dlt_dm_detached_cab
                          ()             ()   (dd/mm/yyyy)             ()             ()             ()         (year)          (day)         (days)             ()             ()             ()        (kg/ha)           (mm)           (mm)         (t/ha)        (g/m^2)        (g/m^2)          (g/g)            (%)          (g/g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)             ()             ()             ()           (mm)        (g/m^2)             ()        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)              (g/m^2)             (g/m^2)
 "12 Pongola 1986_87 N14 1R"        paddock     30/11/1986        pongola        1986-87          2.000           1986            334             19          alive              1          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000           5.08           5.08           2.97           2.00           0.73          0.021          1.000          1.000           0.09            0.09           0.00           0.06           0.03           0.00           0.01           0.02           0.01          1.000          174.3            4.7            3.6            2.6            2.6            5.7            5.7            5.8            5.8            5.9            0.0        250.845          2.846          1.711          1.223          1.231          1.413          1.420          1.440          1.453          1.462            0.5            0.1            0.0            0.0            0.0            0.0            0.0            0.1            0.1            0.1          0.748          0.066          0.000          0.000          0.000          0.000          0.008          0.014          0.017          0.020          2.312          2.312          0.000        540.000         363.88          3.000           0.35           0.43          -0.00                 0.73                 0.00                0.00
 "12 Pongola 1986_87 N14 1R"        paddock     01/12/1986        pongola        1986-87          2.000           1986            335             20          alive              1          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000           5.47           5.47           3.22           2.15           0.73          0.024          1.000          1.000           0.09            0.09           0.00           0.06           0.03           0.00           0.01           0.02           0.01          1.000          174.4            4.8            3.6            2.6            2.6            5.7            5.7            5.8            5.9            5.9            0.0        250.901          2.868          1.709          1.219          1.227          1.411          1.421          1.442          1.456          1.465            0.5            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.1            0.1          0.748          0.067          0.000          0.000          0.000          0.000          0.005          0.011          0.014          0.016          2.525          2.525          0.000        550.000         363.23          3.000           0.40           0.48           0.00                 0.73                 0.00                0.00
 "12 Pongola 1986_87 N14 1R"        paddock     02/12/1986        pongola        1986-87          2.000           1986            336             21          alive              1          0.000            0.0          0.000         36.900          0.001           0.10           0.00          0.000          0.000          0.000           5.88           5.88           3.48           2.30           0.73          0.027          1.000          1.000           0.09            0.09           0.00           0.06           0.03           0.00           0.01           0.02           0.01          1.000           63.2           74.7           33.3           11.3            4.5            6.1            5.8            5.9            5.9            5.9            0.5         90.874         44.791         15.955          5.282          2.112          1.519          1.448          1.460          1.472          1.478            0.3            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.1          0.456          0.068          0.000          0.000          0.000          0.000          0.003          0.008          0.011          0.014          2.737          2.737          0.000        560.000         362.59          3.000           0.41           0.49          -0.00                 0.73                 0.00                0.00
 "12 Pongola 1986_87 N14 1R"        paddock     03/12/1986        pongola        1986-87          2.000           1986            337             22          alive              1          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000           6.25           6.25           3.71           2.44           0.73          0.030          1.000          1.000           0.09            0.09           0.00           0.06           0.03           0.00           0.01           0.02           0.01          1.000           63.9           70.2           33.8           13.0            5.4            6.4            5.9            5.9            5.9            6.0            0.4         91.970         42.072         16.208          6.079          2.496          1.593          1.458          1.465          1.479          1.487            0.3            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.456          0.067          0.001          0.000          0.000          0.000          0.001          0.006          0.009          0.011          2.934          2.934          0.000        570.000         361.94          3.000           0.36           0.43          -0.00                 0.73                 0.00                0.00
 "12 Pongola 1986_87 N14 1R"        paddock     04/12/1986        pongola        1986-87          2.000           1986            338             23          alive              1          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000           6.74           6.74           4.02           2.62           0.72          0.033          1.000          1.000           0.09            0.09           0.00           0.06           0.03           0.00           0.01           0.01           0.01          1.000           64.7           69.3           33.2           13.2            5.5            6.5            5.8            5.9            5.9            6.0            0.2         93.112         41.572         15.940          6.152          2.580          1.615          1.454          1.459          1.475          1.486            0.3            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.456          0.066          0.002          0.000          0.000          0.000          0.000          0.004          0.007          0.009          3.166          3.166          0.000        580.000         361.31          3.000           0.50           0.59          -0.00                 0.73                 0.00                0.00
 "12 Pongola 1986_87 N14 1R"        paddock     05/12/1986        pongola        1986-87          2.000           1986            339             24          alive              1          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000           7.31           7.31           4.38           2.83           0.72          0.037          1.000          1.000           0.09            0.09           0.00           0.06           0.03           0.00           0.01           0.01           0.01          1.000           65.5           68.7           33.1           13.2            5.6            6.5            5.8            5.8            5.9            6.0            0.1         94.210         41.171         15.880          6.143          2.588          1.618          1.447          1.452          1.469          1.481            0.3            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.456          0.066          0.003          0.000          0.000          0.000          0.000          0.002          0.005          0.007          3.386          3.386          0.000        590.000         360.70          3.000           0.57           0.69           0.00                 0.72                 0.00                0.00
 "12 Pongola 1986_87 N14 1R"        paddock     06/12/1986        pongola        1986-87          2.000           1986            340             25          alive              1          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000           7.91           7.91           4.76           3.05           0.72          0.042          1.000          1.000           0.10            0.10           0.00           0.07           0.03           0.00           0.01           0.01           0.01          1.000           66.2           68.0           33.1           13.1            5.5            6.5            5.8            5.8            5.9            5.9            0.0         95.269         40.774         15.873          6.127          2.582          1.616          1.441          1.447          1.464          1.476            0.3            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.456          0.066          0.004          0.000          0.000          0.000          0.000          0.001          0.004          0.006          3.610          3.610          0.000        600.000         360.10          3.000           0.60           0.72           0.00                 0.72                 0.00                0.00
 "12 Pongola 1986_87 N14 1R"        paddock     07/12/1986        pongola        1986-87          2.000           1986            341             26          alive              1          0.000            0.0          0.000          9.000          0.001           0.10           0.00          0.000          0.000          0.000           8.52           8.52           5.14           3.28           0.72          0.046          1.000          1.000           0.10            0.10           0.00           0.07           0.03           0.00           0.01           0.01           0.01          1.000           66.8           67.6           33.1           13.1            5.5            6.5            5.8            5.8            5.9            5.9            0.0         96.186         40.498         15.865          6.119          2.578          1.615          1.438          1.444          1.461          1.474            0.2            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.238          0.068          0.005          0.001          0.000          0.000          0.000          0.000          0.003          0.005          3.823          3.823          0.000        610.000         359.50          3.000           0.61           0.73           0.00                 0.72                 0.00                0.00
 "12 Pongola 1986_87 N14 1R"        paddock     08/12/1986        pongola        1986-87          2.000           1986            342             27          alive              1          0.000            0.0          0.000          1.300          0.001           0.10           0.00          0.000          0.000          0.000           9.04           9.04           5.47           3.47           0.72          0.050          1.000          1.000           0.11            0.11           0.00           0.08           0.03           0.00           0.01           0.01           0.01          1.000           67.4           67.1           33.1           13.1            5.5            6.5            5.8            5.8            5.9            5.9            0.0         97.002         40.203         15.854          6.110          2.577          1.614          1.436          1.443          1.460          1.472            0.2            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.238          0.071          0.006          0.001          0.000          0.000          0.000          0.000          0.002          0.004          4.002          4.002          0.000        620.000         358.89          3.000           0.52           0.63           0.00                 0.72                 0.00                0.00
 "12 Pongola 1986_87 N14 1R"        paddock     09/12/1986        pongola        1986-87          2.000           1986            343             28          alive              1          0.000            0.0          0.000          2.200          0.001           0.10           0.00          0.000          0.000          0.000           9.68           9.68           5.87           3.71           0.72          0.055          1.000          1.000           0.11            0.11           0.00           0.08           0.03           0.00           0.01           0.01           0.01          1.000           68.1           66.5           33.0           13.1            5.5            6.5            5.8            5.8            5.9            5.9            0.0         97.975         39.846         15.840          6.102          2.576          1.614          1.435          1.442          1.459          1.472            0.2            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.238          0.073          0.007          0.002          0.000          0.000          0.000          0.000          0.001          0.003          4.201          4.201          0.000        630.000         358.30          3.000           0.64           0.77          -0.00                 0.72                 0.00                0.00
 "12 Pongola 1986_87 N14 1R"        paddock     10/12/1986        pongola        1986-87          2.000           1986            344             29          alive              1          0.000            0.0          0.000          0.000          0.001           0.10           0.00          0.000          0.000          0.000          10.12          10.12           6.15           3.87           0.72          0.058          1.000          1.000           0.12            0.12           0.00           0.09           0.03           0.00           0.01           0.01           0.01          1.000           68.7           65.9           33.0           13.1            5.5            6.5            5.8            5.8            5.9            5.9            0.0         98.920         39.501         15.825          6.095          2.576          1.613          1.434          1.441          1.459          1.472            0.2            0.1            0.0            0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.238          0.077          0.007          0.002          0.000          0.000          0.000          0.000          0.001          0.002          4.341          4.341          0.000        640.000         357.67          3.000           0.44           0.53          -0.00                 0.72                 0.00                0.00
