SimulationName   Clock.Today  PotatoHarvestRule.Script.FinalTag  Potato.Leaf.Live.Nconc  Potato.Stem.Live.Nconc  Potato.Tuber.Live.Nconc  Potato.Leaf.Live.Wt  Potato.Stem.Live.Wt  Potato.Tuber.Live.Wt  Potato.Summariser.Total.Live.Wt  Potato.Leaf.LAI  Potato.Leaf.LiveN  Potato.Stem.Live.N  Potato.Tuber.Live.N  Potato.Total.Live.N  Potato.Tuber.DMconc  Potato.Tuber.LiveFWt  Potato.Summariser.AboveGround.Live.Wt  Potato.Summariser.Aboveground.Live.N  ExtraVariables.Script.AccumTtemerg  Potato.Summariser.AboveGround.Dead.N  Potato.Summariser.AboveGroundDeadWt  Potato.Leaf.SpecificArea
()  (yyyy-mm-dd)  ()  (%)  (%)  (%)  (g/m2)  (g/m2)  (g/m2)  (g/m2)  ()  (g/m2)  (g/m2)  (g/m2)  (g/m2)  (%)  (g/m2)  (g/m2)  (g/m2)  (oCd)  (g/m2)  (g/m2)  (mm^2/g)
PotatoCultivarKaraka  2003-11-24  *  *  *  *  17.87  15.28  0.00  33.14  0.34  *  *  *  *  *  0.00  25.31  *  *  *  0.00  19083.38
PotatoCultivarKaraka  2003-12-08  *  *  *  *  79.26  65.75  7.55  152.56  1.82  *  *  *  *  0.124  60.70  130.05  *  *  *  0.00  22714.72
PotatoCultivarKaraka  2003-12-21  *  0.0559  0.0399  0.0162  145.85  139.04  149.57  434.46  3.54  8.15  5.55  2.43  16.14  0.145  1027.20  303.73  1.37  *  *  12.13  24060.70
PotatoCultivarKaraka  2004-01-06  *  *  *  *  167.63  216.62  500.23  884.48  4.71  *  *  *  *  0.188  2676.13  428.68  *  *  *  38.75  27663.93
PotatoCultivarKaraka  2004-01-19  *  0.0438  0.0225  0.0137  163.76  291.88  702.95  1158.59  4.65  7.18  6.33  9.63  23.13  0.190  3703.89  505.30  1.35  *  *  45.76  27958.70
PotatoCultivarKaraka  2004-02-02  *  0.0453  0.0160  0.0141  153.07  361.93  1016.88  1531.88  4.94  6.83  5.70  14.27  26.79  0.185  5517.00  565.96  1.25  *  *  50.33  32441.49
PotatoCultivarKaraka  2004-02-18  *  0.0403  0.0101  0.0125  92.00  320.47  1374.62  1787.09  2.50  3.69  3.18  16.98  23.85  0.210  6585.58  445.20  0.69  *  *  28.81  26855.79
PotatoCultivarKaraka  2004-03-01  *  *  *  *  45.52  250.96  1477.42  1773.90  1.27  *  *  *  *  0.208  7112.33  325.01  *  *  *  26.30  26915.39
PotatoCultivarKaraka  2004-03-15  *  *  *  *  22.01  202.50  1828.16  2052.68  0.58  *  *  *  *  0.205  8883.72  335.11  *  *  *  109.65  25540.91
PotatoCultivarKaraka  2004-03-30  *  0.0231  0.0083  0.0125  0.51  49.21  1873.56  1923.28  0.06  0.05  0.61  23.52  23.57  0.213  8852.69  336.28  0.03  *  *  286.56  20850.00
PotatoCultivarKaraka  2004-04-13  *  *  *  *  0.00  0.00  1686.85  1686.85  *  *  *  *  *  0.202  8366.09  292.21  *  *  *  292.21  *
PotatoCultivarKaraka  2004-06-01  yield  *  *  0.0134  *  *  1580.73  1580.73  *  *  *  21.09  21.09  0.196  8100.07  *  *  *  *  *  *
PotatoCultivarNooksac  2003-11-24  *  *  *  *  5.81  9.87  0.00  15.68  0.10  *  *  *  *  *  0.00  7.76  *  *  *  0.00  15925.26
PotatoCultivarNooksac  2003-12-08  *  *  *  *  34.58  23.04  0.38  58.00  0.81  *  *  *  *  0.132  3.14  48.01  *  *  *  0.00  22770.69
PotatoCultivarNooksac  2003-12-21  *  0.0612  0.0471  0.0188  128.05  68.37  85.88  282.30  2.99  7.83  3.22  1.61  12.66  0.152  564.88  202.55  1.11  *  *  0.00  23244.45
PotatoCultivarNooksac  2004-01-06  *  *  *  *  175.48  119.58  349.93  644.99  4.97  *  *  *  *  0.177  1983.58  310.10  *  *  *  6.72  28386.45
PotatoCultivarNooksac  2004-01-19  *  0.0481  0.0313  0.0161  172.57  161.40  546.39  880.36  5.60  8.31  5.03  8.75  22.09  0.181  3019.57  378.09  1.33  *  *  34.21  32162.05
PotatoCultivarNooksac  2004-02-02  *  0.0462  0.0228  0.0147  129.03  189.44  887.97  1206.44  4.75  6.22  4.32  14.88  25.43  0.190  4684.63  382.95  1.05  *  *  50.74  36271.10
PotatoCultivarNooksac  2004-02-18  *  0.0451  0.0141  0.0143  80.43  165.34  1030.56  1276.33  2.76  3.65  2.41  14.76  20.81  0.201  5126.10  284.42  0.61  *  *  31.78  34476.05
PotatoCultivarNooksac  2004-03-01  *  *  *  *  75.72  172.72  1257.29  1505.73  2.62  *  *  *  *  0.207  6083.45  278.03  *  *  *  29.10  33870.08
PotatoCultivarNooksac  2004-03-15  *  *  *  *  24.16  113.56  1298.04  1435.77  0.79  *  *  *  *  0.208  6226.69  197.51  *  *  *  59.79  32993.74
PotatoCultivarNooksac  2004-03-30  *  0.0345  0.0069  0.0149  0.23  33.74  1382.70  1416.67  0.06  0.05  0.37  20.47  20.58  0.214  6430.19  151.52  0.06  *  *  117.55  39800.00
PotatoCultivarNooksac  2004-04-13  *  *  *  *  0.00  0.00  1529.15  1529.15  *  *  *  *  *  0.218  6999.18  144.29  *  *  *  144.29  *
PotatoCultivarNooksac  2004-06-01  yield  *  *  0.0163  *  *  1370.93  1370.93  *  *  *  22.43  22.43  0.204  6723.25  *  *  *  *  *  *
PotatoCultivarRedRascal  2003-11-24  *  *  *  *  13.51  11.23  0.00  24.73  0.27  *  *  *  *  *  0.01  18.14  *  *  *  0.00  20147.95
PotatoCultivarRedRascal  2003-12-08  *  *  *  *  73.52  55.18  17.14  145.84  1.97  *  *  *  *  0.126  135.84  115.69  *  *  *  0.00  26781.70
PotatoCultivarRedRascal  2003-12-21  *  0.0556  0.0367  0.0181  135.13  115.97  144.96  396.06  3.73  7.50  4.24  2.62  14.36  0.141  1048.91  256.50  1.17  *  *  4.03  27053.86
PotatoCultivarRedRascal  2004-01-06  *  *  *  *  159.72  207.44  420.43  787.60  4.70  *  *  *  *  0.169  2502.64  402.96  *  *  *  30.13  29055.74
PotatoCultivarRedRascal  2004-01-19  *  0.0446  0.0222  0.0147  162.46  325.61  549.04  1037.11  4.60  7.22  7.12  8.15  22.49  0.169  3248.85  542.81  1.43  *  *  52.94  27903.25
PotatoCultivarRedRascal  2004-02-02  *  0.0484  0.0181  0.0143  104.64  419.24  831.56  1355.44  3.88  4.92  7.61  11.79  24.32  0.161  5135.27  545.04  1.25  *  *  19.02  37690.63
PotatoCultivarRedRascal  2004-02-18  *  0.0447  0.0089  0.0137  94.50  510.24  959.04  1563.79  3.36  4.21  4.57  13.08  21.86  0.179  5387.12  621.60  0.88  *  *  16.54  35290.24
PotatoCultivarRedRascal  2004-03-01  *  *  *  *  54.20  477.56  1142.90  1674.65  1.90  *  *  *  *  0.184  6192.63  551.09  *  *  *  19.33  36547.94
PotatoCultivarRedRascal  2004-03-15  *  *  *  *  43.77  438.84  1427.99  1910.60  1.54  *  *  *  *  0.188  7575.15  494.77  *  *  *  12.16  35927.21
PotatoCultivarRedRascal  2004-03-30  *  0.0298  0.0139  0.0132  12.11  262.77  1810.93  2085.81  0.81  0.73  4.28  24.24  27.01  0.207  8733.02  393.49  0.55  *  *  118.61  33661.07
PotatoCultivarRedRascal  2004-04-13  *  *  *  *  0.00  102.27  1718.03  1820.30  *  *  *  *  *  0.207  8338.42  320.01  *  *  *  217.74  *
PotatoCultivarRedRascal  2004-06-01  yield  *  *  0.0133  *  *  1604.79  1604.79  *  *  *  21.27  21.27  0.201  7958.33  *  *  *  *  *  *
PotatoCultivarRua  2003-11-24  *  *  *  *  5.17  6.38  0.00  11.56  0.10  *  *  *  *  *  0.00  7.28  *  *  *  0.00  19029.45
PotatoCultivarRua  2003-12-08  *  *  *  *  42.71  25.79  0.19  68.69  0.95  *  *  *  *  0.127  1.57  61.73  *  *  *  0.00  22163.84
PotatoCultivarRua  2003-12-21  *  0.0594  0.0454  0.0208  132.15  73.93  52.54  258.62  2.97  7.85  3.35  1.07  12.27  0.128  410.35  209.89  1.12  *  *  0.00  22276.80
PotatoCultivarRua  2004-01-06  *  *  *  *  177.72  136.84  306.75  621.31  4.38  *  *  *  *  0.173  1770.59  354.83  *  *  *  19.21  24373.30
PotatoCultivarRua  2004-01-19  *  0.0470  0.0284  0.0147  197.93  225.74  464.54  888.21  5.09  9.29  6.44  6.79  22.52  0.171  2727.29  497.68  1.57  *  *  28.20  25271.92
PotatoCultivarRua  2004-02-02  *  0.0442  0.0231  0.0143  134.51  261.22  663.16  1058.89  4.45  5.92  6.05  9.57  21.53  0.152  4381.44  530.35  1.20  *  *  36.76  32598.08
PotatoCultivarRua  2004-02-18  *  0.0424  0.0139  0.0128  112.94  270.05  883.06  1266.06  3.42  4.78  3.77  11.23  19.78  0.193  4547.24  453.68  0.86  *  *  22.54  30470.59
PotatoCultivarRua  2004-03-01  *  *  *  *  85.13  275.36  1125.73  1486.22  2.65  *  *  *  *  0.200  5630.37  399.81  *  *  *  22.86  31120.04
PotatoCultivarRua  2004-03-15  *  *  *  *  47.29  253.40  1284.62  1585.31  1.42  *  *  *  *  0.206  6267.50  343.95  *  *  *  31.97  29254.58
PotatoCultivarRua  2004-03-30  *  0.0271  0.0133  0.0121  12.20  199.09  1406.12  1617.41  0.44  0.40  2.97  17.15  18.89  0.221  6407.87  271.26  0.35  *  *  59.98  32523.44
PotatoCultivarRua  2004-04-13  *  *  *  *  0.00  128.31  1619.40  1747.71  *  *  *  *  *  0.218  7408.93  218.73  *  *  *  90.42  *
PotatoCultivarRua  2004-06-01  yield  *  *  0.0131  *  *  1633.73  1633.73  *  *  *  21.22  21.22  0.206  7875.72  *  *  *  *  *  *
