SimulationName   Clock.Today  PotatoHarvestRule.Script.FinalTag  Potato.Leaf.Live.Nconc  Potato.Stem.Live.Nconc  Potato.Tuber.Live.Nconc  Potato.Leaf.Live.Wt  Potato.Stem.Live.Wt  Potato.Tuber.Live.Wt  Potato.Summariser.Total.Live.Wt  Potato.Leaf.LAI  Potato.Leaf.LiveN  Potato.Stem.Live.N  Potato.Tuber.Live.N  Potato.Total.Live.N  Potato.Tuber.DMconc  Potato.Tuber.LiveFWt  Potato.Summariser.AboveGround.Live.Wt  Potato.Summariser.Aboveground.Live.N  ExtraVariables.Script.AccumTtemerg  Potato.Summariser.AboveGround.Dead.N  Potato.Summariser.AboveGroundDeadWt  Potato.Leaf.SpecificArea
()  (yyyy-mm-dd)  ()  (%)  (%)  (%)  (g/m2)  (g/m2)  (g/m2)  (g/m2)  ()  (g/m2)  (g/m2)  (g/m2)  (g/m2)  (%)  (g/m2)  (g/m2)  (g/m2)  (oCd)  (g/m2)  (g/m2)  (mm^2/g)
rainshelterIrrigation9_late@100  1988-04-20  yield  *  *  *  *  *  1374.97  1374.97  *  *  *  *  *  0.230  5976.51  *  *  *  *  *  *
SFF_02_03SituationDuncans_100  2002-12-27  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *
SFF_02_03SituationDuncans_100  2003-01-20  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *
SFF_02_03SituationDuncans_100  2003-02-20  *  *  *  *  156.19  195.82  1062.24  1764.14  *  *  *  *  *  *  *  349.89  *  *  *  *  *
SFF_02_03SituationDuncans_100  2003-03-20  yield  *  *  0.0152  95.20  193.94  1784.85  2054.57  *  *  *  27.10  27.10  0.246  7260.61  286.06  *  *  *  *  *
SFF_02_03SituationDuncans_200  2002-12-27  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *
SFF_02_03SituationDuncans_200  2003-01-20  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *
SFF_02_03SituationDuncans_200  2003-02-20  *  *  *  *  183.13  225.92  1267.28  2082.60  *  *  *  *  *  *  *  406.27  *  *  *  *  *
SFF_02_03SituationDuncans_200  2003-03-20  yield  *  *  0.0180  104.25  183.91  1606.67  1909.72  *  *  *  28.83  28.83  0.229  7008.33  285.14  *  *  *  *  *
SFF_02_03SituationDuncans_nil  2002-12-27  *  *  *  *  72.63  41.89  12.17  241.22  *  *  *  *  *  *  *  114.52  *  *  *  *  *
SFF_02_03SituationDuncans_nil  2003-01-20  *  *  *  *  125.86  128.69  208.33  717.33  *  *  *  *  *  *  *  254.45  *  *  *  *  *
SFF_02_03SituationDuncans_nil  2003-02-20  *  *  *  *  151.18  188.08  1050.88  1726.96  *  *  *  *  *  *  *  336.83  *  *  *  *  *
SFF_02_03SituationDuncans_nil  2003-03-20  yield  *  *  0.0150  86.46  170.11  1666.83  2056.55  *  *  *  24.49  24.49  0.248  6694.70  253.61  *  *  *  *  *
SFF_02_03SituationHewson_100  2002-12-17  *  *  *  *  55.82  46.67  8.94  213.92  *  *  *  *  *  *  *  102.49  *  *  *  *  *
SFF_02_03SituationHewson_100  2003-01-20  *  *  *  *  208.28  222.53  724.64  1585.99  *  *  *  *  *  *  *  430.54  *  *  *  *  *
SFF_02_03SituationHewson_100  2003-02-20  *  *  *  *  143.13  180.47  1608.20  2253.97  *  *  *  *  *  *  *  322.17  *  *  *  *  *
SFF_02_03SituationHewson_100  2003-03-20  yield  *  *  0.0142  64.77  102.27  1833.87  2328.06  *  *  *  25.89  25.89  0.237  7745.45  165.03  *  *  *  *  *
SFF_02_03SituationHewson_Grower  2002-12-17  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *
SFF_02_03SituationHewson_Grower  2003-01-20  *  *  *  *  195.26  208.23  593.30  1400.10  *  *  *  *  *  *  *  403.30  *  *  *  *  *
SFF_02_03SituationHewson_Grower  2003-02-20  *  *  *  *  148.37  158.25  1532.58  2144.46  *  *  *  *  *  *  *  305.26  *  *  *  *  *
SFF_02_03SituationHewson_Grower  2003-03-20  yield  *  *  0.0176  62.18  93.25  1926.70  2093.42  *  *  *  33.83  33.83  0.222  8663.64  154.04  *  *  *  *  *
SFF_02_03SituationHewson_PC  2002-12-17  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *
SFF_02_03SituationHewson_PC  2003-01-20  *  *  *  *  174.42  178.44  627.76  1333.10  *  *  *  *  *  *  *  352.47  *  *  *  *  *
SFF_02_03SituationHewson_PC  2003-02-20  *  *  *  *  147.47  173.28  1582.38  2222.43  *  *  *  *  *  *  *  319.30  *  *  *  *  *
SFF_02_03SituationHewson_PC  2003-03-20  yield  *  *  0.0160  119.78  167.49  1834.87  2765.26  *  *  *  29.24  29.24  0.226  8123.48  285.25  *  *  *  *  *
SFF_02_03SituationHowey_100  2002-12-17  *  *  *  *  89.18  83.91  105.89  452.05  *  *  *  *  *  *  *  173.08  *  *  *  *  *
SFF_02_03SituationHowey_100  2003-01-20  *  *  *  *  190.14  216.76  815.92  1629.51  *  *  *  *  *  *  *  406.69  *  *  *  *  *
SFF_02_03SituationHowey_100  2003-02-20  *  *  *  *  108.55  123.72  1538.19  2001.43  *  *  *  *  *  *  *  230.97  *  *  *  *  *
SFF_02_03SituationHowey_100  2003-03-20  yield  *  *  0.0156  48.16  84.19  1815.10  1927.82  *  *  *  28.20  28.20  0.230  7877.27  131.01  *  *  *  *  *
SFF_02_03SituationHowey_Grower  2002-12-17  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *
SFF_02_03SituationHowey_Grower  2003-01-20  *  *  *  *  217.87  224.38  933.41  1817.75  *  *  *  *  *  *  *  442.10  *  *  *  *  *
SFF_02_03SituationHowey_Grower  2003-02-20  *  *  *  *  106.57  134.14  1567.05  2047.42  *  *  *  *  *  *  *  239.65  *  *  *  *  *
SFF_02_03SituationHowey_Grower  2003-03-20  yield  *  *  0.0170  74.10  94.76  1849.32  2402.80  *  *  *  31.41  31.41  0.233  7947.73  167.34  *  *  *  *  *
SFF_02_03SituationHowey_PC  2002-12-17  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *
SFF_02_03SituationHowey_PC  2003-01-20  *  *  *  *  218.60  178.10  734.38  1527.64  *  *  *  *  *  *  *  396.56  *  *  *  *  *
SFF_02_03SituationHowey_PC  2003-02-20  *  *  *  *  133.83  146.85  1642.87  2203.00  *  *  *  *  *  *  *  279.46  *  *  *  *  *
SFF_02_03SituationHowey_PC  2003-03-20  yield  *  *  0.0165  101.24  116.27  1813.13  2554.78  *  *  *  29.89  29.89  0.220  8235.61  215.94  *  *  *  *  *
SFF_02_03SituationNewton_100  2002-12-17  *  *  *  *  95.69  75.54  41.20  383.66  *  *  *  *  *  *  *  171.23  *  *  *  *  *
SFF_02_03SituationNewton_100  2003-01-20  *  *  *  *  203.03  182.20  670.94  1441.25  *  *  *  *  *  *  *  385.08  *  *  *  *  *
SFF_02_03SituationNewton_100  2003-02-20  *  *  *  *  124.95  147.67  1548.57  2092.13  *  *  *  *  *  *  *  270.95  *  *  *  *  *
SFF_02_03SituationNewton_100  2003-03-20  yield  *  *  0.0146  60.52  116.56  1600.84  2285.06  *  *  *  23.33  23.33  0.228  7006.06  175.33  *  *  *  *  *
SFF_02_03SituationNewton_Grower  2002-12-17  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *
SFF_02_03SituationNewton_Grower  2003-01-20  *  *  *  *  181.60  154.92  594.73  1267.61  *  *  *  *  *  *  *  336.36  *  *  *  *  *
SFF_02_03SituationNewton_Grower  2003-02-20  *  *  *  *  143.77  160.25  1605.26  2211.33  *  *  *  *  *  *  *  302.05  *  *  *  *  *
SFF_02_03SituationNewton_Grower  2003-03-20  yield  *  *  0.0138  46.73  101.39  1670.06  2409.86  *  *  *  23.06  23.06  0.231  7222.73  146.39  *  *  *  *  *
SFF_02_03SituationNewton_PC  2002-12-17  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *
SFF_02_03SituationNewton_PC  2003-01-20  *  *  *  *  203.54  180.68  590.20  1358.41  *  *  *  *  *  *  *  383.99  *  *  *  *  *
SFF_02_03SituationNewton_PC  2003-02-20  *  *  *  *  179.14  163.06  1688.19  2370.81  *  *  *  *  *  *  *  340.42  *  *  *  *  *
SFF_02_03SituationNewton_PC  2003-03-20  yield  *  *  0.0178  91.37  114.14  1786.11  2484.73  *  *  *  31.71  31.71  0.229  7774.24  203.73  *  *  *  *  *
SFF_02_03SituationPye_100  2002-12-17  *  *  *  *  93.18  85.03  123.93  480.34  *  *  *  *  *  *  *  178.20  *  *  *  *  *
SFF_02_03SituationPye_100  2003-01-20  *  *  *  *  146.57  134.43  891.34  1453.09  *  *  *  *  *  *  *  280.75  *  *  *  *  *
SFF_02_03SituationPye_100  2003-02-20  *  *  *  *  87.57  96.10  1739.80  2105.89  *  *  *  *  *  *  *  182.42  *  *  *  *  *
SFF_02_03SituationPye_100  2003-03-20  yield  *  *  0.0112  1.27  27.81  1467.54  1767.88  *  *  *  16.44  16.44  0.246  5957.58  27.93  *  *  *  *  *
SFF_02_03SituationPye_Grower  2002-12-17  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *
SFF_02_03SituationPye_Grower  2003-01-20  *  *  *  *  163.91  129.41  859.84  1446.22  *  *  *  *  *  *  *  293.05  *  *  *  *  *
SFF_02_03SituationPye_Grower  2003-02-20  *  *  *  *  173.88  115.55  1978.07  2555.38  *  *  *  *  *  *  *  287.88  *  *  *  *  *
SFF_02_03SituationPye_Grower  2003-03-20  yield  *  *  0.0181  70.80  79.33  1775.19  2386.45  *  *  *  32.23  32.23  0.242  7328.03  148.72  *  *  *  *  *
SFF_02_03SituationPye_PC  2002-12-17  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *
SFF_02_03SituationPye_PC  2003-01-20  *  *  *  *  146.67  130.03  902.95  1456.15  *  *  *  *  *  *  *  276.50  *  *  *  *  *
SFF_02_03SituationPye_PC  2003-02-20  *  *  *  *  132.01  126.34  2006.07  2521.10  *  *  *  *  *  *  *  256.70  *  *  *  *  *
SFF_02_03SituationPye_PC  2003-03-20  yield  *  *  0.0126  6.08  49.32  1660.60  2213.71  *  *  *  20.94  20.94  0.249  6659.09  53.69  *  *  *  *  *
SFF_02_03SituationScott_100  2002-12-17  *  *  *  *  48.59  33.71  0.00  164.60  *  *  *  *  *  *  *  82.30  *  *  *  *  *
SFF_02_03SituationScott_100  2003-01-20  *  *  *  *  169.66  156.01  572.44  1223.60  *  *  *  *  *  *  *  325.49  *  *  *  *  *
SFF_02_03SituationScott_100  2003-02-20  *  *  *  *  133.61  149.99  1395.21  1960.48  *  *  *  *  *  *  *  281.68  *  *  *  *  *
SFF_02_03SituationScott_100  2003-03-20  yield  *  *  0.0134  77.48  130.64  1804.27  2358.01  *  *  *  24.24  24.24  0.245  7368.94  206.27  *  *  *  *  *
SFF_02_03SituationScott_Grower  2002-12-17  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *
SFF_02_03SituationScott_Grower  2003-01-20  *  *  *  *  151.23  137.98  464.36  1042.70  *  *  *  *  *  *  *  289.13  *  *  *  *  *
SFF_02_03SituationScott_Grower  2003-02-20  *  *  *  *  163.29  153.41  1600.19  2232.28  *  *  *  *  *  *  *  315.39  *  *  *  *  *
SFF_02_03SituationScott_Grower  2003-03-20  yield  *  *  0.0162  110.87  122.74  1850.11  2514.92  *  *  *  29.85  29.85  0.233  7925.76  231.66  *  *  *  *  *
SFF_02_03SituationScott_PC  2002-12-17  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *
SFF_02_03SituationScott_PC  2003-01-20  *  *  *  *  159.85  152.05  447.99  1071.71  *  *  *  *  *  *  *  311.81  *  *  *  *  *
SFF_02_03SituationScott_PC  2003-02-20  *  *  *  *  134.60  142.22  1580.96  2133.23  *  *  *  *  *  *  *  275.45  *  *  *  *  *
SFF_02_03SituationScott_PC  2003-03-20  yield  *  *  0.0158  100.28  112.69  1725.80  2367.57  *  *  *  27.28  27.28  0.234  7391.67  211.17  *  *  *  *  *
SFF_03_04SituationHewson_100  2004-05-23  yield  *  *  0.0139  *  *  1697.74  *  *  *  *  23.50  23.50  0.233  7287.00  *  *  *  *  *  *
SFF_03_04SituationHewson_Grower  2004-05-23  yield  *  *  0.0164  *  *  1785.00  *  *  *  *  29.33  29.33  0.226  7912.61  *  *  *  *  *  *
SFF_03_04SituationHewson_PC  2004-05-23  yield  *  *  0.0150  *  *  1714.35  *  *  *  *  25.70  25.70  0.229  7486.42  *  *  *  *  *  *
SFF_03_04SituationHowey_100  2004-04-05  yield  *  *  0.0124  *  *  1386.14  *  *  *  *  17.19  17.19  0.240  5779.89  *  *  *  *  *  *
SFF_03_04SituationHowey_Grower  2004-04-05  yield  *  *  0.0170  *  *  1483.11  *  *  *  *  25.24  25.24  0.239  6210.38  *  *  *  *  *  *
SFF_03_04SituationHowey_PC  2004-04-05  yield  *  *  0.0143  *  *  1439.56  *  *  *  *  20.51  20.51  0.248  5808.04  *  *  *  *  *  *
SFF_03_04SituationNewton_100  2004-03-24  yield  *  *  0.0127  *  *  1614.05  *  *  *  *  20.52  20.52  0.230  7023.62  *  *  *  *  *  *
SFF_03_04SituationNewton_Grower  2004-03-24  yield  *  *  0.0136  *  *  1871.16  *  *  *  *  25.33  25.33  0.230  8136.22  *  *  *  *  *  *
SFF_03_04SituationNewton_PC  2004-03-24  yield  *  *  0.0128  *  *  1676.33  *  *  *  *  21.53  21.53  0.226  7430.37  *  *  *  *  *  *
SFF_03_04SituationPye_100  2004-05-23  yield  *  *  0.0133  *  *  1467.27  *  *  *  *  19.51  19.51  0.219  6715.09  *  *  *  *  *  *
SFF_03_04SituationPye_Grower  2004-05-23  yield  *  *  0.0162  *  *  1534.42  *  *  *  *  24.86  24.86  0.219  7010.86  *  *  *  *  *  *
SFF_03_04SituationPye_PC  2004-05-23  yield  *  *  0.0148  *  *  1482.33  *  *  *  *  22.03  22.03  0.220  6737.03  *  *  *  *  *  *
SFF_03_04SituationScott_100  2004-03-23  yield  *  *  0.0137  *  *  1711.00  *  *  *  *  23.57  23.57  0.240  7148.07  *  *  *  *  *  *
SFF_03_04SituationScott_Grower  2004-03-23  yield  *  *  0.0158  *  *  1695.95  *  *  *  *  26.88  26.88  0.232  7320.60  *  *  *  *  *  *
SFF_03_04SituationScott_PC  2004-03-23  yield  *  *  0.0151  *  *  1719.19  *  *  *  *  25.99  25.99  0.236  7303.44  *  *  *  *  *  *
SFF_04_05SituationHewson_100  2005-04-10  yield  *  *  0.0164  *  *  1395.00  *  *  *  *  22.86  22.86  0.211  6598.71  *  *  *  *  *  *
SFF_04_05SituationHewson_Grower  2005-04-10  yield  *  *  0.0179  *  *  1430.27  *  *  *  *  25.55  25.55  0.205  6993.13  *  *  *  *  *  *
SFF_04_05SituationHewson_PC  2005-04-10  yield  *  *  0.0179  *  *  1424.80  *  *  *  *  25.45  25.45  0.208  6855.69  *  *  *  *  *  *
SFF_04_05SituationHowey_100  2005-04-05  yield  *  *  0.0148  *  *  1237.40  *  *  *  *  18.37  18.37  0.226  5479.85  *  *  *  *  *  *
SFF_04_05SituationHowey_Grower  2005-04-05  yield  *  *  0.0192  *  *  1551.65  *  *  *  *  29.82  29.82  0.221  7022.69  *  *  *  *  *  *
SFF_04_05SituationHowey_PC  2005-04-05  yield  *  *  0.0168  *  *  1551.65  *  *  *  *  26.08  26.08  0.230  6755.02  *  *  *  *  *  *
SFF_04_05SituationNewton_100  2005-03-23  yield  *  *  0.0169  *  *  1515.29  *  *  *  *  25.53  25.53  0.212  7133.00  *  *  *  *  *  *
SFF_04_05SituationNewton_Grower  2005-03-23  yield  *  *  0.0202  *  *  1484.77  *  *  *  *  29.99  29.99  0.196  7563.57  *  *  *  *  *  *
SFF_04_05SituationNewton_PC  2005-03-23  yield  *  *  0.0172  *  *  1569.09  *  *  *  *  26.88  26.88  0.206  7595.79  *  *  *  *  *  *
SFF_04_05SituationPye_100  2005-04-07  yield  *  *  0.0168  *  *  1383.54  *  *  *  *  23.23  23.23  0.227  6081.72  *  *  *  *  *  *
SFF_04_05SituationPye_Grower  2005-04-07  yield  *  *  0.0183  *  *  1370.35  *  *  *  *  25.08  25.08  0.221  6193.66  *  *  *  *  *  *
SFF_04_05SituationPye_PC  2005-04-07  yield  *  *  0.0178  *  *  1433.36  *  *  *  *  25.55  25.55  0.225  6383.22  *  *  *  *  *  *
SFF_04_05SituationScott_100  2005-04-12  yield  *  *  0.0166  *  *  1347.29  *  *  *  *  22.38  22.38  0.217  6199.78  *  *  *  *  *  *
SFF_04_05SituationScott_Grower  2005-04-12  yield  *  *  0.0184  *  *  1410.59  *  *  *  *  25.92  25.92  0.217  6505.95  *  *  *  *  *  *
SFF_04_05SituationScott_PC  2005-04-12  yield  *  *  0.0170  *  *  1315.29  *  *  *  *  22.26  22.26  0.219  6040.28  *  *  *  *  *  *
SFF_05_06SituationASW_Grower  2005-04-12  yield  *  *  0.0159  *  *  1973.81  *  *  *  *  31.30  31.30  0.227  8691.61  *  *  *  *  *  *
SFF_05_06SituationASW_High  2005-04-12  yield  *  *  0.0169  *  *  1820.80  *  *  *  *  30.73  30.73  0.220  8281.76  *  *  *  *  *  *
SFF_05_06SituationASW_Low  2005-04-12  yield  *  *  0.0143  *  *  1938.27  *  *  *  *  27.60  27.60  0.240  8070.57  *  *  *  *  *  *
SFF_05_06SituationASW_PC  2005-04-12  yield  *  *  0.0165  *  *  1814.51  *  *  *  *  30.01  30.01  0.223  8127.16  *  *  *  *  *  *
SFF_05_06SituationBalle_Grower  2005-03-23  yield  *  *  0.0143  *  *  1600.36  *  *  *  *  22.46  22.46  0.204  7853.84  *  *  *  *  *  *
SFF_05_06SituationBalle_High  2005-03-23  yield  *  *  0.0182  *  *  1356.29  *  *  *  *  24.11  24.11  0.183  7361.91  *  *  *  *  *  *
SFF_05_06SituationBalle_Low  2005-03-23  yield  *  *  0.0150  *  *  1489.81  *  *  *  *  22.16  22.16  0.194  7693.96  *  *  *  *  *  *
SFF_05_06SituationBalle_PC  2005-03-23  yield  *  *  0.0168  *  *  1517.98  *  *  *  *  24.87  24.87  0.190  7921.47  *  *  *  *  *  *
SFF_05_06SituationCOEL_Grower  2005-04-26  yield  *  *  0.0161  *  *  1245.81  *  *  *  *  20.13  20.13  0.206  6055.65  *  *  *  *  *  *
SFF_05_06SituationCOEL_High  2005-04-26  yield  *  *  0.0169  *  *  1305.65  *  *  *  *  21.96  21.96  0.213  6118.48  *  *  *  *  *  *
SFF_05_06SituationCOEL_Low  2005-04-26  yield  *  *  0.0155  *  *  1268.30  *  *  *  *  19.65  19.65  0.208  6101.35  *  *  *  *  *  *
SFF_05_06SituationCOEL_PC  2005-04-26  yield  *  *  0.0173  *  *  1310.75  *  *  *  *  22.76  22.76  0.211  6212.02  *  *  *  *  *  *
SFF_06_07SituationASW_Grower  2007-02-19  yield  *  *  0.0148  *  *  1545.51  *  *  *  *  22.84  22.84  0.220  7017.48  *  *  *  *  *  *
SFF_06_07SituationASW_High  2007-02-19  yield  *  *  0.0167  *  *  1325.66  *  *  *  *  22.16  22.16  0.206  6446.84  *  *  *  *  *  *
SFF_06_07SituationASW_Low  2007-02-19  yield  *  *  0.0113  *  *  1613.63  *  *  *  *  18.24  18.24  0.230  7021.28  *  *  *  *  *  *
SFF_06_07SituationASW_PC  2007-02-19  yield  *  *  0.0144  *  *  1515.05  *  *  *  *  21.76  21.76  0.220  6876.87  *  *  *  *  *  *
SFF_06_07SituationBalle_Grower  2007-02-16  yield  *  *  0.0159  *  *  1672.08  *  *  *  *  26.51  26.51  0.242  6949.16  *  *  *  *  *  *
SFF_06_07SituationBalle_High  2007-02-16  yield  *  *  0.0156  *  *  1685.49  *  *  *  *  26.30  26.30  0.249  6780.06  *  *  *  *  *  *
SFF_06_07SituationBalle_Low  2007-02-16  yield  *  *  0.0141  *  *  1518.92  *  *  *  *  21.33  21.33  0.243  6252.78  *  *  *  *  *  *
SFF_06_07SituationBalle_PC  2007-02-16  yield  *  *  0.0156  *  *  1647.12  *  *  *  *  25.65  25.65  0.248  6647.86  *  *  *  *  *  *
SFF_06_07SituationCOEL_Grower  2007-04-11  yield  *  *  0.0144  *  *  1707.52  *  *  *  *  24.67  24.67  0.222  7695.77  *  *  *  *  *  *
SFF_06_07SituationCOEL_High  2007-04-11  yield  *  *  0.0162  *  *  1708.10  *  *  *  *  27.56  27.56  0.222  7700.77  *  *  *  *  *  *
SFF_06_07SituationCOEL_Low  2007-04-11  yield  *  *  0.0130  *  *  1587.83  *  *  *  *  20.56  20.56  0.228  6951.04  *  *  *  *  *  *
SFF_06_07SituationCOEL_PC  2007-04-11  yield  *  *  0.0148  *  *  1608.46  *  *  *  *  23.89  23.89  0.222  7240.22  *  *  *  *  *  *
SFF_06_07SituationFraser_Grower  2007-03-15  yield  *  *  0.0187  *  *  1563.34  *  *  *  *  29.13  29.13  0.181  8659.18  *  *  *  *  *  *
SFF_06_07SituationFraser_High  2007-03-15  yield  *  *  0.0187  *  *  1588.85  *  *  *  *  29.73  29.73  0.182  8730.26  *  *  *  *  *  *
SFF_06_07SituationFraser_Low  2007-03-15  yield  *  *  0.0179  *  *  1579.42  *  *  *  *  28.37  28.37  0.186  8440.21  *  *  *  *  *  *
SFF_06_07SituationFraser_PC  2007-03-15  yield  *  *  0.0195  *  *  1638.46  *  *  *  *  31.98  31.98  0.178  9221.69  *  *  *  *  *  *
SFF_06_07SituationOlsen_Grower  2007-04-07  yield  *  *  0.0152  *  *  863.74  *  *  *  *  13.13  13.13  0.216  4007.23  *  *  *  *  *  *
SFF_06_07SituationOlsen_High  2007-04-07  yield  *  *  0.0157  *  *  812.36  *  *  *  *  12.69  12.69  0.211  3834.21  *  *  *  *  *  *
SFF_06_07SituationOlsen_Low  2007-04-07  yield  *  *  0.0141  *  *  701.00  *  *  *  *  9.84  9.84  0.217  3240.46  *  *  *  *  *  *
SFF_06_07SituationOlsen_PC  2007-04-07  yield  *  *  0.0141  *  *  784.16  *  *  *  *  11.11  11.11  0.215  3656.87  *  *  *  *  *  *
SFF_06_07SituationWhaitiri_Grower  2007-04-23  yield  *  *  0.0178  *  *  1001.92  *  *  *  *  17.93  17.93  0.206  4890.01  *  *  *  *  *  *
SFF_06_07SituationWhaitiri_High  2007-04-23  yield  *  *  0.0183  *  *  1062.64  *  *  *  *  19.46  19.46  0.206  5162.87  *  *  *  *  *  *
SFF_06_07SituationWhaitiri_Low  2007-04-23  yield  *  *  0.0188  *  *  948.19  *  *  *  *  17.83  17.83  0.196  4866.18  *  *  *  *  *  *
SFF_06_07SituationWhaitiri_PC  2007-04-23  yield  *  *  0.0181  *  *  1061.96  *  *  *  *  19.14  19.14  0.205  5183.62  *  *  *  *  *  *
SFF_06_07SituationWhitfield_Grower  2007-04-27  yield  *  *  0.0199  *  *  1264.14  *  *  *  *  25.34  25.34  0.195  6510.16  *  *  *  *  *  *
SFF_06_07SituationWhitfield_High  2007-04-27  yield  *  *  0.0211  *  *  1255.86  *  *  *  *  26.32  26.32  0.190  6643.49  *  *  *  *  *  *
SFF_06_07SituationWhitfield_Low  2007-04-27  yield  *  *  0.0204  *  *  1350.15  *  *  *  *  27.60  27.60  0.195  6940.15  *  *  *  *  *  *
SFF_06_07SituationWhitfield_PC  2007-04-27  yield  *  *  0.0212  *  *  1185.72  *  *  *  *  25.03  25.03  0.193  6146.27  *  *  *  *  *  *
SRFFertiliser150Mould  2003-01-14  *  0.0455  0.0307  *  15.81  8.52  0.29  56.49  0.34  0.72  0.26  *  0.98  0.100  2.92  31.87  0.10  199.92  *  *  21254.89
SRFFertiliser150Mould  2003-01-29  *  0.0549  0.0209  0.0182  96.56  59.81  40.88  353.61  2.51  5.30  1.25  0.74  7.30  0.136  299.45  156.36  0.66  382.83  *  *  25920.13
SRFFertiliser150Mould  2003-02-10  *  0.0538  0.0201  0.0162  134.65  107.02  211.38  694.72  5.26  7.25  2.15  3.43  12.82  0.147  1437.00  241.67  0.94  537.82  *  *  38804.84
SRFFertiliser150Mould  2003-02-26  *  0.0492  0.0169  0.0150  87.15  334.39  496.92  1339.99  3.09  4.28  5.63  7.47  17.39  0.161  3078.24  421.54  0.99  728.79  *  *  34662.25
SRFFertiliser150Mould  2003-03-11  *  0.0454  0.0110  0.0133  57.95  321.29  853.31  1611.79  2.28  2.63  3.54  11.37  17.54  0.177  4709.67  379.24  0.62  904.99  *  *  39925.88
SRFFertiliser150Mould  2003-03-25  *  0.0397  0.0087  0.0111  41.77  190.68  1384.79  1849.70  1.66  1.66  1.66  15.34  18.66  0.201  6889.31  232.45  0.33  1084.77  *  *  39679.10
SRFFertiliser150Mould  2003-05-12  yield  *  *  0.0148  *  *  1298.85  *  *  *  *  19.31  19.31  0.191  6814.58  *  *  1517.60  *  *  *
SRFFertiliser150Split  2003-01-14  *  0.0456  0.0309  *  18.07  10.82  0.33  67.08  0.41  0.82  0.33  *  1.16  0.100  3.30  37.86  0.12  199.92  *  *  22076.24
SRFFertiliser150Split  2003-01-29  *  0.0528  0.0209  0.0184  99.44  60.27  38.09  357.51  2.59  5.25  1.26  0.70  7.21  0.124  310.42  159.71  0.65  382.83  *  *  25756.95
SRFFertiliser150Split  2003-02-10  *  0.0532  0.0182  0.0155  147.76  115.70  203.68  730.60  5.46  7.85  2.10  3.17  13.12  0.150  1361.85  263.46  1.00  537.82  *  *  36739.95
SRFFertiliser150Split  2003-02-26  *  0.0533  0.0155  0.0160  67.69  296.12  505.51  1233.14  2.42  3.61  4.60  8.07  16.28  0.164  3075.95  363.81  0.82  728.79  *  *  35896.99
SRFFertiliser150Split  2003-03-11  *  0.0461  0.0120  0.0143  61.80  288.62  922.78  1623.61  2.45  2.85  3.46  13.18  19.49  0.179  5162.02  350.42  0.63  904.99  *  *  40027.10
SRFFertiliser150Split  2003-03-25  *  *  0.0094  0.0144  37.07  180.10  1475.56  1909.91  1.39  *  1.69  21.26  21.26  0.201  7354.96  217.17  *  1084.77  *  *  37847.11
SRFFertiliser150Split  2003-05-12  yield  *  *  0.0159  *  *  1268.86  *  *  *  *  20.19  20.19  0.185  6853.14  *  *  1517.60  *  *  *
SRFFertiliser300mould  2003-01-14  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  199.92  *  *  *
SRFFertiliser300mould  2003-01-29  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  382.83  *  *  *
SRFFertiliser300mould  2003-02-10  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  537.82  *  *  *
SRFFertiliser300mould  2003-02-26  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  728.79  *  *  *
SRFFertiliser300mould  2003-03-11  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  904.99  *  *  *
SRFFertiliser300mould  2003-03-25  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  1084.77  *  *  *
SRFFertiliser300mould  2003-05-12  yield  *  *  0.0180  *  *  1394.48  *  *  *  *  25.10  25.10  0.189  7399.97  *  *  1517.60  *  *  *
SRFFertiliserNil  2003-01-14  *  0.0450  0.0294  *  16.66  8.72  0.27  56.77  0.36  0.75  0.26  *  1.01  0.100  2.69  31.12  0.10  199.92  *  *  21663.76
SRFFertiliserNil  2003-01-29  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  382.83  *  *  *
