SimulationName  Clock.Today  Structure.MainStemNodeNo
()  (yyyy-mm-dd)  ()
Lincoln1993Sowing15Sep1994CultivarTrounce  1994-12-05  15.40
Lincoln1993Sowing15Sep1994CultivarTrounce  1994-12-08  16.78
Lincoln1993Sowing15Sep1994CultivarRovar  1994-10-11  1.17
Lincoln1993Sowing15Sep1994CultivarRovar  1994-10-17  2.00
Lincoln1993Sowing15Sep1994CultivarRovar  1994-10-25  3.00
Lincoln1993Sowing15Sep1994CultivarRovar  1994-11-02  5.40
Lincoln1993Sowing15Sep1994CultivarRovar  1994-11-07  6.67
Lincoln1993Sowing15Sep1994CultivarRovar  1994-11-10  7.67
Lincoln1993Sowing15Sep1994CultivarRovar  1994-11-14  8.70
Lincoln1993Sowing15Sep1994CultivarRovar  1994-11-17  9.97
Lincoln1993Sowing15Sep1994CultivarRovar  1994-11-21  11.03
Lincoln1993Sowing15Sep1994CultivarRovar  1994-11-24  12.23
Lincoln1993Sowing15Sep1994CultivarRovar  1994-11-28  13.40
Lincoln1993Sowing15Sep1994CultivarRovar  1994-12-01  14.67
Lincoln1993Sowing15Sep1994CultivarRovar  1994-12-05  15.70
Lincoln1993Sowing15Sep1994CultivarRovar  1994-12-08  16.94
Lincoln1993Sowing15Sep1994CultivarWhero  1994-10-11  1.90
Lincoln1993Sowing15Sep1994CultivarWhero  1994-10-17  2.70
Lincoln1993Sowing15Sep1994CultivarWhero  1994-10-25  3.80
Lincoln1993Sowing15Sep1994CultivarWhero  1994-11-02  5.90
Lincoln1993Sowing15Sep1994CultivarWhero  1994-11-07  7.47
Lincoln1993Sowing15Sep1994CultivarWhero  1994-11-10  8.73
Lincoln1993Sowing15Sep1994CultivarWhero  1994-11-14  9.72
Lincoln1993Sowing15Sep1994CultivarWhero  1994-11-17  11.28
Lincoln1993Sowing15Sep1994CultivarWhero  1994-11-21  12.41
Lincoln1993Sowing15Sep1994CultivarWhero  1994-11-24  13.43
Lincoln1993Sowing15Sep1994CultivarWhero  1994-11-28  14.92
Lincoln1993Sowing15Sep1994CultivarWhero  1994-12-01  16.62
Lincoln1993Sowing15Sep1994CultivarWhero  1994-12-05  18.12
Lincoln1993Sowing15Sep1994CultivarWhero  1994-12-08  19.40
Lincoln1993Sowing15Sep1994CultivarWhero  1994-12-12  20.17
Lincoln1993Sowing15Sep1994CultivarWhero  1994-12-15  21.33
Lincoln1993Sowing15Sep1994CultivarPatea  1994-10-11  1.00
Lincoln1993Sowing15Sep1994CultivarPatea  1994-10-17  1.97
Lincoln1993Sowing15Sep1994CultivarPatea  1994-10-25  2.93
Lincoln1993Sowing15Sep1994CultivarPatea  1994-11-02  4.77
Lincoln1993Sowing15Sep1994CultivarPatea  1994-11-07  6.27
Lincoln1993Sowing15Sep1994CultivarPatea  1994-11-10  7.33
Lincoln1993Sowing15Sep1994CultivarPatea  1994-11-14  8.23
Lincoln1993Sowing15Sep1994CultivarPatea  1994-11-17  9.70
Lincoln1993Sowing15Sep1994CultivarPatea  1994-11-21  10.70
Lincoln1993Sowing15Sep1994CultivarPatea  1994-11-24  11.47
Lincoln1993Sowing15Sep1994CultivarPatea  1994-11-28  12.47
Lincoln1993Sowing15Sep1994CultivarPatea  1994-12-01  13.60
Lincoln1993Sowing15Sep1994CultivarPatea  1994-12-05  14.62
Lincoln1993Sowing15Sep1994CultivarPatea  1994-12-08  16.09
Lincoln1993Sowing12Oct1994CultivarMassey  1994-11-02  1.93
Lincoln1993Sowing12Oct1994CultivarMassey  1994-11-07  2.87
Lincoln1993Sowing12Oct1994CultivarMassey  1994-11-09  3.00
Lincoln1993Sowing12Oct1994CultivarMassey  1994-11-14  4.07
Lincoln1993Sowing12Oct1994CultivarMassey  1994-11-17  4.90
Lincoln1993Sowing12Oct1994CultivarMassey  1994-11-21  6.03
Lincoln1993Sowing12Oct1994CultivarMassey  1994-11-24  7.03
Lincoln1993Sowing12Oct1994CultivarMassey  1994-11-28  8.10
Lincoln1993Sowing12Oct1994CultivarMassey  1994-12-01  9.00
Lincoln1993Sowing12Oct1994CultivarMassey  1994-12-05  9.83
Lincoln1993Sowing12Oct1994CultivarMassey  1994-12-08  10.96
Lincoln1993Sowing12Oct1994CultivarMassey  1994-12-12  12.08
Lincoln1993Sowing12Oct1994CultivarTrounce  1994-11-02  1.90
Lincoln1993Sowing12Oct1994CultivarTrounce  1994-11-07  2.97
Lincoln1993Sowing12Oct1994CultivarTrounce  1994-11-09  3.30
Lincoln1993Sowing12Oct1994CultivarTrounce  1994-11-14  4.47
Lincoln1993Sowing12Oct1994CultivarTrounce  1994-11-17  5.17
Lincoln1993Sowing12Oct1994CultivarTrounce  1994-11-21  6.27
Lincoln1993Sowing12Oct1994CultivarTrounce  1994-11-24  7.17
Lincoln1993Sowing12Oct1994CultivarTrounce  1994-11-28  8.34
Lincoln1993Sowing12Oct1994CultivarTrounce  1994-12-01  9.54
Lincoln1993Sowing12Oct1994CultivarTrounce  1994-12-05  10.56
Lincoln1993Sowing12Oct1994CultivarTrounce  1994-12-08  12.37
Lincoln1993Sowing12Oct1994CultivarTrounce  1994-12-12  13.42
Lincoln1993Sowing12Oct1994CultivarTrounce  1994-12-15  14.46
Lincoln1993Sowing12Oct1994CultivarTrounce  1994-12-19  15.95
Lincoln1993Sowing12Oct1994CultivarRovar  1994-11-02  1.83
Lincoln1993Sowing12Oct1994CultivarRovar  1994-11-07  3.03
Lincoln1993Sowing12Oct1994CultivarRovar  1994-11-09  3.47
Lincoln1993Sowing12Oct1994CultivarRovar  1994-11-14  4.43
Lincoln1993Sowing12Oct1994CultivarRovar  1994-11-17  5.30
Lincoln1993Sowing12Oct1994CultivarRovar  1994-11-21  6.53
Lincoln1993Sowing12Oct1994CultivarRovar  1994-11-24  7.40
Lincoln1993Sowing12Oct1994CultivarRovar  1994-11-28  8.70
Lincoln1993Sowing12Oct1994CultivarRovar  1994-12-01  9.80
Lincoln1993Sowing12Oct1994CultivarRovar  1994-12-05  10.72
Lincoln1993Sowing12Oct1994CultivarRovar  1994-12-08  12.61
Lincoln1993Sowing12Oct1994CultivarRovar  1994-12-12  13.75
Lincoln1993Sowing12Oct1994CultivarRovar  1994-12-15  14.74
Lincoln1993Sowing12Oct1994CultivarRovar  1994-12-19  15.88
Lincoln1993Sowing12Oct1994CultivarWhero  1994-11-02  2.57
Lincoln1993Sowing12Oct1994CultivarWhero  1994-11-07  3.53
Lincoln1993Sowing12Oct1994CultivarWhero  1994-11-09  3.93
Lincoln1993Sowing12Oct1994CultivarWhero  1994-11-14  5.20
Lincoln1993Sowing12Oct1994CultivarWhero  1994-11-17  6.07
Lincoln1993Sowing12Oct1994CultivarWhero  1994-11-21  7.13
Lincoln1993Sowing12Oct1994CultivarWhero  1994-11-24  8.28
Lincoln1993Sowing12Oct1994CultivarWhero  1994-11-28  9.46
Lincoln1993Sowing12Oct1994CultivarWhero  1994-12-01  10.70
Lincoln1993Sowing12Oct1994CultivarWhero  1994-12-05  11.46
Lincoln1993Sowing12Oct1994CultivarWhero  1994-12-08  13.36
Lincoln1993Sowing12Oct1994CultivarWhero  1994-12-12  14.92
Lincoln1993Sowing12Oct1994CultivarWhero  1994-12-15  16.33
Lincoln1993Sowing12Oct1994CultivarWhero  1994-12-19  18.26
Lincoln1993Sowing12Oct1994CultivarWhero  1994-12-22  19.17
Lincoln1993Sowing12Oct1994CultivarWhero  1994-12-26  20.68
Lincoln1993Sowing12Oct1994CultivarPatea  1994-11-02  1.67
Lincoln1993Sowing12Oct1994CultivarPatea  1994-11-07  2.60
Lincoln1993Sowing12Oct1994CultivarPatea  1994-11-09  3.10
Lincoln1993Sowing12Oct1994CultivarPatea  1994-11-14  4.13
Lincoln1993Sowing12Oct1994CultivarPatea  1994-11-17  4.97
Lincoln1993Sowing12Oct1994CultivarPatea  1994-11-21  5.87
Lincoln1993Sowing12Oct1994CultivarPatea  1994-11-24  6.80
Lincoln1993Sowing12Oct1994CultivarPatea  1994-11-28  8.10
Lincoln1993Sowing12Oct1994CultivarPatea  1994-12-01  9.13
Lincoln1993Sowing12Oct1994CultivarPatea  1994-12-05  10.07
Lincoln1993Sowing12Oct1994CultivarPatea  1994-12-08  11.60
Lincoln1993Sowing12Oct1994CultivarPatea  1994-12-12  12.60
Lincoln1993Sowing12Oct1994CultivarPatea  1994-12-15  13.32
Lincoln1993Sowing12Oct1994CultivarPatea  1994-12-19  14.70
