SimulationName	Clock.Today	FodderBeet.Leaf.LAI	FodderBeet.Leaf.Live.Nconc	FodderBeet.Leaf.Live.Wt	FodderBeet.Petiole.Live.Wt	FodderBeet.Petiole.Live.Nconc	FodderBeet.TotalDead.Wt	FodderBeet.TotalDead.Nconc	FodderBeet.StorageRoot.Live.Wt	FodderBeet.StorageRoot.Live.Nconc	FodderBeet.AboveGround.Wt	FodderBeet.AboveGround.N	FodderBeet.Leaf.Live.N	FodderBeet.Petiole.Live.N	FodderBeet.StorageRoot.Live.N	FodderBeet.Phenology.Stage	FodderBeet.Structure.LeafTipsAppeared	FodderBeet.Leaf.CoverTotal	Soil.Temperature(1)	Soil.Temperature(2)	Soil.Temperature(3)	Soil.Temperature(4)	Soil.Temperature(5)	Soil.Temperature(6)	Soil.Temperature(7)	Soil.SoilNitrogen.mineral_n(1)	Soil.SoilNitrogen.mineral_n(2)	Soil.SoilNitrogen.mineral_n(3)	Soil.SoilNitrogen.mineral_n(4)	Soil.SoilNitrogen.mineral_n(5)	Soil.SoilNitrogen.mineral_n(6)	Soil.SoilNitrogen.NH4(1)	Soil.SoilNitrogen.NH4(2)	Soil.SoilNitrogen.NH4(3)	Soil.SoilNitrogen.NH4(4)	Soil.SoilNitrogen.NH4(5)	Soil.SoilNitrogen.NH4(6)	Soil.SoilNitrogen.NO3(1)	Soil.SoilNitrogen.NO3(2)	Soil.SoilNitrogen.NO3(3)	Soil.SoilNitrogen.NO3(4)	Soil.SoilNitrogen.NO3(5)	Soil.SoilNitrogen.NO3(6)	Soil.SoilNitrogen.ProfileMineralN	Soil.SoilNitrogen.ProfileNO3	Soil.SoilNitrogen.ProfileNH4	Soil.SoilWater.SW(1)	Soil.SoilWater.SW(2)	Soil.SoilWater.SW(3)	Soil.SoilWater.SW(4)	Soil.SoilWater.SW(5)	Soil.SoilWater.SW(6)	Soil.SoilWater.SW(7)	Soil.SoilWater.ProfileWater	Nit	Irr
LincolnRS2016IrrNilNit300	2017-02-15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.6422513	18.97778333	18.99055495	18.41971094	17.79000234	17.11801536	16.75641458	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.08055625	0.1304	0.12103125	0.18795625	0.23045	0.27828125	0.2042375	338.2303125	300	Nil
LincolnRS2016IrrFullNit50	2017-02-15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.22335729	16.41142839	16.53842943	16.39222552	16.33839063	16.17529089	15.95751589	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.307165625	0.326925	0.2841875	0.28709375	0.25544375	0.2423	0.1347375	456.2423438	50	Full
LincolnRS2016IrrNilNit50	2017-02-15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.85907161	19.09898255	19.03908438	18.43203568	17.8352849	17.2260487	16.80375078	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.098675	0.1121875	0.1388125	0.15688125	0.22238125	0.24336875	0.120725	296.28	50	Nil
LincolnRS2016IrrFullNit0	2017-02-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.70844961	16.80650599	16.84626667	16.68273568	16.48581901	16.15872708	15.93548932	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.28643125	0.29201875	0.27510625	0.22103125	0.21091875	0.26345625	0.17758125	431.195625	0	Full
LincolnRS2016IrrNilNit0	2017-02-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.11731198	18.5807474	18.56620469	18.39772995	17.90417891	17.22623802	16.74633151	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.098140625	0.1274	0.1307875	0.15083125	0.22209375	0.28188125	0.18785	325.8642188	0	Nil
LincolnRS2016IrrFullNit300	2017-02-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.87864557	15.82760833	15.94760443	15.91809063	15.86171328	15.77902344	15.64268151	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.31274375	0.28135	0.3046375	0.301125	0.26845	0.20868125	0.1488375	458.6334375	300	Full
LincolnRS2016IrrNilNit300	2017-02-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.43827174	18.3291224	18.39248932	18.33848646	17.80107031	17.1157099	16.74984948	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.08153125	0.130575	0.12091875	0.18796875	0.2304125	0.27793125	0.2041625	338.2340625	300	Nil
LincolnRS2016IrrFullNit50	2017-02-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.5204543	16.4895401	16.55981797	16.45837005	16.34762969	16.16202813	15.94143802	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.29346875	0.31138125	0.280025	0.289075	0.255275	0.2422	0.1346	451.08	50	Full
LincolnRS2016IrrNilNit50	2017-02-16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.25897461	18.34297214	18.38255	18.35705443	17.85150781	17.22426458	16.7962013	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.096021875	0.1124875	0.13884375	0.156625	0.22145	0.24300625	0.12079375	295.4920313	50	Nil
LincolnRS2016IrrFullNit0	2017-02-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	24.66666667	0.777275244	17.08756654	17.04170807	16.9517737	16.69017214	16.50523932	16.1587888	15.92890156	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.279284375	0.2886125	0.2734375	0.221425	0.2106125	0.26334375	0.177525	429.0876563	0	Full
LincolnRS2016IrrNilNit0	2017-02-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.33333333	0.460543884	17.97431615	18.53836719	18.56053646	18.24602943	17.86234479	17.22466432	16.74400208	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.09794375	0.12741875	0.131025	0.1518625	0.2225375	0.2817375	0.18775	326.278125	0	Nil
LincolnRS2016IrrFullNit300	2017-02-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	26.66666667	0.950082286	16.45921328	16.24703698	16.15238229	15.97073255	15.88473229	15.77339297	15.63025	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.3046875	0.277475	0.30288125	0.30203125	0.2686375	0.2085	0.14870625	456.55125	300	Full
LincolnRS2016IrrNilNit300	2017-02-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.33333333	0.618387348	18.13569961	18.45650938	18.41460234	18.20414115	17.75582526	17.1113138	16.7473638	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.082021875	0.1307	0.12106875	0.1894375	0.23189375	0.27781875	0.20400625	339.1757813	300	Nil
LincolnRS2016IrrFullNit50	2017-02-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.861608	16.90078438	16.76355443	16.66697578	16.48704792	16.36562109	16.15918125	15.93239818	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2878875	0.30438125	0.2776875	0.28974375	0.2554375	0.24196875	0.13475	448.7165625	50	Full
LincolnRS2016IrrNilNit50	2017-02-17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.544530593	18.05911719	18.43375	18.40052708	18.22224635	17.81512734	17.22050443	16.79305703	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.095265625	0.1129875	0.13929375	0.158475	0.22178125	0.24263125	0.12088125	296.1567188	50	Nil
LincolnRS2016IrrFullNit0	2017-02-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.59294232	17.24067865	17.06319401	16.71830339	16.51713828	16.16220781	15.92779557	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.27125	0.2850625	0.27106875	0.22163125	0.21025	0.26304375	0.17725625	426.421875	0	Full
LincolnRS2016IrrNilNit0	2017-02-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.78256523	18.71819714	18.42584245	18.13681771	17.8045651	17.20652344	16.73983151	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.098078125	0.12784375	0.131125	0.151875	0.2220625	0.28141875	0.1873875	326.0489063	0	Nil
LincolnRS2016IrrFullNit300	2017-02-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.80424492	16.47591224	16.34068333	16.05019115	15.91695703	15.77746745	15.62705833	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.295634375	0.2731625	0.3003625	0.3022875	0.26850625	0.20823125	0.1486	453.7157813	300	Full
LincolnRS2016IrrNilNit300	2017-02-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.94030026	18.5085651	18.30012943	18.11415234	17.70428906	17.09403932	16.73946406	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.082515625	0.131	0.1211875	0.18904375	0.23129375	0.2771625	0.2038375	338.7848438	300	Nil
LincolnRS2016IrrFullNit50	2017-02-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.30947214	16.97797318	16.80707474	16.53210547	16.3844276	16.16105911	15.93058073	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.281525	0.2978625	0.27545	0.289825	0.2552625	0.2417	0.1345	445.929375	50	Full
LincolnRS2016IrrNilNit50	2017-02-18	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.88723997	18.53138203	18.3325099	18.12535026	17.76313464	17.20535286	16.78741875	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.09464375	0.11336875	0.13955625	0.15865	0.22130625	0.242175	0.12076875	295.93875	50	Nil
LincolnRS2016IrrFullNit0	2017-02-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.05791107	18.06207943	17.58649948	16.79070833	16.537325	16.16715365	15.9283349	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.258459375	0.2804	0.2678625	0.2216125	0.2097625	0.26276875	0.17705	422.5457813	0	Full
LincolnRS2016IrrNilNit0	2017-02-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.07328268	20.11543073	19.07773802	18.09333411	17.74609375	17.18176901	16.73065938	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.09790625	0.12849375	0.1315	0.15086875	0.22075625	0.28100625	0.18716875	325.35	0	Nil
LincolnRS2016IrrFullNit300	2017-02-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.1745487	17.21882969	16.80865104	16.14961354	15.96072292	15.78934531	15.62861458	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.281778125	0.2660625	0.2965875	0.30191875	0.26826875	0.2077625	0.1484625	449.0760938	300	Full
LincolnRS2016IrrNilNit300	2017-02-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.1114957	19.57258307	18.8492151	18.07887031	17.65309219	17.07032266	16.72787344	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.082659375	0.1314375	0.1214875	0.187725	0.2287875	0.2764875	0.2033625	337.4695313	300	Nil
LincolnRS2016IrrFullNit50	2017-02-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.74766693	17.80879219	17.27257135	16.61285911	16.40862552	16.16947188	15.93418568	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.26926875	0.29010625	0.27216875	0.2894375	0.2548125	0.24149375	0.1342875	441.56625	50	Full
LincolnRS2016IrrNilNit50	2017-02-19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.12800352	19.61619271	18.91204271	18.09318073	17.70902318	17.18197083	16.77974505	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.09341875	0.1138875	0.13985	0.15700625	0.21989375	0.2415	0.1205125	294.7246875	50	Nil
LincolnRS2016IrrFullNit0	2017-02-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.63348333	18.56548307	18.02099063	16.96799375	16.59171224	16.18103932	15.93296302	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2448625	0.2748375	0.26426875	0.22155	0.20935	0.2626375	0.1767875	418.333125	0	Full
LincolnRS2016IrrNilNit0	2017-02-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.08214271	20.93914661	19.7123513	18.23314349	17.73759089	17.15599479	16.71660208	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.09735625	0.12898125	0.1319125	0.14965625	0.21905	0.280525	0.1869125	324.3675	0	Nil
LincolnRS2016IrrFullNit300	2017-02-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.74075872	17.70003151	17.24883724	16.33484948	16.03099401	15.80997682	15.63684583	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2664875	0.25771875	0.2920875	0.30140625	0.26808125	0.20755	0.14821875	443.8340625	300	Full
LincolnRS2016IrrNilNit300	2017-02-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.92106211	20.24094141	19.43209219	18.22852266	17.64915286	17.04689453	16.71510807	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.08251875	0.1317	0.1214875	0.1864625	0.22529375	0.275575	0.2027	335.5884375	300	Nil
LincolnRS2016IrrFullNit50	2017-02-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.31536836	18.29119427	17.70107422	16.79093542	16.46866198	16.18459714	15.93992682	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.255546875	0.281475	0.26866875	0.28896875	0.25421875	0.241175	0.13415625	436.7095313	50	Full
LincolnRS2016IrrNilNit50	2017-02-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.9722612	20.29154583	19.48794948	18.24661068	17.69949479	17.15561068	16.76606563	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.092159375	0.11405625	0.13994375	0.1551625	0.217825	0.24098125	0.12025	293.1810938	50	Nil
LincolnRS2016IrrFullNit0	2017-02-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.97858711	18.93922214	18.37710104	17.17471953	16.68683724	16.20684167	15.94323125	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.230925	0.2687	0.2601125	0.221175	0.2089125	0.26234375	0.17675	413.731875	0	Full
LincolnRS2016IrrNilNit0	2017-02-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.68743997	21.50987943	20.24452578	18.46072005	17.79501823	17.14661146	16.70426354	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.09640625	0.12923125	0.13205	0.14796875	0.2171	0.28010625	0.1865625	322.981875	0	Nil
LincolnRS2016IrrFullNit300	2017-02-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.08609323	18.02432865	17.58874948	16.54827865	16.13632135	15.84793568	15.65255938	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2499	0.24764375	0.286375	0.30053125	0.26775	0.20715	0.14805	437.5884375	300	Full
LincolnRS2016IrrNilNit300	2017-02-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.39323099	20.75565911	19.94166276	18.45067448	17.71132083	17.0401401	16.70301198	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.082015625	0.13155625	0.1214375	0.1849125	0.22078125	0.2744625	0.20211875	333.1495313	300	Nil
LincolnRS2016IrrFullNit50	2017-02-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.64619701	18.63352656	18.04379375	16.99497031	16.5623	16.21733333	15.95336536	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2405	0.27205625	0.26461875	0.28825625	0.2536375	0.2409125	0.133925	431.2884375	50	Full
LincolnRS2016IrrNilNit50	2017-02-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.69801979	20.8430651	20.01873828	18.47966901	17.75512422	17.14989349	16.75279115	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.090834375	0.1140375	0.139925	0.15243125	0.21536875	0.2402625	0.120075	291.1495313	50	Nil
LincolnRS2016IrrFullNit0	2017-02-22	2.186269124	0.028535	141.3710038	94.99621044	0.010473	99.20862055	0.00670675	1169.855819	0.00663825	1505.431654	13.31780863	3.964854124	0.989867241	7.705895304	*	24.66666667	0.777295054	18.54512487	18.7895612	18.54773177	17.38369089	16.80456875	16.25637604	15.96605547	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.3109	0.30235	0.293025	0.22208125	0.20858125	0.2621625	0.17646875	440.683125	0	Full
LincolnRS2016IrrNilNit0	2017-02-22	1.065434672	0.02598	92.84237741	33.96383639	0.011925	83.14108928	0.006267	661.6274196	0.0076915	871.5747227	8.469184547	2.400108087	0.39792248	5.152838718	*	21.33333333	0.458028951	20.25333516	20.98639688	20.35507292	18.71079063	17.90241615	17.16455729	16.70198125	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.094765625	0.12866875	0.13189375	0.14690625	0.2156625	0.27971875	0.18636875	321.6801563	0	Nil
LincolnRS2016IrrFullNit300	2017-02-22	4.222266721	0.03919	232.1545897	204.853365	0.0173875	84.64775944	0.00857875	1263.242797	0.0123225	1784.898511	28.81272635	9.09858666	3.544264496	15.4448005	*	26.66666667	0.946617939	17.95760768	18.04790573	17.76582448	16.75177422	16.2657651	15.90316849	15.67661536	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.3296625	0.2918	0.30759375	0.300475	0.267425	0.20681875	0.1479375	462.294375	300	Full
LincolnRS2016IrrNilNit300	2017-02-22	1.562492159	0.03467	124.3392128	54.66472438	0.016235	59.20975803	0.0068415	712.8229401	0.010446	951.0366353	12.96246754	4.306191139	0.884582306	7.367800738	*	21.33333333	0.632635997	20.11658945	20.46711901	20.08146563	18.69333125	17.81545938	17.06001667	16.7042026	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.080859375	0.13111875	0.12123125	0.18390625	0.2178625	0.27360625	0.2017125	331.2923438	300	Nil
LincolnRS2016IrrFullNit50	2017-02-22	2.754475156	0.03093	152.3166863	128.6237913	0.01060375	125.6101767	0.00802675	1091.717574	0.00774475	1498.268228	15.47024987	4.682200774	1.362469965	8.431483789	*	*	0.88262868	18.3473875	18.50482396	18.25183828	17.19858151	16.68218932	16.26458568	15.9775138	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.328478125	0.33225	0.2927875	0.28928125	0.2532625	0.2406875	0.13380625	462.0567188	50	Full
LincolnRS2016IrrNilNit50	2017-02-22	1.563659283	0.02931	117.5859631	48.17345935	0.012285	72.13584939	0.00777475	801.6279914	0.00816175	1039.523263	11.10176533	3.435830626	0.58740232	6.515247707	*	*	0.559794688	20.23448542	20.52033073	20.13017109	18.73337109	17.8567237	17.16669844	16.75224792	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.0893125	0.1136375	0.13968125	0.1507	0.2134375	0.23955	0.119925	289.430625	50	Nil
LincolnRS2016IrrFullNit0	2017-02-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.84936328	18.63262422	18.37201927	17.52040573	16.92752135	16.32008047	16.00078542	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.29135625	0.30033125	0.28925625	0.2221875	0.208275	0.2619125	0.17626875	436.123125	0	Full
LincolnRS2016IrrNilNit0	2017-02-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.9364806	21.27509115	20.22464245	18.81857318	18.01729349	17.20596198	16.71496172	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.094146875	0.1288125	0.13170625	0.14515	0.21365	0.27915625	0.1861	320.1726563	0	Nil
LincolnRS2016IrrFullNit300	2017-02-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.92766458	17.76102161	17.62997708	16.91687969	16.39807083	15.97439297	15.71644245	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.30616875	0.27791875	0.30465	0.30144375	0.26714375	0.20638125	0.14781875	455.844375	300	Full
LincolnRS2016IrrNilNit300	2017-02-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.62567318	20.50459505	19.93345417	18.78234479	17.92670313	17.10021901	16.71933333	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.080503125	0.13089375	0.12085625	0.182175	0.2133875	0.27238125	0.2010875	328.6757813	300	Nil
LincolnRS2016IrrFullNit50	2017-02-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.57393789	18.37112943	18.14669688	17.35581875	16.80933281	16.33133906	16.01273516	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.310496875	0.31785625	0.29306875	0.29126875	0.2528875	0.24048125	0.13355	457.6298438	50	Full
LincolnRS2016IrrNilNit50	2017-02-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.00111419	20.57195495	19.987175	18.82623672	17.96915104	17.20774688	16.76666667	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.08866875	0.11343125	0.139275	0.14790625	0.21090625	0.23879375	0.1197375	287.300625	50	Nil
LincolnRS2016IrrFullNit0	2017-02-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.26471302	18.36923594	18.25961354	17.57898151	17.01922031	16.38863177	16.04432526	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.274346875	0.2946375	0.28466875	0.22229375	0.2079125	0.26163125	0.17608125	431.1239063	0	Full
LincolnRS2016IrrNilNit0	2017-02-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.15901367	21.16382292	20.35697005	18.90545599	18.09498802	17.25624714	16.73967734	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.093209375	0.12848125	0.1315875	0.143575	0.211725	0.27868125	0.18581875	318.6698438	0	Nil
LincolnRS2016IrrFullNit300	2017-02-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.53760716	17.49824766	17.46302344	16.97853594	16.50737422	16.05069271	15.76340156	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.28618125	0.26765625	0.29965	0.30138125	0.26695625	0.20609375	0.14756875	449.570625	300	Full
LincolnRS2016IrrNilNit300	2017-02-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.76983307	20.47901901	20.06054609	18.86118359	17.99977109	17.14822917	16.74546615	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.079828125	0.130475	0.1205375	0.1808125	0.2091	0.27124375	0.20063125	326.2429688	300	Nil
LincolnRS2016IrrFullNit50	2017-02-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.09126719	18.10760703	18.00279766	17.41814167	16.9121513	16.4063875	16.05814896	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.29274375	0.3065875	0.28971875	0.29129375	0.25264375	0.24028125	0.13343125	452.1103125	50	Full
LincolnRS2016IrrNilNit50	2017-02-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.3488181	20.55471042	20.1177888	18.90967188	18.04202135	17.25618073	16.79141068	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.087775	0.11319375	0.1389	0.14555625	0.20849375	0.23819375	0.119575	285.3609375	50	Nil
LincolnRS2016IrrFullNit0	2017-02-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.79310417	18.1189974	18.07328984	17.58455833	17.08123359	16.45171589	16.09166302	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.260775	0.2890375	0.2802375	0.22255	0.20755	0.26139375	0.17588125	426.755625	0	Full
LincolnRS2016IrrNilNit0	2017-02-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.21137266	20.86547161	20.26152682	18.98173724	18.16748359	17.30495677	16.77039583	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.092234375	0.1281375	0.13143125	0.14230625	0.2101375	0.27821875	0.18563125	317.3732813	0	Nil
LincolnRS2016IrrFullNit300	2017-02-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.98944779	17.23235573	17.28812865	16.98436797	16.57336094	16.11932188	15.81514479	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.270815625	0.2590375	0.2945375	0.30105	0.266725	0.2058125	0.1474375	444.1467188	300	Full
LincolnRS2016IrrNilNit300	2017-02-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.07126302	20.27552448	19.98903542	18.9291724	18.0699112	17.19382448	16.77825417	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.07905	0.1301125	0.12025	0.17989375	0.2065125	0.2702625	0.2001	324.48	300	Nil
LincolnRS2016IrrFullNit50	2017-02-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.53019779	17.83119453	17.82198698	17.4195099	16.97748125	16.47301745	16.10846354	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2786	0.297275	0.2858625	0.29108125	0.25258125	0.2400375	0.1333125	447.24375	50	Full
LincolnRS2016IrrNilNit50	2017-02-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.55048073	20.38441589	20.03697891	18.98589505	18.11340156	17.30322396	16.82524271	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.0868625	0.11305	0.138625	0.14404375	0.2066125	0.2376	0.11935625	283.858125	50	Nil
LincolnRS2016IrrFullNit0	2017-02-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.91864714	17.31377604	17.65459922	17.54621641	17.11402604	16.50233906	16.13735052	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.25288125	0.284475	0.27669375	0.22283125	0.20726875	0.26125	0.17575	423.7415625	0	Full
LincolnRS2016IrrNilNit0	2017-02-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.5078418	19.61111458	19.77082109	19.00997552	18.22842057	17.35480417	16.80457969	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.0909625	0.12758125	0.13126875	0.14244375	0.21	0.2779	0.18546875	316.9059375	0	Nil
