Date	species	surfaceom_cover	surfaceom_wt	cover_green	cover_tot	residue_cover	phenology	gai	dai	lai	rtdep	stress_index	npp	growth	incorp_rate[1][1]	incorp_rate[1][2]	incorp_rate[1][3]	incorp_rate[1][4]	incorp_rate[1][5]	incorp_rate[1][6]	incorp_rate[1][7]	incorp_rate[1][8]	incorp_rate[1][9]	incorp_rate[1][10]	incorp_rate[1][11]	incorp_rate[1][12]	incorp_rate[2][1]	incorp_rate[2][2]	incorp_rate[2][3]	incorp_rate[2][4]	incorp_rate[2][5]	incorp_rate[2][6]	incorp_rate[2][7]	incorp_rate[2][8]	incorp_rate[2][9]	incorp_rate[2][10]	incorp_rate[2][11]	incorp_rate[2][12]	sw_dep[1]	sw_dep[2]	sw_dep[3]	sw_dep[4]	sw_dep[5]	sw_dep[6]	total_soil_water	sw_uptake[1]	sw_uptake[2]	sw_uptake[3]	sw_uptake[4]	sw_uptake[5]	sw_uptake[6]	glf_gai	glf_vpd	glf_sm	glf_tmp	glf_wl	glf_nitr	total_nh4	total_no3	total_n	nh4[1]	nh4[2]	nh4[3]	nh4[4]	nh4[5]	nh4[6]	no3[1]	no3[2]	no3[3]	no3[4]	no3[5]	no3[6]	uptake_nh4[1]	uptake_nh4[2]	uptake_nh4[3]	uptake_nh4[4]	uptake_nh4[5]	uptake_nh4[6]	uptake_no3[1]	uptake_no3[2]	uptake_no3[3]	uptake_no3[4]	uptake_no3[5]	uptake_no3[6]	height
1991-05-30	Perennial Ryegrass	0.21	477.39	0.68	0.93	0.77	1.01	2	2	1.76	650.00	0.00	13.62	12.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.8	18.2	19.5	29.3	40.7	48.8	172.43	0.174	0.154	0.162	0.168	0.043	0.000	0.6747	0.6482	1.0000	0.9737	1.0000	0.3332	0.54	12.28	12.82	0.14	0.15	0.11	0.07	0.03	0.04	0.09	0.45	1.30	1.73	3.34	5.37	0.0189	0.0071	0.0024	0.0009	0.0001	0.0000	0.0112	0.0206	0.0275	0.0216	0.0068	0.0000	79.73
1991-05-31	Perennial Ryegrass	0.21	474.38	0.68	0.93	0.77	1.01	2	2	1.78	650.00	0.00	12.90	12.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.4	18.0	19.3	29.1	40.7	48.8	171.28	0.198	0.178	0.188	0.199	0.052	0.000	0.6793	0.6263	1.0000	0.9685	1.0000	0.3375	0.57	12.24	12.81	0.17	0.15	0.11	0.07	0.03	0.04	0.10	0.44	1.28	1.72	3.34	5.37	0.0207	0.0070	0.0025	0.0009	0.0001	0.0000	0.0115	0.0200	0.0275	0.0227	0.0074	0.0000	79.99
1991-06-01	Perennial Ryegrass	0.21	472.01	0.69	0.93	0.77	1.01	2	2	1.80	650.00	0.00	13.03	12.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.0	17.7	19.0	28.9	40.6	48.8	169.90	0.247	0.226	0.239	0.258	0.069	0.000	0.6835	0.6393	1.0000	0.9643	1.0000	0.3250	0.60	12.20	12.80	0.19	0.15	0.11	0.07	0.03	0.04	0.10	0.44	1.26	1.70	3.34	5.37	0.0222	0.0071	0.0027	0.0011	0.0001	0.0000	0.0119	0.0197	0.0291	0.0253	0.0086	0.0000	80.25
1991-06-02	Perennial Ryegrass	0.21	464.99	0.69	0.93	0.77	1.01	2	2	1.83	650.00	0.00	11.89	11.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.8	17.5	18.8	28.7	40.6	48.8	169.08	0.140	0.131	0.139	0.153	0.042	0.000	0.6875	0.8608	1.0000	0.9653	1.0000	0.4060	0.61	12.18	12.79	0.19	0.16	0.12	0.07	0.03	0.04	0.11	0.43	1.24	1.69	3.34	5.37	0.0200	0.0063	0.0021	0.0009	0.0001	0.0000	0.0113	0.0168	0.0223	0.0196	0.0066	0.0000	80.48
1991-06-03	Perennial Ryegrass	0.20	454.91	0.70	0.93	0.77	1.01	2	2	1.86	650.00	0.00	10.80	12.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.8	17.3	18.6	28.6	40.6	48.7	168.59	0.127	0.119	0.127	0.142	0.039	0.000	0.6926	1.0000	1.0000	0.9680	1.0000	0.6074	0.60	12.17	12.77	0.18	0.16	0.12	0.07	0.03	0.04	0.12	0.43	1.23	1.67	3.34	5.37	0.0179	0.0060	0.0020	0.0008	0.0001	0.0000	0.0114	0.0159	0.0208	0.0188	0.0065	0.0000	80.71
1991-06-04	Perennial Ryegrass	0.20	450.52	0.70	0.93	0.77	1.01	2	2	1.88	650.00	0.00	12.51	11.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.4	17.1	18.4	28.4	40.5	48.7	167.61	0.158	0.142	0.151	0.172	0.048	0.000	0.6993	0.6739	1.0000	0.9646	1.0000	0.3416	0.62	12.15	12.77	0.20	0.16	0.12	0.07	0.03	0.04	0.13	0.43	1.21	1.66	3.34	5.37	0.0198	0.0060	0.0021	0.0009	0.0001	0.0000	0.0124	0.0156	0.0213	0.0198	0.0070	0.0000	80.98
1991-06-05	Perennial Ryegrass	0.20	447.79	0.71	0.93	0.77	1.01	2	2	1.90	650.00	0.00	11.10	10.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.1	16.9	18.2	28.3	40.5	48.7	166.73	0.141	0.130	0.140	0.161	0.046	0.000	0.7033	0.7152	1.0000	0.9592	1.0000	0.3406	0.65	12.13	12.78	0.22	0.16	0.12	0.08	0.03	0.04	0.14	0.43	1.20	1.65	3.34	5.37	0.0201	0.0058	0.0020	0.0009	0.0001	0.0000	0.0122	0.0148	0.0200	0.0190	0.0068	0.0000	81.16
1991-06-06	Perennial Ryegrass	0.21	469.96	0.71	0.93	0.77	1.01	2	2	1.92	650.00	0.00	9.81	8.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.1	17.1	18.1	28.1	40.5	48.6	169.52	0.126	0.119	0.128	0.150	0.044	0.000	0.7069	1.0000	1.0000	0.9591	1.0000	0.4560	0.65	12.12	12.77	0.21	0.17	0.12	0.08	0.03	0.04	0.14	0.44	1.19	1.64	3.33	5.37	0.0185	0.0056	0.0019	0.0009	0.0001	0.0000	0.0118	0.0142	0.0187	0.0181	0.0066	0.0000	81.21
1991-06-07	Perennial Ryegrass	0.24	547.14	0.72	0.93	0.77	1.01	2	2	1.94	650.00	0.00	10.15	8.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.7	23.3	20.4	28.5	40.5	48.6	191.98	0.244	0.141	0.140	0.165	0.049	0.000	0.7108	1.0000	1.0000	0.9615	1.0000	0.7604	0.60	12.09	12.69	0.16	0.17	0.12	0.08	0.03	0.04	0.11	0.41	1.21	1.66	3.33	5.37	0.0256	0.0060	0.0020	0.0009	0.0001	0.0000	0.0160	0.0144	0.0193	0.0189	0.0070	0.0000	80.54
1991-06-08	Perennial Ryegrass	0.25	568.30	0.72	0.92	0.73	1.01	2	2	1.97	650.00	0.00	15.64	11.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.2	26.1	22.8	30.8	40.5	48.6	196.92	0.215	0.108	0.067	0.053	0.015	0.000	0.7152	1.0000	1.0000	0.9640	1.0000	0.9329	0.46	12.00	12.46	0.04	0.15	0.12	0.08	0.03	0.04	0.03	0.34	1.14	1.77	3.33	5.37	0.0866	0.0177	0.0024	0.0007	0.0000	0.0000	0.0598	0.0380	0.0222	0.0155	0.0049	0.0000	78.74
1991-06-09	Perennial Ryegrass	0.26	611.25	0.73	0.92	0.72	1.01	2	2	2.00	650.00	0.00	15.04	10.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.8	27.9	25.0	34.2	40.6	48.5	204.97	0.562	0.404	0.271	0.219	0.044	0.000	0.7210	1.0000	1.0000	0.9672	1.0000	0.6046	0.43	11.88	12.31	0.03	0.13	0.12	0.08	0.03	0.04	0.00	0.25	1.02	1.90	3.34	5.37	0.0368	0.0265	0.0044	0.0012	0.0001	0.0000	0.0028	0.0485	0.0373	0.0286	0.0067	0.0000	77.18
1991-06-10	Perennial Ryegrass	0.28	657.55	0.73	0.92	0.70	1.02	2	2	2.03	650.00	0.00	13.69	9.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	29.1	29.1	27.0	36.9	42.5	48.5	213.14	0.214	0.169	0.125	0.114	0.017	0.000	0.7260	1.0000	1.0000	0.9637	1.0000	0.9201	0.40	11.79	12.19	0.03	0.11	0.11	0.08	0.03	0.04	0.00	0.17	0.88	1.93	3.44	5.38	0.0393	0.0289	0.0054	0.0014	0.0000	0.0000	0.0030	0.0434	0.0401	0.0326	0.0053	0.0000	75.86
1991-06-11	Perennial Ryegrass	0.30	713.95	0.74	0.92	0.68	1.02	2	2	2.06	650.00	0.00	16.31	11.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.4	30.6	28.6	38.9	46.1	48.5	224.15	0.602	0.508	0.409	0.388	0.081	0.000	0.7308	1.0000	1.0000	0.9645	1.0000	0.8789	0.37	11.67	12.04	0.03	0.08	0.11	0.08	0.04	0.04	0.00	0.11	0.71	1.86	3.61	5.38	0.0399	0.0297	0.0078	0.0021	0.0001	0.0000	0.0031	0.0361	0.0506	0.0499	0.0107	0.0000	74.45
1991-06-12	Perennial Ryegrass	0.32	778.99	0.74	0.91	0.66	1.02	2	1	2.09	650.00	0.00	14.77	10.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.1	32.7	32.4	41.6	51.6	48.5	243.83	0.174	0.144	0.119	0.114	0.038	0.000	0.7362	1.0000	1.0000	0.9527	1.0000	0.7109	0.33	11.57	11.90	0.01	0.06	0.10	0.08	0.04	0.04	0.00	0.06	0.55	1.73	3.84	5.38	0.0406	0.0284	0.0085	0.0020	0.0001	0.0000	0.0028	0.0255	0.0452	0.0446	0.0106	0.0000	72.94
1991-06-13	Perennial Ryegrass	0.32	777.36	0.74	0.90	0.62	1.02	2	1	2.11	650.00	0.00	17.70	12.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.6	31.9	32.5	43.7	56.1	50.2	242.95	0.180	0.130	0.122	0.108	0.051	0.000	0.7406	0.7216	1.0000	0.9548	1.0000	0.4609	0.28	11.44	11.72	0.00	0.04	0.09	0.07	0.04	0.04	0.00	0.03	0.39	1.57	3.94	5.50	0.0639	0.0289	0.0131	0.0025	0.0002	0.0000	0.0046	0.0202	0.0575	0.0507	0.0169	0.0000	71.49
1991-06-14	Perennial Ryegrass	0.32	779.23	0.75	0.90	0.62	1.02	2	1	2.13	650.00	0.00	14.96	10.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.6	29.4	31.6	44.6	59.0	53.9	242.05	0.144	0.147	0.144	0.141	0.080	0.000	0.7448	0.8594	1.0000	0.9557	1.0000	0.3976	0.30	11.32	11.61	0.03	0.03	0.08	0.07	0.05	0.04	0.00	0.02	0.28	1.38	3.88	5.76	0.0393	0.0199	0.0120	0.0029	0.0003	0.0000	0.0026	0.0105	0.0427	0.0542	0.0241	0.0000	70.94
1991-06-15	Perennial Ryegrass	0.32	774.09	0.75	0.90	0.62	1.02	2	1	2.15	650.00	0.00	12.52	8.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.6	26.5	29.8	44.2	60.8	58.4	240.30	0.238	0.287	0.309	0.332	0.211	0.000	0.7484	1.0000	1.0000	0.9470	1.0000	0.6014	0.30	11.18	11.49	0.04	0.03	0.07	0.07	0.05	0.04	0.00	0.01	0.21	1.19	3.74	6.02	0.0232	0.0125	0.0099	0.0032	0.0004	0.0000	0.0015	0.0051	0.0287	0.0540	0.0338	0.0000	71.14
1991-06-16	Perennial Ryegrass	0.32	765.03	0.75	0.91	0.61	1.02	2	1	2.17	650.00	0.00	12.01	8.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.6	24.0	27.6	43.0	61.4	61.3	235.81	0.294	0.375	0.437	0.517	0.362	0.000	0.7519	1.0000	1.0000	0.9524	1.0000	0.2609	0.32	10.85	11.17	0.05	0.04	0.07	0.07	0.05	0.04	0.00	0.01	0.16	1.03	3.54	6.10	0.0172	0.0087	0.0075	0.0033	0.0006	0.0000	0.0011	0.0028	0.0180	0.0490	0.0418	0.0000	71.34
1991-06-17	Perennial Ryegrass	0.31	753.53	0.76	0.91	0.61	1.02	2	1	2.18	650.00	0.00	9.87	7.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.5	22.3	25.7	41.8	61.3	62.9	231.54	0.089	0.114	0.141	0.182	0.138	0.000	0.7546	0.5985	1.0000	0.9530	1.0000	0.3696	0.34	10.46	10.80	0.07	0.05	0.07	0.06	0.05	0.04	0.00	0.01	0.14	0.91	3.35	6.04	0.0141	0.0065	0.0050	0.0026	0.0005	0.0000	0.0010	0.0019	0.0102	0.0352	0.0317	0.0000	71.50
1991-06-18	Perennial Ryegrass	0.31	747.75	0.76	0.91	0.61	1.02	2	1	2.19	650.00	0.00	7.75	5.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.0	21.0	24.2	40.4	60.7	63.7	226.88	0.078	0.096	0.122	0.171	0.138	0.000	0.7567	0.8005	1.0000	0.9376	1.0000	0.2375	0.36	10.05	10.41	0.08	0.05	0.07	0.06	0.05	0.04	0.01	0.02	0.12	0.81	3.16	5.92	0.0145	0.0055	0.0038	0.0023	0.0005	0.0000	0.0017	0.0015	0.0068	0.0287	0.0299	0.0000	71.61
1991-06-19	Perennial Ryegrass	0.31	744.82	0.76	0.91	0.61	1.02	2	1	2.20	650.00	0.00	6.36	4.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.9	19.9	22.9	39.1	59.8	63.8	222.39	0.063	0.073	0.092	0.139	0.118	0.000	0.7582	1.0000	1.0000	0.9087	1.0000	0.2546	0.39	9.65	10.04	0.10	0.06	0.07	0.06	0.05	0.04	0.01	0.02	0.11	0.74	3.00	5.76	0.0156	0.0048	0.0030	0.0021	0.0005	0.0000	0.0022	0.0013	0.0047	0.0231	0.0268	0.0000	71.68
1991-06-20	Perennial Ryegrass	0.31	734.89	0.76	0.91	0.61	1.02	2	1	2.21	650.00	0.00	6.53	4.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.9	19.2	21.8	37.8	58.7	63.4	217.93	0.094	0.094	0.120	0.192	0.168	0.000	0.7596	1.0000	1.0000	0.9021	1.0000	0.2756	0.39	9.29	9.67	0.09	0.07	0.07	0.06	0.05	0.04	0.02	0.02	0.11	0.69	2.86	5.60	0.0138	0.0044	0.0025	0.0019	0.0005	0.0000	0.0027	0.0013	0.0037	0.0199	0.0259	0.0000	71.74
1991-06-21	Perennial Ryegrass	0.30	718.52	0.76	0.91	0.61	1.02	2	1	2.22	650.00	0.00	6.54	4.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.8	18.9	21.1	36.8	57.7	62.8	213.99	0.091	0.083	0.104	0.174	0.157	0.000	0.7610	1.0000	1.0000	0.9089	1.0000	0.2491	0.36	8.98	9.34	0.05	0.07	0.07	0.06	0.06	0.04	0.02	0.02	0.11	0.65	2.74	5.44	0.0082	0.0042	0.0022	0.0017	0.0005	0.0000	0.0027	0.0012	0.0030	0.0168	0.0232	0.0000	71.80
1991-06-22	Perennial Ryegrass	0.30	712.38	0.76	0.91	0.61	1.02	2	1	2.23	650.00	0.00	5.62	3.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.6	18.7	20.4	35.9	56.6	62.0	210.19	0.126	0.108	0.129	0.225	0.206	0.000	0.7626	0.5785	1.0000	0.8945	1.0000	0.2348	0.38	8.72	9.09	0.06	0.08	0.07	0.06	0.06	0.05	0.02	0.03	0.10	0.62	2.65	5.29	0.0091	0.0042	0.0020	0.0016	0.0005	0.0000	0.0029	0.0014	0.0027	0.0154	0.0229	0.0000	71.86
1991-06-23	Perennial Ryegrass	0.30	715.35	0.76	0.91	0.61	1.02	2	1	2.24	650.00	0.00	6.07	4.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.5	19.0	20.1	35.1	55.6	61.2	208.44	0.226	0.197	0.219	0.396	0.367	0.000	0.7635	1.0000	1.0000	0.8884	1.0000	0.2271	0.38	8.50	8.88	0.05	0.08	0.08	0.06	0.06	0.05	0.02	0.03	0.11	0.60	2.58	5.17	0.0075	0.0047	0.0021	0.0018	0.0006	0.0000	0.0027	0.0016	0.0028	0.0160	0.0272	0.0000	71.86
1991-06-24	Perennial Ryegrass	0.30	702.25	0.77	0.91	0.60	1.02	2	1	2.25	650.00	0.00	5.63	3.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.1	19.0	20.0	34.8	55.0	60.4	206.25	0.091	0.073	0.074	0.130	0.122	0.000	0.7648	1.0000	1.0000	0.8851	1.0000	0.4194	0.39	8.34	8.73	0.06	0.09	0.08	0.06	0.06	0.05	0.00	0.03	0.11	0.59	2.53	5.07	0.0099	0.0048	0.0017	0.0013	0.0004	0.0000	0.0005	0.0018	0.0022	0.0117	0.0172	0.0000	71.70
1991-06-25	Perennial Ryegrass	0.29	690.72	0.77	0.91	0.60	1.02	2	1	2.26	650.00	0.00	7.14	5.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.7	18.7	19.8	34.3	54.4	59.7	203.65	0.220	0.188	0.188	0.327	0.302	0.000	0.7663	1.0000	1.0000	0.9082	1.0000	0.2660	0.41	8.23	8.64	0.06	0.09	0.08	0.06	0.06	0.05	0.00	0.04	0.11	0.58	2.50	5.00	0.0107	0.0056	0.0021	0.0016	0.0006	0.0000	0.0007	0.0022	0.0027	0.0136	0.0228	0.0000	71.62
1991-06-26	Perennial Ryegrass	0.29	677.43	0.77	0.91	0.60	1.02	2	1	2.27	650.00	0.00	7.31	5.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.4	18.4	19.8	34.1	53.6	59.1	201.42	0.208	0.176	0.181	0.314	0.289	0.000	0.7679	0.9770	1.0000	0.9251	1.0000	0.2065	0.43	8.15	8.58	0.07	0.10	0.09	0.07	0.06	0.05	0.00	0.04	0.12	0.58	2.46	4.95	0.0109	0.0055	0.0021	0.0015	0.0006	0.0000	0.0007	0.0023	0.0028	0.0132	0.0216	0.0000	71.71
1991-06-27	Perennial Ryegrass	0.29	673.78	0.77	0.91	0.60	1.02	2	1	2.27	650.00	0.00	5.63	3.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.0	18.2	19.8	33.9	53.2	58.5	199.60	0.182	0.156	0.167	0.286	0.256	0.000	0.7695	0.8909	1.0000	0.9025	1.0000	0.1432	0.46	8.11	8.58	0.09	0.10	0.09	0.07	0.06	0.05	0.01	0.05	0.13	0.58	2.44	4.90	0.0141	0.0054	0.0021	0.0015	0.0005	0.0000	0.0016	0.0024	0.0029	0.0127	0.0197	0.0000	71.78
1991-06-28	Perennial Ryegrass	0.29	687.05	0.77	0.91	0.60	1.02	2	1	2.28	650.00	0.00	5.88	4.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.1	19.0	19.8	33.8	52.8	58.2	201.66	0.187	0.163	0.181	0.307	0.272	0.000	0.7704	0.6564	1.0000	0.9052	1.0000	0.2307	0.48	8.09	8.57	0.10	0.11	0.09	0.07	0.07	0.05	0.02	0.05	0.13	0.59	2.43	4.88	0.0139	0.0054	0.0022	0.0015	0.0005	0.0000	0.0022	0.0026	0.0031	0.0129	0.0200	0.0000	71.76
1991-06-29	Perennial Ryegrass	0.29	695.91	0.77	0.91	0.59	1.02	2	1	2.29	650.00	0.00	6.11	4.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.1	19.8	20.1	34.0	52.4	58.0	203.38	0.223	0.166	0.160	0.267	0.233	0.000	0.7714	1.0000	1.0000	0.8865	1.0000	0.3100	0.48	8.08	8.56	0.09	0.11	0.09	0.07	0.07	0.05	0.02	0.06	0.14	0.59	2.41	4.87	0.0195	0.0065	0.0021	0.0015	0.0005	0.0000	0.0038	0.0033	0.0031	0.0124	0.0181	0.0000	71.40
1991-06-30	Perennial Ryegrass	0.29	681.80	0.77	0.91	0.58	1.02	2	1	2.30	650.00	0.00	6.39	4.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.8	19.9	20.4	34.3	52.2	57.8	202.38	0.196	0.147	0.132	0.212	0.178	0.000	0.7728	0.7081	1.0000	0.8916	1.0000	0.2432	0.45	8.08	8.53	0.06	0.11	0.09	0.07	0.07	0.05	0.02	0.06	0.14	0.60	2.40	4.86	0.0158	0.0076	0.0022	0.0014	0.0005	0.0000	0.0044	0.0040	0.0031	0.0119	0.0158	0.0000	70.94
1991-07-01	Perennial Ryegrass	0.29	676.73	0.77	0.91	0.58	1.02	2	1	2.30	650.00	0.00	5.08	3.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.2	19.7	20.4	34.5	52.3	57.7	201.69	0.086	0.076	0.070	0.111	0.089	0.000	0.7739	0.5007	1.0000	0.8721	1.0000	0.3322	0.47	8.08	8.54	0.07	0.11	0.09	0.07	0.07	0.05	0.02	0.06	0.14	0.59	2.41	4.85	0.0143	0.0075	0.0021	0.0013	0.0004	0.0000	0.0037	0.0041	0.0030	0.0110	0.0127	0.0000	70.76
1991-07-02	Perennial Ryegrass	0.29	671.29	0.78	0.91	0.58	1.02	2	1	2.31	650.00	0.00	4.92	3.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.9	19.2	20.4	34.5	52.4	57.6	200.96	0.080	0.075	0.072	0.115	0.091	0.000	0.7748	0.4447	1.0000	0.8578	1.0000	0.3516	0.48	8.07	8.55	0.08	0.11	0.10	0.07	0.07	0.05	0.02	0.07	0.14	0.59	2.41	4.85	0.0141	0.0072	0.0022	0.0013	0.0004	0.0000	0.0036	0.0040	0.0031	0.0111	0.0128	0.0000	70.79
1991-07-03	Perennial Ryegrass	0.28	660.91	0.78	0.91	0.58	1.03	2	1	2.32	650.00	0.00	5.40	3.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.8	18.8	20.2	34.5	52.5	57.5	200.29	0.102	0.091	0.094	0.152	0.121	0.000	0.7757	0.6809	1.0000	0.8638	1.0000	0.2454	0.47	8.07	8.53	0.07	0.11	0.10	0.07	0.07	0.05	0.02	0.07	0.14	0.58	2.41	4.84	0.0110	0.0066	0.0022	0.0014	0.0004	0.0000	0.0037	0.0038	0.0032	0.0114	0.0139	0.0000	70.82
1991-07-04	Perennial Ryegrass	0.29	682.48	0.78	0.91	0.58	1.03	3	1	2.32	650.00	0.00	4.96	3.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.8	20.0	20.4	34.5	52.5	57.4	204.61	0.136	0.117	0.123	0.205	0.165	0.000	0.7766	1.0000	1.0000	0.8369	1.0000	0.3591	0.47	8.06	8.53	0.07	0.11	0.10	0.07	0.07	0.05	0.02	0.07	0.15	0.57	2.41	4.83	0.0119	0.0064	0.0023	0.0015	0.0005	0.0000	0.0035	0.0037	0.0033	0.0119	0.0155	0.0000	70.75
