Date	species	dorm_t	seed_dorm_time	germ_index	shoot_dm	seedl_dm	estab_dm	senc_dm	dead_dm	litter_dm	green_dm	dry_dm	leaf_dm	stem_dm	avail_dm	root_dm	seed_dm	rlv[1]	rlv[2]	rlv[3]	rlv[4]	rlv[5]	rlv[6]
1991-04-09	Perennial Ryegrass	16.2	-1	0	2433.4	0.0	124.5	0.0	2305.00	3.86	124.51	2309	923.19	1510.18	2308.86	610.60	0.0	0.046	0.022	0.010	0.003	0.001	0.000
1991-04-10	Perennial Ryegrass	16.2	-1	0	2449.3	0.0	145.5	0.0	2299.92	3.85	145.53	2304	935.64	1513.66	2303.77	599.13	0.0	0.045	0.022	0.009	0.003	0.001	0.000
1991-04-11	Perennial Ryegrass	16.2	-1	0	2463.7	0.0	165.1	0.0	2288.82	9.86	165.06	2299	947.05	1516.69	2298.69	587.87	0.0	0.045	0.022	0.009	0.003	0.001	0.000
1991-04-12	Perennial Ryegrass	16.2	-1	0	2473.0	0.0	185.4	0.0	2283.78	3.82	185.36	2288	955.77	1517.19	2287.60	576.95	0.0	0.044	0.021	0.009	0.003	0.001	0.000
1991-04-13	Perennial Ryegrass	16.2	-1	0	2490.1	0.0	207.5	0.0	2278.75	3.81	207.50	2283	969.12	1520.95	2282.56	566.42	0.0	0.043	0.021	0.009	0.003	0.001	0.000
1991-04-14	Perennial Ryegrass	16.2	-1	0	2498.5	0.0	220.9	0.0	2231.02	46.52	220.93	2278	976.16	1522.31	2277.54	555.60	0.0	0.042	0.020	0.009	0.003	0.001	0.000
1991-04-15	Perennial Ryegrass	16.2	-1	0	2468.2	0.0	238.3	0.0	2226.12	3.71	238.33	2230	963.08	1505.08	2229.83	545.39	0.0	0.041	0.020	0.009	0.003	0.001	0.000
1991-04-16	Perennial Ryegrass	16.2	-1	0	2488.9	0.0	264.0	0.0	2221.23	3.70	263.96	2225	979.08	1509.81	2224.93	538.34	0.0	0.041	0.020	0.008	0.003	0.001	0.000
1991-04-17	Perennial Ryegrass	16.2	-1	0	2508.6	0.0	287.1	0.0	2217.81	3.69	287.15	2221	994.30	1514.35	2221.50	532.96	0.0	0.040	0.020	0.008	0.003	0.001	0.000
1991-04-18	Perennial Ryegrass	16.2	-1	0	2526.8	0.0	310.1	0.0	2212.94	3.68	310.14	2217	1008.34	1518.42	2216.63	525.69	0.0	0.040	0.019	0.008	0.003	0.001	0.000
1991-04-19	Perennial Ryegrass	16.2	-1	0	2545.2	0.0	333.4	0.0	2208.09	3.68	333.43	2212	1022.57	1522.63	2211.77	522.02	0.0	0.039	0.019	0.008	0.003	0.001	0.000
1991-04-20	Perennial Ryegrass	16.2	-1	0	2562.0	0.0	355.1	0.0	2203.25	3.67	355.07	2207	1035.60	1526.39	2206.92	514.62	0.0	0.039	0.019	0.008	0.003	0.001	0.000
1991-04-21	Perennial Ryegrass	16.2	-1	0	2579.5	0.0	377.4	0.0	2198.42	3.66	377.41	2202	1049.15	1530.35	2202.08	510.28	0.0	0.039	0.019	0.008	0.003	0.001	0.000
1991-04-22	Perennial Ryegrass	16.2	-1	0	2594.6	0.0	396.8	0.0	2194.21	3.65	396.76	2198	1060.93	1533.69	2197.86	505.30	0.0	0.038	0.019	0.008	0.003	0.001	0.000
1991-04-23	Perennial Ryegrass	16.2	-1	0	2610.0	0.0	412.2	0.0	2194.08	3.64	412.24	2198	1072.90	1537.06	2197.72	501.74	0.0	0.038	0.018	0.008	0.003	0.001	0.000
1991-04-24	Perennial Ryegrass	16.2	-1	0	2625.0	0.0	432.0	0.0	2189.27	3.64	432.05	2193	1084.63	1540.33	2205.74	497.16	0.0	0.038	0.018	0.008	0.003	0.001	0.000
1991-04-25	Perennial Ryegrass	16.2	-1	0	2639.3	0.0	451.2	0.0	2115.79	72.32	451.19	2188	1095.84	1543.46	2221.58	494.94	0.0	0.037	0.018	0.008	0.003	0.001	0.000
1991-04-26	Perennial Ryegrass	16.2	-1	0	2586.6	0.0	471.9	0.0	2064.17	50.50	471.93	2115	1071.63	1514.96	2168.21	487.57	0.0	0.037	0.018	0.008	0.003	0.001	0.000
1991-04-27	Perennial Ryegrass	16.2	-1	0	2557.8	0.0	494.7	0.0	2058.33	4.75	494.67	2063	1060.76	1496.99	2138.47	485.13	0.0	0.037	0.018	0.008	0.003	0.001	0.000
1991-04-28	Perennial Ryegrass	16.2	-1	0	2572.0	0.0	514.8	0.0	2053.86	3.39	514.79	2057	1072.10	1499.94	2155.77	481.90	0.0	0.036	0.018	0.008	0.003	0.001	0.000
1991-04-29	Perennial Ryegrass	16.2	-1	0	2586.6	0.0	533.8	0.0	2049.40	3.38	533.78	2053	1083.34	1503.21	2171.80	478.31	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-04-30	Perennial Ryegrass	16.2	-1	0	2602.6	0.0	554.2	0.0	2044.95	3.37	554.24	2048	1095.63	1506.93	2187.22	475.96	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-05-01	Perennial Ryegrass	16.2	-1	0	2616.2	0.0	572.4	0.0	2040.51	3.36	572.37	2044	1106.22	1510.02	2203.16	473.06	0.0	0.036	0.017	0.007	0.003	0.001	0.000
1991-05-02	Perennial Ryegrass	16.2	-1	0	2628.9	0.0	589.5	0.0	2036.08	3.35	589.51	2039	1116.11	1512.84	2216.97	470.89	0.0	0.036	0.017	0.007	0.003	0.001	0.000
1991-05-03	Perennial Ryegrass	16.2	-1	0	2640.6	0.0	604.7	0.0	2032.64	3.34	604.67	2036	1125.29	1515.36	2230.36	469.57	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-05-04	Perennial Ryegrass	16.2	-1	0	2652.0	0.0	619.3	0.0	2029.38	3.34	619.29	2033	1134.22	1517.79	2242.34	467.57	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-05-05	Perennial Ryegrass	16.2	-1	0	2663.2	0.0	634.7	0.0	2025.22	3.33	634.69	2029	1143.06	1520.19	2253.30	465.02	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-05-06	Perennial Ryegrass	16.2	-1	0	2674.7	0.0	650.5	0.0	2020.90	3.32	650.47	2024	1152.04	1522.66	2264.75	462.54	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-05-07	Perennial Ryegrass	16.2	-1	0	2686.6	0.0	666.7	0.0	2016.52	3.32	666.73	2020	1161.29	1525.28	2276.57	460.24	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-05-08	Perennial Ryegrass	16.2	-1	0	2697.7	0.0	682.2	0.0	1987.08	28.38	682.21	2015	1169.99	1527.68	2288.38	458.23	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-05-09	Perennial Ryegrass	16.2	-1	0	2682.9	0.0	696.8	0.0	1970.40	15.64	696.81	1986	1165.12	1517.73	2274.29	454.61	0.0	0.034	0.017	0.007	0.003	0.001	0.000
1991-05-10	Perennial Ryegrass	16.2	-1	0	2680.9	0.0	711.6	0.0	1966.15	3.22	711.56	1969	1166.97	1513.96	2272.46	453.70	0.0	0.034	0.017	0.007	0.003	0.001	0.000
1991-05-11	Perennial Ryegrass	16.2	-1	0	2690.4	0.0	725.2	0.0	1962.01	3.21	725.19	1965	1174.50	1515.91	2282.75	451.84	0.0	0.034	0.017	0.007	0.003	0.001	0.000
1991-05-12	Perennial Ryegrass	16.2	-1	0	2700.0	0.0	739.0	0.0	1957.79	3.21	739.04	1961	1182.12	1517.92	2292.40	451.13	0.0	0.034	0.017	0.007	0.003	0.001	0.000
1991-05-13	Perennial Ryegrass	16.2	-1	0	2708.7	0.0	751.9	0.0	1953.57	3.20	751.89	1957	1189.03	1519.63	2301.70	448.65	0.0	0.034	0.016	0.007	0.003	0.001	0.000
1991-05-14	Perennial Ryegrass	16.2	-1	0	2717.5	0.0	764.9	0.0	1949.36	3.19	764.92	1953	1196.06	1521.41	2310.54	447.46	0.0	0.034	0.016	0.007	0.003	0.001	0.000
1991-05-15	Perennial Ryegrass	16.2	-1	0	2726.1	0.0	777.7	0.0	1945.15	3.18	777.74	1948	1202.94	1523.14	2319.37	446.47	0.0	0.034	0.016	0.007	0.003	0.001	0.000
1991-05-16	Perennial Ryegrass	16.2	-1	0	2734.0	0.0	789.9	0.0	1940.96	3.18	789.91	1944	1209.37	1524.67	2327.79	445.26	0.0	0.034	0.016	0.007	0.003	0.001	0.000
1991-05-17	Perennial Ryegrass	16.2	-1	0	2741.8	0.0	801.9	0.0	1936.78	3.17	801.87	1940	1215.65	1526.16	2335.76	443.39	0.0	0.033	0.016	0.007	0.003	0.001	0.000
1991-05-18	Perennial Ryegrass	16.2	-1	0	2749.3	0.0	813.5	0.0	1932.60	3.16	813.50	1936	1221.70	1527.56	2343.46	441.63	0.0	0.033	0.016	0.007	0.003	0.001	0.000
1991-05-19	Perennial Ryegrass	16.2	-1	0	2756.9	0.0	825.3	0.0	1928.44	3.15	825.27	1932	1227.85	1529.01	2351.08	439.59	0.0	0.033	0.016	0.007	0.003	0.001	0.000
1991-05-20	Perennial Ryegrass	16.2	-1	0	2764.3	0.0	836.8	0.0	1873.27	54.16	836.82	1927	1233.85	1530.41	2358.66	438.08	0.0	0.033	0.016	0.007	0.003	0.001	0.000
1991-05-21	Perennial Ryegrass	16.2	-1	0	2721.7	0.0	849.4	0.0	1778.78	93.52	849.40	1872	1214.65	1507.05	2315.69	433.65	0.0	0.033	0.016	0.007	0.003	0.001	0.000
1991-05-22	Perennial Ryegrass	16.2	-1	0	2644.7	0.0	866.9	0.0	1705.99	71.87	866.86	1778	1179.39	1465.32	2236.50	432.81	0.0	0.033	0.016	0.007	0.003	0.001	0.000
1991-05-23	Perennial Ryegrass	16.2	-1	0	2589.2	0.0	884.1	0.0	1702.38	2.73	884.08	1705	1155.63	1433.56	2181.25	432.10	0.0	0.033	0.016	0.007	0.003	0.001	0.000
1991-05-24	Perennial Ryegrass	16.2	-1	0	2601.0	0.0	899.5	0.0	1698.77	2.73	899.52	1702	1164.64	1436.38	2194.04	432.31	0.0	0.033	0.016	0.007	0.003	0.001	0.000
1991-05-25	Perennial Ryegrass	16.2	-1	0	2612.0	0.0	914.1	0.0	1695.18	2.72	914.06	1698	1173.02	1438.94	2205.50	430.55	0.0	0.032	0.016	0.007	0.003	0.001	0.000
1991-05-26	Perennial Ryegrass	16.2	-1	0	2622.5	0.0	928.1	0.0	1691.59	2.71	928.15	1694	1181.09	1441.36	2216.29	428.87	0.0	0.032	0.016	0.007	0.003	0.001	0.000
1991-05-27	Perennial Ryegrass	16.2	-1	0	2632.5	0.0	941.7	0.0	1688.01	2.71	941.75	1691	1188.82	1443.65	2226.61	429.98	0.0	0.032	0.016	0.007	0.003	0.001	0.000
1991-05-28	Perennial Ryegrass	16.2	-1	0	2641.8	0.0	954.7	0.0	1684.44	2.70	954.67	1687	1196.07	1445.74	2236.32	430.35	0.0	0.032	0.016	0.007	0.003	0.001	0.000
1991-05-29	Perennial Ryegrass	16.2	-1	0	2651.7	0.0	968.1	0.0	1679.81	3.77	968.12	1684	1203.70	1448.00	2246.06	430.23	0.0	0.032	0.016	0.007	0.003	0.001	0.000
1991-05-30	Perennial Ryegrass	16.2	-1	0	2659.8	0.0	980.8	0.0	1676.26	2.69	980.81	1679	1210.27	1449.49	2254.52	430.18	0.0	0.032	0.016	0.007	0.003	0.001	0.000
1991-05-31	Perennial Ryegrass	16.2	-1	0	2668.4	0.0	993.0	0.0	1672.72	2.68	992.97	1675	1217.00	1451.37	2263.41	429.94	0.0	0.032	0.016	0.007	0.003	0.001	0.000
1991-06-01	Perennial Ryegrass	16.2	-1	0	2676.9	0.0	1005.1	0.0	1669.20	2.67	1005.08	1672	1223.70	1453.25	2272.07	429.88	0.0	0.032	0.016	0.007	0.003	0.001	0.000
1991-06-02	Perennial Ryegrass	16.2	-1	0	2685.3	0.0	1017.0	0.0	1665.67	2.67	1016.99	1668	1230.26	1455.07	2280.59	428.90	0.0	0.032	0.016	0.007	0.003	0.001	0.000
1991-06-03	Perennial Ryegrass	16.2	-1	0	2694.5	0.0	1029.7	0.0	1660.05	4.77	1029.67	1665	1237.34	1457.15	2289.50	426.05	0.0	0.032	0.016	0.007	0.002	0.001	0.000
1991-06-04	Perennial Ryegrass	16.2	-1	0	2700.6	0.0	1041.4	0.0	1656.55	2.65	1041.40	1659	1242.76	1457.84	2296.04	425.87	0.0	0.032	0.016	0.007	0.002	0.001	0.000
1991-06-05	Perennial Ryegrass	16.2	-1	0	2707.2	0.0	1051.5	0.0	1653.05	2.64	1051.48	1656	1248.06	1459.12	2303.31	425.94	0.0	0.032	0.016	0.007	0.002	0.001	0.000
1991-06-06	Perennial Ryegrass	16.2	-1	0	2712.3	0.0	1060.1	0.0	1618.40	33.81	1060.13	1652	1252.38	1459.96	2309.05	426.14	0.0	0.032	0.016	0.007	0.002	0.001	0.000
1991-06-07	Perennial Ryegrass	16.2	-1	0	2686.0	0.0	1068.4	0.0	1522.00	95.57	1068.45	1618	1241.60	1444.42	2282.88	427.02	0.0	0.032	0.016	0.007	0.003	0.001	0.000
1991-06-08	Perennial Ryegrass	16.2	-1	0	2600.8	0.0	1079.6	0.0	1478.21	43.02	1079.62	1521	1203.75	1397.10	2196.67	430.54	0.0	0.032	0.016	0.007	0.003	0.001	0.000
1991-06-09	Perennial Ryegrass	16.2	-1	0	2567.8	0.0	1090.4	0.0	1417.47	59.99	1090.35	1477	1191.01	1376.80	2163.83	433.87	0.0	0.033	0.016	0.007	0.003	0.001	0.000
1991-06-10	Perennial Ryegrass	16.2	-1	0	2516.9	0.0	1100.1	0.0	1362.37	54.39	1100.11	1417	1170.17	1346.69	2113.28	436.82	0.0	0.033	0.016	0.007	0.003	0.001	0.000
1991-06-11	Perennial Ryegrass	16.2	-1	0	2473.4	0.0	1111.7	0.0	1297.78	63.90	1111.73	1362	1153.65	1319.77	2069.19	440.52	0.0	0.033	0.016	0.007	0.003	0.001	0.000
1991-06-12	Perennial Ryegrass	16.2	-1	0	2419.4	0.0	1122.3	0.0	1225.50	71.64	1122.25	1297	1132.68	1286.71	2015.60	443.79	0.0	0.033	0.016	0.007	0.003	0.001	0.000
1991-06-13	Perennial Ryegrass	16.2	-1	0	2359.7	0.0	1134.9	0.0	1223.01	1.87	1134.86	1225	1110.50	1249.24	1955.25	447.90	0.0	0.034	0.017	0.007	0.003	0.001	0.000
1991-06-14	Perennial Ryegrass	16.2	-1	0	2367.9	0.0	1145.5	0.0	1220.53	1.87	1145.50	1222	1116.76	1251.15	1964.15	451.22	0.0	0.034	0.017	0.007	0.003	0.001	0.000
1991-06-15	Perennial Ryegrass	16.2	-1	0	2374.3	0.0	1154.4	0.0	1218.06	1.87	1154.40	1220	1121.83	1252.50	1971.22	453.84	0.0	0.034	0.017	0.007	0.003	0.001	0.000
1991-06-16	Perennial Ryegrass	16.2	-1	0	2380.4	0.0	1162.9	0.0	1215.59	1.86	1162.94	1217	1126.66	1253.74	1977.44	456.31	0.0	0.034	0.017	0.007	0.003	0.001	0.000
1991-06-17	Perennial Ryegrass	16.2	-1	0	2384.9	0.0	1169.9	0.0	1213.13	1.86	1169.95	1215	1130.44	1254.50	1982.53	458.15	0.0	0.034	0.017	0.007	0.003	0.001	0.000
1991-06-18	Perennial Ryegrass	16.2	-1	0	2388.0	0.0	1175.4	0.0	1210.68	1.85	1175.45	1213	1133.20	1254.77	1986.10	459.40	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-06-19	Perennial Ryegrass	16.2	-1	0	2390.0	0.0	1180.0	0.0	1208.23	1.85	1179.96	1210	1135.30	1254.74	1988.50	460.26	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-06-20	Perennial Ryegrass	16.2	-1	0	2392.2	0.0	1184.6	0.0	1205.78	1.84	1184.59	1208	1137.47	1254.75	1990.65	461.17	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-06-21	Perennial Ryegrass	16.2	-1	0	2394.4	0.0	1189.2	0.0	1203.35	1.84	1189.23	1205	1139.66	1254.76	1992.85	462.09	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-06-22	Perennial Ryegrass	16.2	-1	0	2396.0	0.0	1193.2	0.0	1200.91	1.84	1193.21	1203	1141.39	1254.57	1994.62	462.74	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-06-23	Perennial Ryegrass	16.2	-1	0	2397.8	0.0	1197.5	0.0	1185.20	15.12	1197.51	1200	1143.35	1254.48	1996.39	463.53	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-06-24	Perennial Ryegrass	16.2	-1	0	2386.1	0.0	1201.5	0.0	1182.81	1.80	1201.49	1185	1139.64	1246.46	1984.78	464.19	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-06-25	Perennial Ryegrass	16.2	-1	0	2388.8	0.0	1206.5	0.0	1180.42	1.80	1206.54	1182	1142.13	1246.63	1987.08	465.28	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-06-26	Perennial Ryegrass	16.2	-1	0	2391.5	0.0	1211.7	0.0	1178.04	1.80	1211.70	1180	1144.70	1246.84	1989.83	466.41	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-06-27	Perennial Ryegrass	16.2	-1	0	2393.1	0.0	1215.7	0.0	1175.67	1.79	1215.68	1177	1146.47	1246.68	1991.83	467.07	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-06-28	Perennial Ryegrass	16.2	-1	0	2394.9	0.0	1219.8	0.0	1151.17	23.92	1219.83	1175	1148.35	1246.57	1993.56	467.79	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-06-29	Perennial Ryegrass	16.2	-1	0	2374.8	0.0	1224.1	0.0	1130.76	19.85	1224.15	1151	1141.37	1233.39	1973.34	468.60	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-06-30	Perennial Ryegrass	16.2	-1	0	2358.9	0.0	1228.7	0.0	1127.13	3.07	1228.65	1130	1136.26	1222.60	1957.38	469.48	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-07-01	Perennial Ryegrass	16.2	-1	0	2358.8	0.0	1232.2	0.0	1124.87	1.71	1232.23	1127	1137.27	1221.54	1957.65	469.99	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-07-02	Perennial Ryegrass	16.2	-1	0	2360.0	0.0	1235.7	0.0	1122.62	1.70	1235.70	1124	1138.76	1221.26	1958.90	470.45	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-07-03	Perennial Ryegrass	16.2	-1	0	2361.6	0.0	1239.5	0.0	1119.03	3.04	1239.50	1122	1140.47	1221.10	1960.34	471.06	0.0	0.035	0.017	0.007	0.003	0.001	0.000
1991-07-04	Perennial Ryegrass	16.2	-1	0	2361.5	0.0	1243.0	0.0	1089.35	29.12	1243.00	1118	1141.45	1220.02	1960.35	471.55	0.0	0.036	0.017	0.007	0.003	0.001	0.000
1991-07-05	Perennial Ryegrass	16.2	-1	0	2335.7	0.0	1246.9	0.0	1079.18	9.64	1246.87	1089	1132.36	1203.33	1934.44	472.21	0.0	0.036	0.017	0.007	0.003	0.001	0.000
1991-07-06	Perennial Ryegrass	16.2	-1	0	2329.1	0.0	1250.5	0.0	1075.75	2.91	1250.46	1079	1130.85	1198.27	1927.96	472.75	0.0	0.036	0.017	0.007	0.003	0.001	0.000
1991-07-07	Perennial Ryegrass	16.2	-1	0	2328.8	0.0	1253.6	0.0	1073.60	1.62	1253.56	1075	1131.64	1197.14	1927.79	473.10	0.0	0.036	0.017	0.007	0.003	0.001	0.000
1991-07-08	Perennial Ryegrass	16.2	-1	0	2329.4	0.0	1256.3	0.0	1025.97	47.10	1256.29	1073	1132.69	1196.68	1928.50	473.31	0.0	0.036	0.017	0.007	0.003	0.001	0.000
1991-07-09	Perennial Ryegrass	16.2	-1	0	2285.7	0.0	1260.2	0.0	978.22	47.26	1260.20	1025	1116.91	1168.76	1884.43	474.01	0.0	0.036	0.017	0.007	0.003	0.001	0.000
1991-07-10	Perennial Ryegrass	16.2	-1	0	2242.3	0.0	1264.5	0.0	919.01	58.74	1264.53	978	1101.82	1140.45	1840.89	474.91	0.0	0.036	0.017	0.007	0.003	0.001	0.000
1991-07-11	Perennial Ryegrass	16.2	-1	0	2188.6	0.0	1270.0	0.0	870.73	47.83	1270.04	919	1083.80	1104.81	1786.86	476.32	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-12	Perennial Ryegrass	16.2	-1	0	2146.5	0.0	1276.1	0.0	842.92	27.39	1276.15	870	1070.82	1075.64	1744.54	477.98	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-13	Perennial Ryegrass	16.2	-1	0	2123.7	0.0	1281.2	0.0	838.44	4.08	1281.17	843	1064.69	1059.00	1722.12	479.19	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-14	Perennial Ryegrass	16.2	-1	0	2123.2	0.0	1285.2	0.0	826.03	12.01	1285.20	838	1065.93	1057.31	1721.98	479.98	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-15	Perennial Ryegrass	16.2	-1	0	2114.2	0.0	1288.6	0.0	824.44	1.20	1288.58	826	1064.06	1050.15	1713.16	480.48	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-16	Perennial Ryegrass	16.2	-1	0	2115.4	0.0	1291.3	0.0	821.90	2.14	1291.31	824	1065.40	1049.95	1714.50	480.72	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-17	Perennial Ryegrass	16.2	-1	0	2115.0	0.0	1293.5	0.0	820.32	1.19	1293.45	822	1066.03	1048.94	1714.30	480.71	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-18	Perennial Ryegrass	16.2	-1	0	2115.2	0.0	1295.3	0.0	818.74	1.19	1295.29	820	1066.76	1048.45	1714.65	480.58	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-19	Perennial Ryegrass	16.2	-1	0	2115.7	0.0	1297.4	0.0	817.16	1.19	1297.36	818	1067.66	1048.05	1715.07	480.55	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-20	Perennial Ryegrass	16.2	-1	0	2116.4	0.0	1299.7	0.0	815.58	1.18	1299.66	817	1068.71	1047.72	1715.72	480.60	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-21	Perennial Ryegrass	16.2	-1	0	2116.7	0.0	1301.5	0.0	814.01	1.18	1301.45	815	1069.42	1047.23	1716.10	480.45	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-22	Perennial Ryegrass	16.2	-1	0	2116.8	0.0	1303.2	0.0	808.82	4.81	1303.19	814	1070.09	1046.72	1716.28	480.28	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-23	Perennial Ryegrass	16.2	-1	0	2113.1	0.0	1304.7	0.0	807.27	1.17	1304.71	808	1069.43	1043.72	1712.68	480.03	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-24	Perennial Ryegrass	16.2	-1	0	2113.1	0.0	1306.2	0.0	805.71	1.17	1306.25	807	1069.97	1043.16	1712.66	479.79	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-25	Perennial Ryegrass	16.2	-1	0	2113.1	0.0	1307.7	0.0	804.16	1.17	1307.74	805	1070.49	1042.58	1712.62	479.53	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-26	Perennial Ryegrass	16.2	-1	0	2112.7	0.0	1308.9	0.0	802.62	1.16	1308.93	804	1070.80	1041.91	1712.35	479.15	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-27	Perennial Ryegrass	16.2	-1	0	2112.3	0.0	1310.1	0.0	798.37	3.87	1310.11	802	1071.12	1041.23	1711.99	478.78	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-28	Perennial Ryegrass	16.2	-1	0	2109.5	0.0	1311.5	0.0	796.84	1.15	1311.51	798	1070.69	1038.81	1709.07	478.51	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-29	Perennial Ryegrass	16.2	-1	0	2109.8	0.0	1313.3	0.0	795.31	1.15	1313.35	796	1071.45	1038.36	1709.25	478.42	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-30	Perennial Ryegrass	16.2	-1	0	2110.0	0.0	1315.1	0.0	793.78	1.15	1315.11	795	1072.16	1037.88	1709.51	478.30	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-07-31	Perennial Ryegrass	16.2	-1	0	2110.0	0.0	1316.6	0.0	789.16	4.25	1316.63	793	1072.71	1037.33	1709.58	478.08	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-08-01	Perennial Ryegrass	16.2	-1	0	2107.2	0.0	1318.5	0.0	787.65	1.14	1318.46	789	1072.46	1034.79	1706.69	477.98	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-08-02	Perennial Ryegrass	16.2	-1	0	2107.3	0.0	1320.0	0.0	786.14	1.14	1319.98	787	1073.01	1034.24	1706.79	477.75	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-08-03	Perennial Ryegrass	16.2	-1	0	2107.5	0.0	1321.7	0.0	784.63	1.13	1321.72	786	1073.72	1033.77	1706.96	477.62	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-08-04	Perennial Ryegrass	16.2	-1	0	2108.5	0.0	1324.3	0.0	766.72	17.54	1324.25	784	1074.96	1033.55	1707.75	477.82	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-08-05	Perennial Ryegrass	16.2	-1	0	2093.4	0.0	1327.1	0.0	727.05	39.31	1327.08	766	1071.10	1022.35	1692.59	478.15	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-08-06	Perennial Ryegrass	16.2	-1	0	2057.6	0.0	1330.9	0.0	725.66	1.04	1330.91	727	1061.05	996.57	1656.46	478.92	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-08-07	Perennial Ryegrass	16.2	-1	0	2059.6	0.0	1334.3	0.0	700.72	24.61	1334.30	725	1062.92	996.70	1658.60	479.49	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-08-08	Perennial Ryegrass	16.2	-1	0	2037.6	0.0	1337.2	0.0	698.22	2.18	1337.21	700	1057.23	980.37	1636.73	479.87	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-08-09	Perennial Ryegrass	16.2	-1	0	2037.4	0.0	1339.6	0.0	696.90	0.99	1339.55	698	1058.07	979.37	1636.74	480.00	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-08-10	Perennial Ryegrass	16.2	-1	0	2038.1	0.0	1341.5	0.0	695.58	0.99	1341.50	697	1059.01	979.07	1637.49	479.95	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-08-11	Perennial Ryegrass	16.2	-1	0	2038.6	0.0	1343.3	0.0	694.27	0.99	1343.34	695	1059.87	978.73	1638.05	479.86	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-08-12	Perennial Ryegrass	16.2	-1	0	2039.5	0.0	1345.5	0.0	692.95	0.99	1345.53	694	1060.97	978.51	1638.82	479.93	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-08-13	Perennial Ryegrass	16.2	-1	0	2040.5	0.0	1347.9	0.0	691.65	0.98	1347.90	693	1062.19	978.34	1639.83	480.07	0.0	0.036	0.018	0.007	0.003	0.001	0.000
1991-08-14	Perennial Ryegrass	16.2	-1	0	2041.4	0.0	1350.1	0.0	686.96	4.37	1350.12	691	1063.31	978.13	1640.78	480.14	0.0	0.036	0.018	0.007	0.003	0.001	0.000
