SoilNum                            CropName                           YEAR                               Month                              AmtKg                              Npct
4                                  Maize_sole_fertilised              2003                               4                                  2569                               0.99
4                                  Maize_sole_fertilised              2004                               4                                  2655                               1.11
4                                  Maize_sole_fertilised              2005                               4                                  3123                               1.03
4                                  Maize_sole_fertilised              2006                               3                                  1836                               0.97
4                                  Maize_sole_fertilised              2007                               3                                  2114                               0.97
4                                  Maize_sole_fertilised              2008                               4                                  2472                               0.99
4                                  Maize_sole_fertilised              2009                               3                                  2868                               0.98
4                                  Maize_sole_fertilised              2010                               3                                  2827                               0.97
4                                  Mungbean_sole                      2001                               3                                  897                                2.53
4                                  Mungbean_sole                      2002                               2                                  1001                               2.87
4                                  Mungbean_sole                      2003                               2                                  1050                               2.93
4                                  Mungbean_sole                      2004                               2                                  479                                2.53
4                                  Mungbean_sole                      2005                               3                                  1133                               2.62
4                                  Mungbean_sole                      2006                               2                                  811                                2.68
4                                  Mungbean_sole                      2007                               2                                  978                                2.53
4                                  Mungbean_sole                      2008                               2                                  753                                2.61
4                                  Mungbean_sole                      2009                               2                                  804                                2.66
4                                  Mungbean_sole                      2010                               2                                  1235                               2.55
4                                  Peanut_sole                        2001                               6                                  2128                               3.4
4                                  Peanut_sole                        2002                               4                                  3584                               2.5
4                                  Peanut_sole                        2003                               4                                  3663                               2.34
4                                  Peanut_sole                        2004                               4                                  3162                               2.36
4                                  Peanut_sole                        2005                               4                                  3607                               2.48
4                                  Peanut_sole                        2006                               4                                  3016                               2.32
4                                  Peanut_sole                        2007                               4                                  2906                               2.42
4                                  Peanut_sole                        2008                               4                                  2778                               2.42
4                                  Peanut_sole                        2009                               4                                  3316                               2.43
4                                  Peanut_sole                        2010                               4                                  4029                               2.53
5                                  Maize_cowpea_intercrop_cowpea      2001                               3                                  1532                               2
5                                  Maize_cowpea_intercrop_cowpea      2002                               3                                  1609                               1.96
5                                  Maize_cowpea_intercrop_cowpea      2003                               3                                  1491                               1.97
5                                  Maize_cowpea_intercrop_cowpea      2004                               3                                  1753                               2.23
5                                  Maize_cowpea_intercrop_cowpea      2005                               3                                  1336                               2.1
5                                  Maize_cowpea_intercrop_cowpea      2006                               3                                  1533                               2.06
5                                  Maize_cowpea_intercrop_cowpea      2007                               3                                  1418                               2.14
5                                  Maize_cowpea_intercrop_cowpea      2008                               3                                  1311                               2.09
5                                  Maize_cowpea_intercrop_cowpea      2009                               3                                  2022                               2.06
5                                  Maize_cowpea_intercrop_cowpea      2010                               3                                  1732                               2.17
3                                  Maize_cowpea_intercrop_cowpea      2001                               3                                  1415                               2.1
3                                  Maize_cowpea_intercrop_cowpea      2002                               3                                  1512                               2.01
3                                  Maize_cowpea_intercrop_cowpea      2003                               3                                  1487                               2
3                                  Maize_cowpea_intercrop_cowpea      2004                               3                                  1703                               2.23
3                                  Maize_cowpea_intercrop_cowpea      2005                               3                                  1160                               2.15
3                                  Maize_cowpea_intercrop_cowpea      2006                               3                                  1271                               2.16
3                                  Maize_cowpea_intercrop_cowpea      2007                               3                                  1376                               2.16
3                                  Maize_cowpea_intercrop_cowpea      2008                               3                                  1151                               2.16
3                                  Maize_cowpea_intercrop_cowpea      2009                               3                                  1988                               2.1
3                                  Maize_cowpea_intercrop_cowpea      2010                               3                                  1437                               2.18
2                                  Maize_cowpea_intercrop_cowpea      2001                               3                                  1651                               1.96
2                                  Maize_cowpea_intercrop_cowpea      2002                               3                                  1611                               1.95
2                                  Maize_cowpea_intercrop_cowpea      2003                               3                                  1535                               1.93
2                                  Maize_cowpea_intercrop_cowpea      2004                               3                                  1741                               2.2
2                                  Maize_cowpea_intercrop_cowpea      2005                               3                                  1773                               2.11
2                                  Maize_cowpea_intercrop_cowpea      2006                               3                                  1497                               2.02
2                                  Maize_cowpea_intercrop_cowpea      2007                               3                                  1416                               2.1
2                                  Maize_cowpea_intercrop_cowpea      2008                               3                                  1321                               2.05
2                                  Maize_cowpea_intercrop_cowpea      2009                               3                                  2046                               2.04
2                                  Maize_cowpea_intercrop_cowpea      2010                               3                                  1697                               2.14
5                                  Rice_rainfed                       2001                               4                                  1485                               0.83
5                                  Rice_rainfed                       2002                               4                                  1662                               0.85
5                                  Rice_rainfed                       2003                               3                                  1592                               0.85
5                                  Rice_rainfed                       2004                               3                                  643                                1.06
5                                  Rice_rainfed                       2005                               3                                  2095                               0.95
5                                  Rice_rainfed                       2006                               3                                  3236                               0.9
5                                  Rice_rainfed                       2007                               3                                  2398                               0.9
5                                  Rice_rainfed                       2008                               3                                  2941                               0.92
5                                  Rice_rainfed                       2009                               3                                  1512                               0.9
5                                  Rice_rainfed                       2010                               3                                  2621                               0.91
5                                  Rice_irrigated_early               2001                               5                                  3504                               0.87
5                                  Rice_irrigated_early               2002                               5                                  5629                               0.87
5                                  Rice_irrigated_early               2003                               5                                  7285                               0.78
5                                  Rice_irrigated_early               2004                               5                                  3143                               0.82
5                                  Rice_irrigated_early               2005                               5                                  4343                               0.91
5                                  Rice_irrigated_early               2006                               5                                  2816                               0.94
5                                  Rice_irrigated_early               2007                               5                                  5710                               0.92
5                                  Rice_irrigated_early               2008                               5                                  5710                               0.92
5                                  Rice_irrigated_early               2009                               5                                  3936                               0.9
5                                  Rice_irrigated_early               2010                               5                                  5815                               0.9
5                                  Maize_sole_unfert                  2001                               5                                  2714                               0.95
5                                  Maize_sole_unfert                  2002                               3                                  3227                               1.01
5                                  Maize_sole_unfert                  2003                               4                                  2505                               0.98
5                                  Maize_sole_unfert                  2004                               4                                  2454                               1.12
5                                  Maize_sole_unfert                  2005                               4                                  3031                               1.04
5                                  Maize_sole_unfert                  2006                               3                                  1802                               0.96
5                                  Maize_sole_unfert                  2007                               3                                  2056                               0.96
5                                  Maize_sole_unfert                  2008                               4                                  2213                               0.96
5                                  Maize_sole_unfert                  2009                               3                                  2695                               0.96
5                                  Maize_sole_unfert                  2010                               3                                  2755                               0.97
5                                  Maize_sole_fertilised              2001                               5                                  2792                               1.15
5                                  Maize_sole_fertilised              2002                               3                                  3285                               1.02
5                                  Maize_sole_fertilised              2003                               4                                  2560                               0.99
5                                  Maize_sole_fertilised              2004                               4                                  2467                               1.12
5                                  Maize_sole_fertilised              2005                               4                                  3076                               1.06
5                                  Maize_sole_fertilised              2006                               3                                  1828                               0.96
5                                  Maize_sole_fertilised              2007                               3                                  2104                               0.96
5                                  Maize_sole_fertilised              2008                               4                                  2440                               0.98
5                                  Maize_sole_fertilised              2009                               3                                  2859                               0.98
5                                  Maize_sole_fertilised              2010                               3                                  2817                               0.97
5                                  Mungbean_sole                      2001                               3                                  897                                2.49
5                                  Mungbean_sole                      2002                               2                                  1001                               2.86
5                                  Mungbean_sole                      2003                               2                                  1050                               2.92
5                                  Mungbean_sole                      2004                               2                                  479                                2.52
5                                  Mungbean_sole                      2005                               3                                  1104                               2.58
5                                  Mungbean_sole                      2006                               2                                  796                                2.53
5                                  Mungbean_sole                      2007                               2                                  977                                2.48
5                                  Mungbean_sole                      2008                               2                                  753                                2.59
5                                  Mungbean_sole                      2009                               2                                  804                                2.66
5                                  Mungbean_sole                      2010                               2                                  1234                               2.49
5                                  Peanut_sole                        2001                               6                                  2011                               3.26
5                                  Peanut_sole                        2002                               4                                  3428                               2.66
5                                  Peanut_sole                        2003                               4                                  3564                               2.32
5                                  Peanut_sole                        2004                               4                                  3114                               2.38
5                                  Peanut_sole                        2005                               4                                  3306                               2.59
5                                  Peanut_sole                        2006                               4                                  2990                               2.32
5                                  Peanut_sole                        2007                               4                                  2837                               2.42
5                                  Peanut_sole                        2008                               4                                  2632                               2.43
5                                  Peanut_sole                        2009                               4                                  3167                               2.51
5                                  Peanut_sole                        2010                               4                                  3828                               2.69
4                                  Maize_cowpea_intercrop_maize       2001                               4                                  5690                               0.86
4                                  Maize_cowpea_intercrop_maize       2002                               4                                  4998                               0.99
4                                  Maize_cowpea_intercrop_maize       2003                               4                                  8067                               1
4                                  Maize_cowpea_intercrop_maize       2004                               4                                  5885                               0.82
4                                  Maize_cowpea_intercrop_maize       2005                               4                                  8618                               1.15
4                                  Maize_cowpea_intercrop_maize       2006                               4                                  7690                               0.98
4                                  Maize_cowpea_intercrop_maize       2007                               4                                  8194                               1.09
4                                  Maize_cowpea_intercrop_maize       2008                               4                                  7271                               0.88
4                                  Maize_cowpea_intercrop_maize       2009                               4                                  5174                               0.88
4                                  Maize_cowpea_intercrop_maize       2010                               4                                  9161                               0.85
4                                  Maize_butterflypea_relay_maize     2001                               4                                  5690                               0.86
4                                  Maize_butterflypea_relay_maize     2002                               4                                  4998                               0.99
4                                  Maize_butterflypea_relay_maize     2003                               4                                  8067                               1
4                                  Maize_butterflypea_relay_maize     2004                               4                                  5885                               0.82
4                                  Maize_butterflypea_relay_maize     2005                               4                                  8618                               1.15
4                                  Maize_butterflypea_relay_maize     2006                               4                                  7690                               0.98
4                                  Maize_butterflypea_relay_maize     2007                               4                                  8194                               1.09
4                                  Maize_butterflypea_relay_maize     2008                               4                                  7271                               0.88
4                                  Maize_butterflypea_relay_maize     2009                               4                                  5174                               0.88
4                                  Maize_butterflypea_relay_maize     2010                               4                                  9161                               0.85
4                                  Maize_butterflypea_rotation_maize  2001                               4                                  5690                               0.86
4                                  Maize_butterflypea_rotation_maize  2002                               4                                  4998                               0.99
4                                  Maize_butterflypea_rotation_maize  2003                               4                                  8067                               1
4                                  Maize_butterflypea_rotation_maize  2004                               4                                  5885                               0.82
4                                  Maize_butterflypea_rotation_maize  2005                               4                                  8618                               1.15
4                                  Maize_butterflypea_rotation_maize  2006                               4                                  7690                               0.98
4                                  Maize_butterflypea_rotation_maize  2007                               4                                  8194                               1.09
4                                  Maize_butterflypea_rotation_maize  2008                               4                                  7271                               0.88
4                                  Maize_butterflypea_rotation_maize  2009                               4                                  5174                               0.88
4                                  Maize_butterflypea_rotation_maize  2010                               4                                  9161                               0.85
5                                  Maize_cowpea_intercrop_maize       2001                               4                                  5368                               0.82
5                                  Maize_cowpea_intercrop_maize       2002                               4                                  4394                               0.98
5                                  Maize_cowpea_intercrop_maize       2003                               4                                  7102                               0.85
5                                  Maize_cowpea_intercrop_maize       2004                               4                                  5371                               0.77
5                                  Maize_cowpea_intercrop_maize       2005                               4                                  8161                               1.14
5                                  Maize_cowpea_intercrop_maize       2006                               4                                  6306                               1
5                                  Maize_cowpea_intercrop_maize       2007                               4                                  7704                               0.97
5                                  Maize_cowpea_intercrop_maize       2008                               4                                  6646                               0.85
5                                  Maize_cowpea_intercrop_maize       2009                               4                                  4233                               0.74
5                                  Maize_cowpea_intercrop_maize       2010                               4                                  7987                               0.77
5                                  Maize_butterflypea_relay_maize     2001                               4                                  5368                               0.82
5                                  Maize_butterflypea_relay_maize     2002                               4                                  4394                               0.98
5                                  Maize_butterflypea_relay_maize     2003                               4                                  7102                               0.85
5                                  Maize_butterflypea_relay_maize     2004                               4                                  5371                               0.77
5                                  Maize_butterflypea_relay_maize     2005                               4                                  8161                               1.14
5                                  Maize_butterflypea_relay_maize     2006                               4                                  6306                               1
5                                  Maize_butterflypea_relay_maize     2007                               4                                  7704                               0.97
5                                  Maize_butterflypea_relay_maize     2008                               4                                  6646                               0.85
5                                  Maize_butterflypea_relay_maize     2009                               4                                  4233                               0.74
5                                  Maize_butterflypea_relay_maize     2010                               4                                  7987                               0.77
5                                  Maize_butterflypea_rotation_maize  2001                               4                                  5368                               0.82
5                                  Maize_butterflypea_rotation_maize  2002                               4                                  4394                               0.98
5                                  Maize_butterflypea_rotation_maize  2003                               4                                  7102                               0.85
5                                  Maize_butterflypea_rotation_maize  2004                               4                                  5371                               0.77
5                                  Maize_butterflypea_rotation_maize  2005                               4                                  8161                               1.14
5                                  Maize_butterflypea_rotation_maize  2006                               4                                  6306                               1
5                                  Maize_butterflypea_rotation_maize  2007                               4                                  7704                               0.97
5                                  Maize_butterflypea_rotation_maize  2008                               4                                  6646                               0.85
5                                  Maize_butterflypea_rotation_maize  2009                               4                                  4233                               0.74
5                                  Maize_butterflypea_rotation_maize  2010                               4                                  7987                               0.77
3                                  Maize_cowpea_intercrop_maize       2001                               4                                  6331                               0.87
3                                  Maize_cowpea_intercrop_maize       2002                               4                                  6098                               0.97
3                                  Maize_cowpea_intercrop_maize       2003                               4                                  7943                               0.98
3                                  Maize_cowpea_intercrop_maize       2004                               4                                  6077                               0.97
3                                  Maize_cowpea_intercrop_maize       2005                               4                                  8635                               1.03
3                                  Maize_cowpea_intercrop_maize       2006                               4                                  7762                               0.97
3                                  Maize_cowpea_intercrop_maize       2007                               4                                  8390                               1.08
3                                  Maize_cowpea_intercrop_maize       2008                               4                                  7224                               0.91
3                                  Maize_cowpea_intercrop_maize       2009                               4                                  5932                               0.82
3                                  Maize_cowpea_intercrop_maize       2010                               4                                  9274                               0.82
3                                  Maize_butterflypea_relay_maize     2001                               4                                  6331                               0.87
3                                  Maize_butterflypea_relay_maize     2002                               4                                  6098                               0.97
3                                  Maize_butterflypea_relay_maize     2003                               4                                  7943                               0.98
3                                  Maize_butterflypea_relay_maize     2004                               4                                  6077                               0.97
3                                  Maize_butterflypea_relay_maize     2005                               4                                  8635                               1.03
3                                  Maize_butterflypea_relay_maize     2006                               4                                  7762                               0.97
3                                  Maize_butterflypea_relay_maize     2007                               4                                  8390                               1.08
3                                  Maize_butterflypea_relay_maize     2008                               4                                  7224                               0.91
3                                  Maize_butterflypea_relay_maize     2009                               4                                  5932                               0.82
3                                  Maize_butterflypea_relay_maize     2010                               4                                  9274                               0.82
3                                  Maize_butterflypea_rotation_maize  2001                               4                                  6331                               0.87
3                                  Maize_butterflypea_rotation_maize  2002                               4                                  6098                               0.97
3                                  Maize_butterflypea_rotation_maize  2003                               4                                  7943                               0.98
3                                  Maize_butterflypea_rotation_maize  2004                               4                                  6077                               0.97
3                                  Maize_butterflypea_rotation_maize  2005                               4                                  8635                               1.03
3                                  Maize_butterflypea_rotation_maize  2006                               4                                  7762                               0.97
3                                  Maize_butterflypea_rotation_maize  2007                               4                                  8390                               1.08
3                                  Maize_butterflypea_rotation_maize  2008                               4                                  7224                               0.91
3                                  Maize_butterflypea_rotation_maize  2009                               4                                  5932                               0.82
3                                  Maize_butterflypea_rotation_maize  2010                               4                                  9274                               0.82
2                                  Maize_cowpea_intercrop_maize       2001                               4                                  5440                               0.79
2                                  Maize_cowpea_intercrop_maize       2002                               4                                  5058                               0.68
2                                  Maize_cowpea_intercrop_maize       2003                               4                                  6027                               0.78
2                                  Maize_cowpea_intercrop_maize       2004                               4                                  4960                               0.76
2                                  Maize_cowpea_intercrop_maize       2005                               4                                  5591                               0.72
2                                  Maize_cowpea_intercrop_maize       2006                               4                                  5884                               0.85
2                                  Maize_cowpea_intercrop_maize       2007                               4                                  7134                               0.86
2                                  Maize_cowpea_intercrop_maize       2008                               4                                  5976                               0.8
2                                  Maize_cowpea_intercrop_maize       2009                               4                                  4719                               0.7
2                                  Maize_cowpea_intercrop_maize       2010                               4                                  7508                               0.71
2                                  Maize_butterflypea_relay_maize     2001                               4                                  5440                               0.79
2                                  Maize_butterflypea_relay_maize     2002                               4                                  5058                               0.68
2                                  Maize_butterflypea_relay_maize     2003                               4                                  6027                               0.78
2                                  Maize_butterflypea_relay_maize     2004                               4                                  4960                               0.76
2                                  Maize_butterflypea_relay_maize     2005                               4                                  5591                               0.72
2                                  Maize_butterflypea_relay_maize     2006                               4                                  5884                               0.85
2                                  Maize_butterflypea_relay_maize     2007                               4                                  7134                               0.86
2                                  Maize_butterflypea_relay_maize     2008                               4                                  5976                               0.8
2                                  Maize_butterflypea_relay_maize     2009                               4                                  4719                               0.7
2                                  Maize_butterflypea_relay_maize     2010                               4                                  7508                               0.71
2                                  Maize_butterflypea_rotation_maize  2001                               4                                  5440                               0.79
2                                  Maize_butterflypea_rotation_maize  2002                               4                                  5058                               0.68
2                                  Maize_butterflypea_rotation_maize  2003                               4                                  6027                               0.78
2                                  Maize_butterflypea_rotation_maize  2004                               4                                  4960                               0.76
2                                  Maize_butterflypea_rotation_maize  2005                               4                                  5591                               0.72
2                                  Maize_butterflypea_rotation_maize  2006                               4                                  5884                               0.85
2                                  Maize_butterflypea_rotation_maize  2007                               4                                  7134                               0.86
2                                  Maize_butterflypea_rotation_maize  2008                               4                                  5976                               0.8
2                                  Maize_butterflypea_rotation_maize  2009                               4                                  4719                               0.7
2                                  Maize_butterflypea_rotation_maize  2010                               4                                  7508                               0.71
3                                  Rice_rainfed                       2001                               4                                  2009                               0.78
3                                  Rice_rainfed                       2002                               4                                  2028                               0.81
3                                  Rice_rainfed                       2003                               3                                  2137                               0.8
3                                  Rice_rainfed                       2004                               3                                  1054                               1.04
3                                  Rice_rainfed                       2005                               3                                  3098                               0.93
3                                  Rice_rainfed                       2006                               3                                  3042                               0.85
3                                  Rice_rainfed                       2007                               3                                  3055                               0.87
3                                  Rice_rainfed                       2008                               3                                  3446                               0.88
3                                  Rice_rainfed                       2009                               3                                  1907                               0.86
3                                  Rice_rainfed                       2010                               3                                  3299                               0.89
3                                  Rice_irrigated_early               2001                               5                                  4429                               0.93
3                                  Rice_irrigated_early               2002                               5                                  6797                               0.87
3                                  Rice_irrigated_early               2003                               5                                  7978                               0.78
3                                  Rice_irrigated_early               2004                               5                                  4049                               0.77
3                                  Rice_irrigated_early               2005                               5                                  5802                               0.93
3                                  Rice_irrigated_early               2006                               5                                  4000                               0.82
3                                  Rice_irrigated_early               2007                               5                                  6127                               0.9
3                                  Rice_irrigated_early               2008                               5                                  6126                               0.9
3                                  Rice_irrigated_early               2009                               5                                  4664                               0.89
3                                  Rice_irrigated_early               2010                               5                                  6717                               0.9
3                                  Maize_sole_unfert                  2001                               5                                  2979                               1
3                                  Maize_sole_unfert                  2002                               3                                  3231                               1.02
3                                  Maize_sole_unfert                  2003                               4                                  2513                               0.98
3                                  Maize_sole_unfert                  2004                               4                                  2702                               1.1
3                                  Maize_sole_unfert                  2005                               4                                  2933                               0.99
3                                  Maize_sole_unfert                  2006                               3                                  1805                               0.96
3                                  Maize_sole_unfert                  2007                               3                                  2063                               0.96
3                                  Maize_sole_unfert                  2008                               4                                  2407                               0.98
3                                  Maize_sole_unfert                  2009                               3                                  2806                               0.97
3                                  Maize_sole_unfert                  2010                               3                                  2781                               0.97
3                                  Maize_sole_fertilised              2001                               5                                  3033                               1
3                                  Maize_sole_fertilised              2002                               3                                  3273                               1.02
3                                  Maize_sole_fertilised              2003                               4                                  2553                               0.99
3                                  Maize_sole_fertilised              2004                               4                                  2732                               1.1
3                                  Maize_sole_fertilised              2005                               4                                  2983                               1
3                                  Maize_sole_fertilised              2006                               3                                  1826                               0.96
3                                  Maize_sole_fertilised              2007                               3                                  2099                               0.96
3                                  Maize_sole_fertilised              2008                               4                                  2453                               0.98
3                                  Maize_sole_fertilised              2009                               3                                  2847                               0.98
3                                  Maize_sole_fertilised              2010                               3                                  2815                               0.97
3                                  Mungbean_sole                      2001                               3                                  897                                2.51
3                                  Mungbean_sole                      2002                               2                                  1001                               2.86
3                                  Mungbean_sole                      2003                               2                                  1050                               2.93
3                                  Mungbean_sole                      2004                               2                                  479                                2.52
3                                  Mungbean_sole                      2005                               3                                  1166                               2.6
3                                  Mungbean_sole                      2006                               2                                  808                                2.66
3                                  Mungbean_sole                      2007                               2                                  978                                2.52
3                                  Mungbean_sole                      2008                               2                                  753                                2.6
3                                  Mungbean_sole                      2009                               2                                  804                                2.66
3                                  Mungbean_sole                      2010                               2                                  1235                               2.54
3                                  Peanut_sole                        2001                               5                                  2204                               3.32
3                                  Peanut_sole                        2002                               4                                  3539                               2.48
3                                  Peanut_sole                        2003                               4                                  3575                               2.33
3                                  Peanut_sole                        2004                               4                                  3103                               2.39
3                                  Peanut_sole                        2005                               4                                  3457                               2.49
3                                  Peanut_sole                        2006                               4                                  3003                               2.31
3                                  Peanut_sole                        2007                               4                                  2868                               2.44
3                                  Peanut_sole                        2008                               4                                  2723                               2.43
3                                  Peanut_sole                        2009                               4                                  3234                               2.46
3                                  Peanut_sole                        2010                               4                                  3891                               2.47
2                                  Rice_rainfed                       2001                               4                                  2012                               0.78
2                                  Rice_rainfed                       2002                               4                                  2028                               0.81
2                                  Rice_rainfed                       2003                               3                                  2137                               0.8
2                                  Rice_rainfed                       2004                               3                                  1054                               1.04
2                                  Rice_rainfed                       2005                               3                                  3098                               0.93
2                                  Rice_rainfed                       2006                               3                                  3042                               0.85
2                                  Rice_rainfed                       2007                               3                                  3055                               0.87
2                                  Rice_rainfed                       2008                               3                                  3446                               0.88
2                                  Rice_rainfed                       2009                               3                                  1907                               0.86
2                                  Rice_rainfed                       2010                               3                                  3299                               0.89
2                                  Rice_irrigated_early               2001                               5                                  3744                               0.99
2                                  Rice_irrigated_early               2002                               5                                  6423                               0.88
2                                  Rice_irrigated_early               2003                               5                                  7173                               0.66
2                                  Rice_irrigated_early               2004                               5                                  3708                               0.7
2                                  Rice_irrigated_early               2005                               5                                  5559                               0.81
2                                  Rice_irrigated_early               2006                               5                                  3844                               0.81
2                                  Rice_irrigated_early               2007                               5                                  6122                               0.89
2                                  Rice_irrigated_early               2008                               5                                  6117                               0.89
2                                  Rice_irrigated_early               2009                               5                                  4439                               0.89
2                                  Rice_irrigated_early               2010                               5                                  6460                               0.87
2                                  Maize_sole_unfert                  2001                               5                                  2567                               0.89
2                                  Maize_sole_unfert                  2002                               3                                  3185                               0.97
2                                  Maize_sole_unfert                  2003                               4                                  2304                               0.88
2                                  Maize_sole_unfert                  2004                               4                                  2686                               1
2                                  Maize_sole_unfert                  2005                               4                                  2905                               0.96
2                                  Maize_sole_unfert                  2006                               3                                  1796                               0.95
2                                  Maize_sole_unfert                  2007                               3                                  2050                               0.96
2                                  Maize_sole_unfert                  2008                               4                                  2100                               0.93
2                                  Maize_sole_unfert                  2009                               3                                  2292                               0.86
2                                  Maize_sole_unfert                  2010                               3                                  2655                               0.9
2                                  Maize_sole_fertilised              2001                               5                                  3014                               1
2                                  Maize_sole_fertilised              2002                               3                                  3255                               1.02
2                                  Maize_sole_fertilised              2003                               4                                  2538                               0.99
2                                  Maize_sole_fertilised              2004                               4                                  2714                               1.1
2                                  Maize_sole_fertilised              2005                               4                                  2996                               1
2                                  Maize_sole_fertilised              2006                               3                                  1817                               0.96
2                                  Maize_sole_fertilised              2007                               3                                  2085                               0.96
2                                  Maize_sole_fertilised              2008                               4                                  2436                               0.98
2                                  Maize_sole_fertilised              2009                               3                                  2835                               0.98
2                                  Maize_sole_fertilised              2010                               3                                  2800                               0.97
2                                  Mungbean_sole                      2001                               3                                  897                                2.44
2                                  Mungbean_sole                      2002                               2                                  1001                               2.85
2                                  Mungbean_sole                      2003                               2                                  1050                               2.92
2                                  Mungbean_sole                      2004                               2                                  479                                2.51
2                                  Mungbean_sole                      2005                               3                                  1172                               2.54
2                                  Mungbean_sole                      2006                               2                                  805                                2.64
2                                  Mungbean_sole                      2007                               2                                  975                                2.46
2                                  Mungbean_sole                      2008                               2                                  752                                2.55
2                                  Mungbean_sole                      2009                               2                                  804                                2.65
2                                  Mungbean_sole                      2010                               2                                  1233                               2.48
2                                  Peanut_sole                        2001                               5                                  2622                               2.67
2                                  Peanut_sole                        2002                               4                                  4068                               2.29
2                                  Peanut_sole                        2003                               4                                  3761                               2.29
2                                  Peanut_sole                        2004                               4                                  3173                               2.31
2                                  Peanut_sole                        2005                               4                                  3909                               2.32
2                                  Peanut_sole                        2006                               4                                  3016                               2.29
2                                  Peanut_sole                        2007                               4                                  2948                               2.34
2                                  Peanut_sole                        2008                               4                                  2890                               2.36
2                                  Peanut_sole                        2009                               4                                  3691                               2.27
2                                  Peanut_sole                        2010                               4                                  4518                               2.27
4                                  Maize_cowpea_intercrop_cowpea      2001                               3                                  1398                               2.1
4                                  Maize_cowpea_intercrop_cowpea      2002                               3                                  1513                               2
4                                  Maize_cowpea_intercrop_cowpea      2003                               3                                  1484                               2.06
4                                  Maize_cowpea_intercrop_cowpea      2004                               3                                  1708                               2.24
4                                  Maize_cowpea_intercrop_cowpea      2005                               3                                  1492                               2.13
4                                  Maize_cowpea_intercrop_cowpea      2006                               3                                  1313                               2.16
4                                  Maize_cowpea_intercrop_cowpea      2007                               3                                  1374                               2.16
4                                  Maize_cowpea_intercrop_cowpea      2008                               3                                  1169                               2.16
4                                  Maize_cowpea_intercrop_cowpea      2009                               3                                  1986                               2.1
4                                  Maize_cowpea_intercrop_cowpea      2010                               3                                  1434                               2.18
