ApsimVersion = 7.10 r7fc53e8d02bde502a9365b74ca5d599e486e2c5e
Title = Gjunct86
           Date DaysAfterSowing          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)             HI           TPLA           SPLA          accTT         Height
   (dd/mm/yyyy)          (days)             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)       (leaves)        (m2/m2)        (m2/m2)             ()        (kg/ha)      (g(N)/m2)             ()        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)             ()           (m2)           (m2)             ()           (mm)
     01/05/1986               1          1.999            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        198.587          136.4          0.000          1.000          0.404          0.410          0.500          0.480          0.490          0.440          0.400          0.420          0.420          0.000          0.000          0.000              ?          0.000
     02/05/1986               2          2.000            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        196.143          144.6          0.000          1.000          0.396          0.420          0.481          0.480          0.490          0.440          0.400          0.420          0.420          0.000          0.000          0.000              ?          0.000
     03/05/1986               3          2.472            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        194.275          156.6          0.000          1.000          0.399          0.418          0.469          0.479          0.490          0.440          0.400          0.420          0.420          0.000          0.000          0.000              ?          0.000
     04/05/1986               4          2.732            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        191.757          172.8          0.000          1.000          0.397          0.412          0.461          0.480          0.488          0.440          0.400          0.420          0.420          0.000          0.000          0.000              ?          0.000
     05/05/1986               5          2.889            0.0           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.000          0.000          0.000          0.000          0.000          0.000        189.997          192.7          0.000          1.000          0.396          0.408          0.456          0.480          0.486          0.440          0.400          0.420          0.420          0.000          0.000          0.000              ?          0.000
     06/05/1986               6          3.000            2.1           0.31           0.21           0.10           0.10           0.10           0.00           0.00           0.01           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.500          0.004          0.000        188.895          211.1          1.700          1.000          0.396          0.406          0.452          0.480          0.485          0.440          0.400          0.420          0.420          0.000          3.800          0.000              ?          0.000
     07/05/1986               7          3.072            2.3           0.36           0.23           0.13           0.13           0.11           0.00           0.00           0.01           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.583          0.006          0.000        192.816          227.1          1.565          1.000          0.414          0.419          0.450          0.479          0.483          0.440          0.400          0.420          0.420          0.000          5.672          0.000              ?          0.250
     08/05/1986               8          3.110            2.3           0.36           0.23           0.13           0.13           0.11           0.00           0.00           0.02           0.00           0.01           0.00           0.00           0.00           0.000          0.000          0.000          0.687          0.009          0.000        198.389          235.7          1.465          1.000          0.441          0.429          0.452          0.479          0.482          0.440          0.400          0.420          0.420          0.000          8.155          0.000              ?          0.250
     09/05/1986               9          3.149            2.3           0.36           0.23           0.13           0.13           0.11           0.00           0.00           0.02           0.00           0.02           0.00           0.00           0.00           0.000          0.000          0.000          0.747          0.010          0.000        200.284          243.2          1.504          1.000          0.439          0.441          0.456          0.478          0.482          0.440          0.400          0.420          0.420          0.000          9.686          0.000              ?          0.250
     10/05/1986              10          3.192            2.3           0.36           0.23           0.13           0.13           0.11           0.00           0.00           0.02           0.00           0.02           0.00           0.00           0.00           0.000          0.000          0.000          0.806          0.012          0.000        199.880          248.5          1.523          1.000          0.432          0.442          0.460          0.477          0.481          0.440          0.400          0.420          0.420          0.000         11.284          0.000              ?          0.250
     11/05/1986              11          3.263            3.9           0.68           0.39           0.29           0.28           0.11           0.00           0.00           0.03           0.00           0.02           0.00           0.00           0.00           0.000          0.000          0.000          0.873          0.014          0.000        197.442          254.2          1.590          1.000          0.414          0.442          0.463          0.477          0.481          0.440          0.400          0.420          0.420          0.000         13.155          0.000              ?          0.250
     12/05/1986              12          3.336            6.0           1.09           0.60           0.49           0.49           0.11           0.00           0.00           0.03           0.00           0.03           0.00           0.00           0.00           0.000          0.000          0.000          0.981          0.017          0.000        194.922          260.7          1.592          1.000          0.410          0.427          0.466          0.477          0.480          0.440          0.400          0.420          0.420          0.000         16.355          0.000              ?          0.255
     13/05/1986              13          3.405            8.2           1.54           0.82           0.71           0.71           0.11           0.00           0.00           0.04           0.01           0.03           0.00           0.00           0.00           0.000          0.000          0.000          1.093          0.021          0.000        192.124          269.1          1.593          1.000          0.405          0.420          0.460          0.476          0.480          0.440          0.400          0.420          0.420          0.000         19.916          0.000              ?          0.261
     14/05/1986              14          3.483           11.9           2.28           1.19           1.09           1.07           0.12           0.00           0.00           0.04           0.01           0.04           0.00           0.00           0.00           0.000          0.000          0.000          1.201          0.025          0.000        190.329          280.0          1.622          1.000          0.404          0.416          0.455          0.475          0.479          0.440          0.400          0.420          0.420          0.000         23.599          0.000              ?          0.271
     15/05/1986              15          3.575           16.2           3.13           1.62           1.51           1.49           0.13           0.00           0.00           0.05           0.01           0.05           0.00           0.00           0.00           0.000          0.000          0.000          1.320          0.029          0.000        189.163          292.7          1.617          1.000          0.404          0.413          0.451          0.475          0.478          0.440          0.400          0.420          0.420          0.000         28.007          0.000              ?          0.289
     16/05/1986              16          3.625           16.4           3.16           1.64           1.52           1.50           0.13           0.00           0.00           0.06           0.02           0.05           0.00           0.00           0.00           0.000          0.000          0.000          1.462          0.035          0.000        201.328          297.5          1.534          1.000          0.443          0.452          0.456          0.474          0.478          0.440          0.400          0.420          0.420          0.000         33.701          0.000              ?          0.315
     17/05/1986              17          3.668           16.4           3.16           1.64           1.52           1.50           0.13           0.00           0.00           0.07           0.02           0.06           0.00           0.00           0.00           0.000          0.000          0.000          1.538          0.039          0.000        201.979          305.0          1.554          1.000          0.437          0.458          0.461          0.474          0.477          0.440          0.400          0.420          0.420          0.000         37.054          0.000              ?          0.317
     18/05/1986              18          3.723           19.0           3.68           1.90           1.78           1.75           0.14           0.00           0.00           0.07           0.02           0.07           0.01           0.00           0.00           0.000          0.000          0.000          1.604          0.042          0.000        199.251          312.0          1.604          1.000          0.416          0.456          0.465          0.474          0.477          0.440          0.400          0.420          0.420          0.000         40.124          0.000              ?          0.317
     19/05/1986              19          3.793           24.5           4.77           2.45           2.32           2.28           0.17           0.00           0.00           0.08           0.02           0.08           0.01           0.00           0.00           0.000          0.000          0.000          1.690          0.046          0.000        196.836          318.5          1.642          1.000          0.410          0.442          0.469          0.473          0.477          0.440          0.400          0.420          0.420          0.000         44.259          0.000              ?          0.342
     20/05/1986              20          3.887           35.4           6.96           3.54           3.41           3.00           0.54           0.00           0.00           0.10           0.03           0.09           0.01           0.00           0.00           0.000          0.000          0.000          1.797          0.052          0.000        193.687          325.2          1.718          1.000          0.410          0.420          0.471          0.473          0.477          0.440          0.400          0.420          0.420          0.000         49.769          0.000              ?          0.401
     21/05/1986              21          3.992           46.9           9.24           4.69           4.55           4.04           0.65           0.00           0.00           0.13           0.05           0.11           0.02           0.00           0.00           0.000          0.000          0.000          1.942          0.061          0.000        192.027          334.2          1.744          1.000          0.407          0.419          0.463          0.473          0.476          0.440          0.400          0.420          0.420          0.000         57.666          0.000              ?          1.282
     22/05/1986              22          4.000           59.2          11.71           5.92           5.78           5.20           0.73           0.00           0.00           0.15           0.06           0.12           0.02           0.00           0.00           0.000          0.000          0.000          2.103          0.071          0.000        190.649          345.5          1.742          1.000          0.407          0.418          0.456          0.472          0.476          0.440          0.400          0.420          0.420          0.000         67.377          0.000              ?          1.537
     23/05/1986              23          4.091           67.0          13.24           6.70           6.54           5.91           0.78           0.00           0.00           0.16           0.07           0.14           0.03           0.00           0.00           0.000          0.000          0.000          2.271          0.082          0.000        189.429          356.7          1.682          1.000          0.407          0.417          0.452          0.471          0.475          0.440          0.400          0.420          0.420          0.000         78.464          0.000              ?          1.727
     24/05/1986              24          4.144           85.2          16.86           8.52           8.35           6.85           1.66           0.00           0.00           0.20           0.08           0.15           0.05           0.00           0.00           0.000          0.000          0.000          2.369          0.090          0.000        188.493          366.9          1.724          1.000          0.406          0.415          0.448          0.470          0.474          0.440          0.400          0.420          0.420          0.000         85.610          0.023              ?          1.864
     25/05/1986              25          4.197          103.3          20.46          10.33          10.15           8.32           1.99           0.00           0.00           0.24           0.10           0.18           0.06           0.00           0.00           0.000          0.000          0.000          2.515          0.102          0.000        187.437          375.9          1.741          1.000          0.406          0.414          0.445          0.469          0.473          0.440          0.400          0.420          0.420          0.000         96.743          0.257              ?          3.960
     26/05/1986              26          4.254          127.4          25.22          12.74          12.53           9.94           2.75           0.00           0.00           0.29           0.13           0.20           0.09           0.00           0.00           0.000          0.000          0.000          2.662          0.114          0.001        186.372          383.4          1.763          1.000          0.405          0.412          0.443          0.468          0.472          0.440          0.400          0.420          0.420          0.000        108.965          0.504              ?          4.732
     27/05/1986              27          4.312          154.6          30.62          15.46          15.23          11.80           3.59           0.00           0.00           0.35           0.16           0.23           0.12           0.00           0.00           0.000          0.000          0.000          2.818          0.129          0.001        185.153          389.8          1.769          1.000          0.403          0.410          0.440          0.467          0.470          0.439          0.400          0.420          0.420          0.000        123.062          0.761              ?          6.556
     28/05/1986              28          4.372          185.2          36.68          18.52          18.26          13.90           4.52           0.00           0.00           0.42           0.19           0.26           0.16           0.00           0.00           0.000          0.000          0.000          2.980          0.146          0.001        183.911          395.6          1.770          1.000          0.402          0.408          0.438          0.465          0.468          0.439          0.400          0.420          0.420          0.000        139.052          1.023              ?          8.555
     29/05/1986              29          4.431          219.1          43.40          21.91          21.61          16.26           5.53           0.00           0.00           0.49           0.22           0.29           0.19           0.00           0.00           0.000          0.000          0.000          3.146          0.165          0.001        182.595          400.4          1.768          1.000          0.400          0.407          0.436          0.464          0.466          0.439          0.400          0.420          0.420          0.000        156.932          1.284              ?         10.762
     30/05/1986              30          4.483          251.3          49.78          25.13          24.79          18.82           6.17           0.00           0.00           0.54           0.25           0.32           0.22           0.00           0.00           0.000          0.000          0.000          3.310          0.185          0.002        181.266          404.1          1.750          1.000          0.399          0.405          0.435          0.462          0.464          0.439          0.400          0.420          0.420          0.000        176.388          1.512              ?         13.164
     31/05/1986              31          4.546          293.4          58.11          29.34          28.95          21.25           7.91           0.00           0.00           0.63           0.29           0.36           0.27           0.00           0.00           0.000          0.000          0.000          3.454          0.205          0.002        180.193          406.3          1.750          1.000          0.398          0.404          0.433          0.461          0.462          0.439          0.400          0.420          0.420          0.000        194.904          1.789              ?         14.689
     01/06/1986              32          4.605          338.5          67.04          33.85          33.40          24.44           9.20           0.00           0.00           0.73           0.34           0.40           0.32           0.00           0.00           0.000          0.000          0.000          3.629          0.230          0.002        178.961          407.6          1.755          1.000          0.396          0.402          0.431          0.459          0.460          0.438          0.400          0.420          0.420          0.000        219.138          2.048              ?         18.831
     02/06/1986              33          4.669          385.0          76.24          38.50          37.98          27.68          10.58           0.00           0.00           0.83           0.39           0.45           0.37           0.00           0.00           0.000          0.000          0.000          3.792          0.256          0.002        177.499          408.2          1.752          1.000          0.395          0.400          0.430          0.457          0.458          0.438          0.400          0.420          0.420          0.000        243.811          2.327              ?         21.910
     03/06/1986              34          4.743          439.5          87.03          43.95          43.36          31.48          12.20           0.00           0.00           0.94           0.44           0.50           0.43           0.00           0.00           0.000          0.000          0.000          3.968          0.286          0.003        176.099          408.2          1.749          1.000          0.393          0.398          0.428          0.456          0.455          0.438          0.400          0.420          0.420          0.000        272.677          2.651              ?         25.183
     04/06/1986              35          4.815          491.0          97.20          49.10          48.42          35.44          13.34           0.00           0.00           1.05           0.49           0.57           0.48           0.00           0.00           0.000          0.000          0.000          4.173          0.325          0.003        174.601          408.0          1.743          1.000          0.391          0.396          0.427          0.454          0.452          0.438          0.399          0.420          0.420          0.000        309.096          2.968              ?         29.039
