ApsimVersion = 7.10 r0
Title = Sorghum_WaterStress
           Date            Das          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n         GreenN     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize             HI         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD           sw()           TPLA           SPLA   dlt_dm_green      sw_supply       radn_int   DeltaGreenWt       DeltaLAI DeltaGreenN(1) DeltaGreenN(2) DeltaGreenN(3) DeltaGreenN(4) DeltaGreenN(5) DeltaLeafGreenN      DeltaSLAI        DeltaTT           SPLA     SenescedWt      SenescedN  RootSenescedN RootSenescedWt LeafSenescedWt  LeafSenescedN         RLV(1)         RLV(2)         RLV(3)         RLV(4)         RLV(5)         RLV(6)         RLV(7)         RLV(8)         RLV(9)        RLV(10)      RootDepth RootProportion(1) RootProportion(2) RootProportion(3) RootProportion(4) RootProportion(5) RootProportion(6) RootProportion(7) RootProportion(8) RootProportion(9) RootProportion(10) sum(sw_uptake) n_total_uptake  n_supply_soil   n_cum_uptake      sw_demand  sw_deficit(1)  sw_deficit(2)  sw_deficit(3)  sw_deficit(4)  sw_deficit(5)  sw_deficit(6)  sw_deficit(7)  sw_deficit(8)  sw_deficit(9) sw_deficit(10)     root_depth         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)   sw_uptake(1)   sw_uptake(2)   sw_uptake(3)   sw_uptake(4)   sw_uptake(5)   sw_uptake(6)   sw_uptake(7)   sw_uptake(8)   sw_uptake(9)  sw_uptake(10)     n_sd_ratio     no3_demand
   (dd/mm/yyyy)         (days)             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)             ()       (leaves)        (m2/m2)        (m2/m2)           (mm)        (kg/ha)      (g(N)/m2)             ()        (mm/mm)           (m2)           (m2)        (g/m^2)           (mm)             ()        (g/m^2)        (m2/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (m2/m2)          (oCd)           (m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)           (mm)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)              (0-1)           (mm)        (g/m^2)        (g/m^2)        (g/m^2)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)             ()        (g/m^2)
     04/04/1997             85          6.814         5137.8         595.28         513.78         181.43         116.03         210.59          87.24           0.00           5.67           4.26           0.22           2.54           1.25           0.26           0.00           0.000          0.000          0.000          0.000         17.102          2.008          1.804          6.065          166.9          1.264          0.136          2.893       3812.081       1803.921           2.47          0.425         11.092           1.86          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.183          2.037       1803.921         112.93           1.64           0.02          13.00          99.93           1.62          0.000          0.004          0.007          0.004          0.002          0.000          0.000          0.000          0.000          0.000        743.925             1.000             1.000             1.000             1.000             0.720             0.000             0.000             0.000             0.000              0.000          0.425           0.00           0.00           5.87          3.122         20.480         17.942         37.624         36.486         31.659         19.200          7.000          0.000          0.000          0.000        743.925           71.2            5.8            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.215          0.240          0.271          0.277          0.272          0.304          0.335          0.330          0.320          0.330          0.000          0.102          0.194          0.106          0.022         -0.000         -0.000         -0.000         -0.000         -0.000          0.001           1.73
     05/04/1997             86          6.825         5156.6         587.60         515.66         181.68         106.22         211.90          87.80           0.00           5.67           4.10           0.21           2.37           1.25           0.26           0.00           0.000          0.000          0.000          0.000         17.102          1.838          1.974          5.654          166.9          1.291          0.145          2.880       3812.081       1973.693           2.50          0.395         10.491           1.88          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.170          1.987       1973.693         123.10           1.81           0.02          13.36         109.74           1.79          0.000          0.004          0.007          0.004          0.002          0.000          0.000          0.000          0.000          0.000        746.329             1.000             1.000             1.000             1.000             0.732             0.000             0.000             0.000             0.000              0.000          0.395           0.00           0.00           5.87          2.732         21.576         18.049         37.828         36.595         31.679         19.200          7.000          0.000          0.000          0.000        746.329           71.2            5.8            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.204          0.239          0.270          0.277          0.271          0.304          0.335          0.330          0.320          0.330          0.000          0.095          0.180          0.098          0.022         -0.000         -0.000         -0.000         -0.000         -0.000          0.001           1.75
     06/04/1997             87          6.834         5172.1         580.32         517.21         181.83          97.23         212.99          88.27           0.00           5.67           3.95           0.21           2.22           1.25           0.26           0.00           0.000          0.000          0.000          0.000         17.102          1.683          2.129          5.267          166.9          1.318          0.138          2.866       3812.081       2129.180           2.07          0.368         10.934           1.56          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.155          1.437       2129.180         132.45           1.96           0.02          13.72         118.72           1.94          0.000          0.003          0.006          0.004          0.002          0.000          0.000          0.000          0.000          0.000        748.664             1.000             1.000             1.000             1.000             0.743             0.000             0.000             0.000             0.000              0.000          0.368           0.00           0.00           5.87          2.667         22.733         18.154         38.016         36.696         31.699         19.200          7.000          0.000          0.000          0.000        748.664           71.2            5.8            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.193          0.238          0.269          0.276          0.271          0.304          0.335          0.330          0.320          0.330          0.000          0.087          0.167          0.091          0.023         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.76
     07/04/1997             88          6.842         5188.0         573.87         518.80         181.99          89.03         214.10          88.75           0.00           5.67           3.80           0.21           2.07           1.25           0.27           0.00           0.000          0.000          0.000          0.000         17.102          1.541          2.271          4.901          166.9          1.345          0.136          2.851       3812.081       2271.112           2.11          0.342         10.778           1.59          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.142          1.358       2271.112         141.01           2.10           0.02          14.09         126.92           2.09          0.000          0.003          0.006          0.003          0.002          0.000          0.000          0.000          0.000          0.000        750.931             1.000             1.000             1.000             1.000             0.755             0.000             0.000             0.000             0.000              0.000          0.342           0.00           0.00           5.87          2.518         23.949         18.256         38.192         36.789         31.720         19.200          7.000          0.000          0.000          0.000        750.931           71.2            5.8            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.181          0.237          0.268          0.276          0.271          0.304          0.335          0.330          0.320          0.330          0.000          0.080          0.155          0.085          0.023         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.77
     08/04/1997             89          6.848         5216.2         569.89         521.62         182.56          81.66         216.08          89.59           0.00           5.67           3.67           0.21           1.94           1.25           0.27           0.00           0.000          0.000          0.000          0.000         17.102          1.413          2.399          4.555          166.9          1.371          0.303          2.839       3812.081       2398.698           3.76          0.317          9.662           2.82          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.128          1.039       2398.698         148.75           2.24           0.02          14.45         134.29           2.22          0.000          0.003          0.005          0.003          0.002          0.000          0.000          0.000          0.000          0.000        753.128             1.000             1.000             1.000             1.000             0.766             0.000             0.000             0.000             0.000              0.000          0.317           0.00           0.00           5.87          1.046         24.984         18.356         38.355         36.877         31.741         19.200          7.000          0.000          0.000          0.000        753.128           71.2            5.8            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.170          0.236          0.268          0.275          0.271          0.304          0.335          0.330          0.320          0.330          0.000          0.073          0.143          0.079          0.023         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.79
     09/04/1997             90          6.853         5233.3         565.10         523.33         182.76          74.97         217.27          90.10           0.00           5.67           3.54           0.21           1.81           1.25           0.27           0.00           0.000          0.000          0.000          0.000         17.102          1.298          2.514          4.229          166.9          1.397          0.215          2.827       3812.081       2514.499           2.26          0.294          8.637           1.70          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.116          0.945       2514.499         155.80           2.36           0.02          14.82         140.99           2.34          0.000          0.003          0.005          0.003          0.002          0.000          0.000          0.000          0.000          0.000        755.256             1.000             1.000             1.000             1.000             0.776             0.000             0.000             0.000             0.000              0.000          0.294           0.00           0.00           5.88          1.370         25.949         18.451         38.506         36.958         31.762         19.200          7.000          0.000          0.000          0.000        755.256           71.2            5.8            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.161          0.235          0.267          0.275          0.271          0.304          0.335          0.330          0.320          0.330          0.000          0.066          0.133          0.073          0.022         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.80
     10/04/1997             91          6.859         5248.7         560.66         524.87         182.90          68.85         218.35          90.57           0.00           5.67           3.43           0.21           1.69           1.25           0.27           0.00           0.000          0.000          0.000          0.000         17.102          1.192          2.620          3.921          166.9          1.422          0.195          2.816       3812.081       2620.462           2.05          0.273          8.098           1.54          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.106          0.935       2620.462         162.29           2.48           0.02          15.18         147.11           2.46          0.000          0.002          0.005          0.003          0.002          0.000          0.000          0.000          0.000          0.000        757.315             1.000             1.000             1.000             1.000             0.787             0.000             0.000             0.000             0.000              0.000          0.273           0.00           0.00           5.88          1.400         26.866         18.544         38.647         37.033         31.782         19.200          7.000          0.000          0.000          0.000        757.315           71.2            5.8            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.151          0.234          0.266          0.274          0.271          0.304          0.335          0.330          0.320          0.330          0.000          0.060          0.123          0.068          0.022         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.82
     11/04/1997             92          6.864         5262.3         556.54         526.23         182.98          63.28         219.30          90.98           0.00           5.68           3.32           0.21           1.59           1.25           0.27           0.00           0.000          0.000          0.000          0.000         17.102          1.095          2.717          3.631          166.9          1.448          0.203          2.805       3812.081       2716.890           1.81          0.252          6.824           1.36          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.096          0.879       2716.890         168.23           2.59           0.02          15.55         152.68           2.57          0.000          0.002          0.004          0.002          0.002          0.000          0.000          0.000          0.000          0.000        759.305             1.000             1.000             1.000             1.000             0.797             0.000             0.000             0.000             0.000              0.000          0.252           0.00           0.00           5.88          1.243         27.742         18.633         38.777         37.104         31.803         19.200          7.000          0.000          0.000          0.000        759.305           71.2            5.8            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.143          0.233          0.266          0.274          0.271          0.304          0.335          0.330          0.320          0.330          0.000          0.054          0.114          0.063          0.022         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.83
     12/04/1997             93          6.870         5280.1         553.51         528.01         183.21          58.24         220.55          91.51           0.00           5.68           3.22           0.21           1.48           1.25           0.27           0.00           0.000          0.000          0.000          0.000         17.102          1.008          2.804          3.356          166.9          1.472          0.238          2.795       3812.081       2804.048           2.37          0.233          6.740           1.78          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.087          0.929       2804.048         173.63           2.69           0.02          15.91         157.71           2.67          0.000          0.002          0.004          0.002          0.002          0.000          0.000          0.000          0.000          0.000        761.226             1.000             1.000             1.000             1.000             0.806             0.000             0.000             0.000             0.000              0.000          0.233           0.00           0.00           5.88          0.977         28.581         18.719         38.899         37.169         31.824         19.200          7.000          0.000          0.000          0.000        761.226           71.2            5.7            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.134          0.232          0.265          0.274          0.271          0.304          0.335          0.330          0.320          0.330          0.000          0.048          0.105          0.058          0.022         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.84
     13/04/1997             94          6.874         5296.0         550.71         529.60         183.36          53.70         221.66          91.99           0.00           5.68           3.13           0.21           1.39           1.25           0.28           0.00           0.000          0.000          0.000          0.000         17.102          0.930          2.883          3.098          166.9          1.496          0.243          2.785       3812.081       2882.563           2.11          0.215          5.973           1.59          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.079          0.839       2882.563         178.53           2.78           0.02          16.28         162.25           2.76          0.000          0.002          0.004          0.002          0.002          0.000          0.000          0.000          0.000          0.000        763.078             1.000             1.000             1.000             1.000             0.815             0.000             0.000             0.000             0.000              0.000          0.215           0.00           0.00           5.88          0.885         29.386         18.802         39.012         37.230         31.844         19.200          7.000          0.000          0.000          0.000        763.078           71.2            5.7            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.126          0.232          0.264          0.274          0.271          0.304          0.335          0.330          0.320          0.330          0.000          0.042          0.097          0.054          0.022         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.85
     14/04/1997             95          6.878         5307.4         547.76         530.74         183.37          49.61         222.46          92.33           0.00           5.68           3.04           0.21           1.30           1.25           0.28           0.00           0.000          0.000          0.000          0.000         17.102          0.859          2.953          2.854          166.9          1.520          0.225          2.776       3812.081       2953.485           1.52          0.197          5.900           1.14          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.071          0.594       2953.485         183.00           2.87           0.02          16.65         166.35           2.85          0.000          0.001          0.003          0.002          0.002          0.000          0.000          0.000          0.000          0.000        764.864             1.000             1.000             1.000             1.000             0.824             0.000             0.000             0.000             0.000              0.000          0.197           0.00           0.00           5.88          0.878         30.162         18.882         39.117         37.286         31.864         19.200          7.000          0.000          0.000          0.000        764.864           71.2            5.7            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.118          0.231          0.264          0.273          0.271          0.304          0.335          0.330          0.320          0.330          0.000          0.036          0.090          0.050          0.021         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.86
     15/04/1997             96          6.881         5316.3         544.87         531.63         183.30          45.90         223.08          92.59           0.00           5.68           2.96           0.21           1.23           1.25           0.28           0.00           0.000          0.000          0.000          0.000         17.102          0.794          3.018          2.623          166.9          1.543          0.223          2.767       3812.081       3017.723           1.18          0.181          5.813           0.89          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.064          0.503       3017.723         187.07           2.95           0.02          17.01         170.06           2.92          0.000          0.001          0.003          0.002          0.002          0.000          0.000          0.000          0.000          0.000        766.583             1.000             1.000             1.000             1.000             0.833             0.000             0.000             0.000             0.000              0.000          0.181           0.00           0.00           5.88          0.813         30.909         18.958         39.214         37.339         31.884         19.200          7.000          0.000          0.000          0.000        766.583           71.2            5.7            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.111          0.230          0.264          0.273          0.270          0.304          0.335          0.330          0.320          0.330          0.000          0.031          0.083          0.046          0.021         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.87
     16/04/1997             97          6.885         5328.2         542.73         532.82         183.33          42.53         223.91          92.95           0.00           5.68           2.89           0.21           1.15           1.25           0.28           0.00           0.000          0.000          0.000          0.000         17.102          0.736          3.076          2.406          166.9          1.565          0.212          2.758       3812.081       3075.911           1.59          0.166          4.900           1.19          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.058          0.690       3075.911         190.80           3.02           0.02          17.38         173.42           3.00          0.000          0.001          0.003          0.002          0.002          0.000          0.000          0.000          0.000          0.000        768.236             1.000             1.000             1.000             1.000             0.841             0.000             0.000             0.000             0.000              0.000          0.166           0.00           0.00           5.88          0.781         31.631         19.032         39.305         37.388         31.904         19.200          7.000          0.000          0.000          0.000        768.236           71.3            5.7            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.104          0.229          0.263          0.273          0.270          0.304          0.335          0.330          0.320          0.330          0.000          0.026          0.077          0.043          0.021         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.88
     17/04/1997             98          6.888         5336.0         540.33         533.60         183.22          39.47         224.46          93.19           0.00           5.68           2.82           0.21           1.08           1.25           0.28           0.00           0.000          0.000          0.000          0.000         17.102          0.683          3.129          2.200          166.9          1.587          0.164          2.750       3812.081       3128.935           1.03          0.151          4.846           0.78          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.053          0.531       3128.935         194.23           3.09           0.02          17.75         176.49           3.06          0.000          0.001          0.003          0.002          0.002          0.000          0.000          0.000          0.000          0.000        769.825             1.000             1.000             1.000             1.000             0.849             0.000             0.000             0.000             0.000              0.000          0.151           0.00           0.00           5.88          0.925         32.330         19.103         39.389         37.433         31.923         19.200          7.000          0.000          0.000          0.000        769.825           71.3            5.7            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.097          0.229          0.263          0.273          0.270          0.304          0.335          0.330          0.320          0.330          0.000          0.021          0.071          0.040          0.020         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.88
     18/04/1997             99          6.891         5341.7         537.80         534.17         183.04          36.54         224.86          93.36           0.00           5.68           2.76           0.21           1.02           1.25           0.28           0.00           0.000          0.000          0.000          0.000         17.102          0.632          3.180          2.006          166.9          1.611          0.135          2.742       3812.081       3179.597           0.76          0.138          4.304           0.57          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.051          0.516       3179.597         197.53           3.15           0.02          18.11         179.41           3.13          0.000          0.001          0.002          0.001          0.001          0.000          0.000          0.000          0.000          0.000        771.351             1.000             1.000             1.000             1.000             0.857             0.000             0.000             0.000             0.000              0.000          0.138           0.00           0.00           5.88          1.024         33.007         19.171         39.467         37.475         31.942         19.200          7.000          0.000          0.000          0.000        771.351           71.3            5.7            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.090          0.228          0.262          0.272          0.270          0.304          0.335          0.330          0.320          0.330          0.000          0.016          0.065          0.037          0.020         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.88
     19/04/1997            100          6.894         5348.5         535.62         534.85         182.90          33.83         225.33          93.56           0.00           5.68           2.70           0.21           0.96           1.25           0.28           0.00           0.000          0.000          0.000          0.000         17.102          0.586          3.227          1.823          166.9          1.634          0.191          2.734       3812.081       3226.539           0.91          0.125          3.576           0.68          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.047          0.439       3226.539         200.60           3.21           0.02          18.48         182.12           3.19          0.000          0.000          0.002          0.001          0.001          0.000          0.000          0.000          0.000          0.000        772.815             1.000             1.000             1.000             1.000             0.864             0.000             0.000             0.000             0.000              0.000          0.125           0.00           0.00           5.88          0.655         33.664         19.236         39.540         37.515         31.961         19.200          7.000          0.000          0.000          0.000        772.815           71.3            5.7            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.083          0.228          0.262          0.272          0.270          0.304          0.335          0.330          0.320          0.330          0.000          0.011          0.060          0.034          0.019         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.89
     20/04/1997            101          6.896         5357.0         533.91         535.70         182.81          31.35         225.93          93.82           0.00           5.68           2.64           0.21           0.90           1.25           0.28           0.00           0.000          0.000          0.000          0.000         17.102          0.543          3.269          1.651          166.9          1.656          0.258          2.730       3812.081       3269.454           1.13          0.113          2.923           0.85          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.043          0.458       3269.454         203.45           3.27           0.02          18.85         184.60           3.25          0.000          0.000          0.002          0.001          0.001          0.000          0.000          0.000          0.000          0.000        774.219             1.000             1.000             1.000             1.000             0.871             0.000             0.000             0.000             0.000              0.000          0.113           0.00           0.00           5.88          0.437         33.941         19.298         39.608         37.551         31.979         19.200          7.000          0.000          0.000          0.000        774.219           71.3            5.6            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.081          0.227          0.262          0.272          0.270          0.304          0.335          0.330          0.320          0.330          0.000          0.007          0.055          0.031          0.019         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.90
     21/04/1997            102          6.899         5362.5         531.96         536.25         182.63          29.04         226.31          93.98           0.00           5.68           2.58           0.21           0.84           1.25           0.28           0.00           0.000          0.000          0.000          0.000         17.102          0.503          3.309          1.491          166.9          1.679          0.139          2.730       3812.081       3309.393           0.73          0.102          3.512           0.55          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.040          0.413       3309.393         206.12           3.33           0.03          19.21         186.91           3.30          0.000          0.000          0.002          0.001          0.001          0.000          0.000          0.000          0.000          0.000        775.565             1.000             1.000             1.000             1.000             0.878             0.000             0.000             0.000             0.000              0.000          0.102           0.00           0.00           5.88          0.734         33.910         19.354         39.671         37.585         31.996         19.200          7.000          0.000          0.000          0.000        775.565           71.3            5.6            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.081          0.226          0.261          0.272          0.270          0.304          0.335          0.330          0.320          0.330          0.000          0.003          0.051          0.029          0.018         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.90
     22/04/1997            103          6.901         5366.9         530.02         536.69         182.41          26.87         226.62          94.11           0.00           5.68           2.53           0.21           0.79           1.25           0.28           0.00           0.000          0.000          0.000          0.000         17.102          0.465          3.347          1.357          166.9          1.702          0.125          2.738       3812.081       3346.971           0.59          0.092          3.461           0.44          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.038          0.344       3346.971         208.66           3.38           0.03          19.58         189.08           3.35          0.000          0.000          0.002          0.001          0.001          0.000          0.000          0.000          0.000          0.000        776.853             1.000             1.000             1.000             1.000             0.884             0.000             0.000             0.000             0.000              0.000          0.092           0.00           0.00           5.88          0.739         32.938         19.391         39.730         37.617         32.014         19.200          7.000          0.000          0.000          0.000        776.853           71.3            5.6            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.091          0.226          0.261          0.272          0.270          0.304          0.335          0.330          0.320          0.330          0.000          0.001          0.047          0.027          0.018         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.90
     23/04/1997            104          6.903         5372.4         528.35         537.24         182.22          24.84         227.01          94.28           0.00           5.68           2.48           0.21           0.74           1.25           0.28           0.00           0.000          0.000          0.000          0.000         17.102          0.430          3.382          1.262          166.9          1.726          0.177          2.728       3812.081       3382.125           0.73          0.086          3.056           0.55          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.035          0.302       3382.125         211.06           3.43           0.03          19.94         191.11           3.40          0.000          0.000          0.002          0.001          0.001          0.000          0.000          0.000          0.000          0.000        778.086             1.000             1.000             1.000             1.000             0.890             0.000             0.000             0.000             0.000              0.000          0.086           0.00           0.00           5.88          0.484         33.933         19.391         39.784         37.646         32.030         19.200          7.000          0.000          0.000          0.000        778.086           71.3            5.6            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.081          0.226          0.261          0.272          0.270          0.304          0.335          0.330          0.320          0.330          0.000          0.001          0.043          0.025          0.017         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.91
     24/04/1997            105          6.904         5376.3         526.61         537.63         181.99          22.95         227.28          94.40           0.00           5.68           2.43           0.21           0.69           1.25           0.28           0.00           0.000          0.000          0.000          0.000         17.102          0.397          3.415          1.174          166.9          1.749          0.160          2.727       3812.081       3414.932           0.52          0.080          2.844           0.39          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.033          0.255       3414.932         213.32           3.48           0.03          20.31         193.01           3.45          0.000          0.000          0.001          0.001          0.001          0.000          0.000          0.000          0.000          0.000        779.265             1.000             1.000             1.000             1.000             0.896             0.000             0.000             0.000             0.000              0.000          0.080           0.00           0.00           5.88          0.498         33.992         19.391         39.834         37.674         32.046         19.200          7.000          0.000          0.000          0.000        779.265           71.3            5.6            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.080          0.226          0.261          0.272          0.270          0.304          0.335          0.330          0.320          0.330          0.000          0.001          0.040          0.023          0.017         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.91
     25/04/1997            106          6.905         5380.6         525.07         538.06         181.77          21.20         227.58          94.53           0.00           5.68           2.39           0.21           0.65           1.25           0.28           0.00           0.000          0.000          0.000          0.000         17.102          0.367          3.445          1.092          166.9          1.773          0.242          2.727       3812.081       3445.228           0.57          0.074          2.203           0.43          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.030          0.211       3445.228         215.43           3.52           0.03          20.67         194.76           3.49          0.000          0.000          0.001          0.001          0.001          0.000          0.000          0.000          0.000          0.000        780.391             1.000             1.000             1.000             1.000             0.902             0.000             0.000             0.000             0.000              0.000          0.074           0.00           0.00           5.88          0.307         33.992         19.391         39.881         37.699         32.062         19.200          7.000          0.000          0.000          0.000        780.391           71.3            5.6            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.080          0.226          0.260          0.271          0.270          0.304          0.335          0.330          0.320          0.330          0.000          0.001          0.036          0.021          0.016         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.91
     26/04/1997            107          6.907         5387.9         524.08         538.79         181.64          19.60         228.09          94.74           0.00           5.68           2.35           0.21           0.61           1.25           0.28           0.00           0.000          0.000          0.000          0.000         17.102          0.339          3.473          1.015          166.9          1.795          0.314          2.726       3812.081       3472.888           0.97          0.069          2.184           0.73          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.028          0.259       3472.888         217.39           3.56           0.03          21.03         196.36           3.53          0.000          0.000          0.001          0.001          0.001          0.000          0.000          0.000          0.000          0.000        781.468             1.000             1.000             1.000             1.000             0.907             0.000             0.000             0.000             0.000              0.000          0.069           0.00           0.00           5.88          0.220         33.992         19.391         39.925         37.723         32.077         19.200          7.000          0.000          0.000          0.000        781.468           71.3            5.6            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.080          0.226          0.260          0.271          0.270          0.304          0.335          0.330          0.320          0.330          0.000          0.001          0.033          0.019          0.016         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.92
     27/04/1997            108          6.908         5393.4         522.99         539.34         181.46          18.15         228.47          94.91           0.00           5.68           2.31           0.21           0.57           1.25           0.28           0.00           0.000          0.000          0.000          0.000         17.102          0.314          3.498          0.943          166.9          1.818          0.256          2.726       3812.081       3498.024           0.72          0.064          2.157           0.54          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.025          0.215       3498.024         219.21           3.60           0.03          21.40         197.81           3.57          0.000          0.000          0.001          0.001          0.001          0.000          0.000          0.000          0.000          0.000        782.496             1.000             1.000             1.000             1.000             0.912             0.000             0.000             0.000             0.000              0.000          0.064           0.00           0.00           5.88          0.251         33.992         19.392         39.965         37.745         32.092         19.200          7.000          0.000          0.000          0.000        782.496           71.3            5.6            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.080          0.226          0.260          0.271          0.269          0.304          0.335          0.330          0.320          0.330          0.000          0.001          0.030          0.018          0.015         -0.000         -0.000         -0.000         -0.000         -0.000          0.000           1.92
